NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIA;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS;PROMEDIO_SEIS
2040;38.66666666666666;38.0;36.8235294117647;38.0;28.0;37.0;45.0;36.5625;6;37.0;44.0;33.0;37.0;31.0;39.0;39.0;47.0;0;39.47058823529412;0;17;17;0;8;8;0;2;47.0;1;1;37.0;1;3;40.0;1;2;37.0;1;3;43.0;1;2;43.0;1;2;35.0;1;2;40.0;1;2;2;39.33333333333334
2042;40.16666666666666;46.0;32.94117647058823;31.0;32.0;21.5;39.0;36.76923076923077;5;35.0;41.0;31.0;26.0;37.0;31.0;31.5;41.0;0;35.73333333333333;0;15;15;0;7;7;0;2;44.0;1;1;32.0;1;3;30.0;1;2;34.0;1;3;33.0;1;2;39.0;1;2;45.0;1;2;0.0;0;2;2;31.16666666666667
2043;38.46666666666667;43.0;33.52941176470588;24.0;30.0;28.0;47.0;38.375;5;29.0;47.0;31.0;31.0;24.5;0.0;30.0;43.0;0;34.93333333333333;2;15;9;6;7;5;2;2;44.0;1;1;29.0;2;3;36.0;1;2;26.0;1;3;43.0;1;2;47.0;1;2;31.5;2;2;0.0;0;2;2;32.0
2044;38.46666666666667;37.0;34.46666666666667;30.0;33.0;31.0;0.0;37.8125;5;37.0;43.0;32.0;38.0;31.0;0.0;30.0;43.0;0;33.06666666666667;0;15;15;0;7;7;0;2;45.0;1;1;33.0;1;3;30.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;33.0;1;2;33.0;1;2;2;36.85
2045;37.46666666666667;42.0;35.3;30.0;25.5;37.0;0.0;39.5;6;35.0;48.0;37.0;34.0;32.0;0.0;31.0;42.0;0;39.46666666666667;0;15;15;0;7;7;0;2;47.0;1;1;35.0;1;3;40.0;1;2;30.0;1;3;49.0;1;2;0.0;0;2;41.0;1;2;45.0;1;2;2;38.875
2048;38.69230769230769;0.0;35.66666666666666;32.0;34.0;37.0;0.0;38.125;6;32.0;48.0;0.0;0.0;0.0;0.0;34.0;0.0;0;38.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;38.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2;35.0
2049;37.13333333333333;42.0;36.47058823529412;31.0;32.0;31.0;49.0;36.4375;6;34.0;47.0;32.0;32.0;31.0;0.0;24.0;44.0;0;35.63636363636363;0;11;11;0;5;5;0;2;0.0;0;1;30.0;1;3;36.0;1;2;0.0;0;3;35.0;1;2;42.0;1;2;38.0;1;2;0.0;0;2;2;34.4
2051;35.23076923076923;0.0;26.11111111111111;18.0;20.33333333333333;20.33333333333333;0.0;32.0;5;31.0;37.0;0.0;0.0;0.0;0.0;26.0;0.0;0;36.57142857142857;0;7;7;0;4;4;0;2;30.0;1;1;0.0;0;3;31.0;1;2;0.0;0;3;40.0;1;2;42.0;1;2;0.0;0;2;0.0;0;2;1;27.0
2054;37.2;46.0;33.88235294117647;34.0;32.0;30.0;35.0;38.0;7;37.0;43.0;33.0;33.0;35.0;0.0;33.0;43.0;0;34.09090909090909;0;11;11;0;5;5;0;2;0.0;0;1;33.0;1;3;32.0;1;2;0.0;0;3;36.0;1;2;0.0;0;2;30.0;1;2;40.0;1;2;2;36.71428571428572
2055;33.46153846153846;0.0;30.06666666666667;22.0;21.33333333333333;30.0;0.0;43.0;3;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0;30.9;1;10;7;3;5;4;1;2;38.0;1;1;21.0;2;3;34.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;32.0;1;2;38.0;1;2;1;24.66666666666667
2056;36.53333333333333;33.0;28.11764705882353;22.33333333333333;21.0;27.0;31.0;31.71428571428572;2;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0;25.44444444444444;1;9;4;5;4;2;2;1;0.0;0;1;18.0;1;3;18.5;2;2;0.0;0;3;0.0;0;2;0.0;0;2;39.0;1;2;30.0;1;2;0;0.0
2057;35.23076923076923;0.0;31.93333333333333;19.0;31.0;30.0;0.0;37.8125;6;38.0;36.0;33.0;44.0;32.0;39.0;33.0;41.0;0;36.53846153846154;0;13;13;0;6;6;0;2;47.0;1;1;34.0;1;3;35.0;1;2;34.0;1;3;32.0;1;2;0.0;0;2;45.0;1;2;0.0;0;2;2;38.0
2058;36.7;50.0;34.55882352941177;30.0;32.0;30.0;36.0;37.5;6;45.0;36.0;37.0;37.0;30.0;33.0;29.5;44.0;0;33.42857142857143;0;14;14;0;6;6;0;2;0.0;0;1;35.0;1;3;30.0;1;2;31.0;1;3;41.0;1;2;0.0;0;2;31.0;1;2;33.0;1;2;2;37.66666666666666
2064;39.93333333333333;38.0;33.94117647058823;30.0;30.0;29.0;44.0;36.1875;6;39.0;36.0;36.0;39.0;30.0;40.0;30.0;44.0;0;37.1764705882353;0;17;17;0;8;8;0;2;47.0;1;1;35.0;1;3;30.0;1;2;30.0;1;3;45.0;1;2;45.0;1;2;35.0;1;2;40.0;1;2;2;33.16666666666666
2065;39.86666666666667;44.0;38.26470588235294;38.0;28.5;36.0;48.0;42.33333333333334;7;39.0;46.0;44.0;39.0;30.0;34.0;32.0;45.0;0;37.53333333333333;1;15;15;0;7;7;0;2;47.0;1;1;32.0;2;3;37.0;1;2;36.0;1;3;40.0;1;2;0.0;0;2;45.0;1;2;34.0;1;2;2;39.75
2067;36.03846153846154;0.0;33.3;30.0;27.5;34.0;0.0;35.9375;6;32.0;47.0;34.0;32.0;31.0;31.0;29.5;44.0;0;34.54166666666666;1;12;9;3;6;5;1;2;46.0;1;1;29.5;2;3;34.0;1;2;0.0;0;3;32.0;1;2;0.0;0;2;34.0;1;2;40.0;1;2;2;32.4
2071;35.6;44.0;35.8;31.0;32.0;36.0;0.0;39.75;6;39.0;44.0;34.0;33.0;30.0;37.0;29.5;38.0;0;36.9;0;10;10;0;5;5;0;2;46.0;1;1;33.0;1;3;30.0;1;2;0.0;0;3;34.0;1;2;48.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2073;32.76923076923077;0.0;35.76666666666667;33.0;34.5;31.0;0.0;31.25;4;26.0;30.0;0.0;0.0;0.0;0.0;28.5;0.0;0;31.83333333333333;0;12;12;0;6;6;0;2;34.0;1;1;30.0;1;3;36.0;1;2;0.0;0;3;30.0;1;2;33.0;1;2;30.0;1;2;0.0;0;2;3;41.0
2075;32.43333333333333;48.0;37.4;30.0;36.0;34.0;0.0;36.8125;6;34.0;37.0;36.0;35.0;28.0;35.0;25.0;42.0;0;35.0;0;5;5;0;2;2;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;2;0.0;0;2;3;45.0
2076;34.13333333333333;37.0;35.16666666666666;33.5;32.0;31.0;0.0;34.625;6;34.0;40.0;0.0;31.0;0.0;0.0;31.0;48.0;0;36.72222222222222;1;9;9;0;4;4;0;2;0.0;0;1;31.5;2;3;30.0;1;2;0.0;0;3;40.0;1;2;48.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2079;35.5;42.0;35.47058823529412;31.0;30.33333333333333;34.0;46.0;32.83333333333334;6;27.0;30.0;0.0;0.0;0.0;0.0;24.0;0.0;0;33.55555555555556;0;9;9;0;4;4;0;2;0.0;0;1;30.0;1;3;30.0;1;2;0.0;0;3;32.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;2;38.0
2080;34.86666666666667;45.0;35.53333333333333;30.0;30.0;35.0;0.0;36.375;6;35.0;41.0;32.0;24.0;28.0;0.0;25.5;31.0;0;38.88888888888889;0;9;9;0;4;4;0;2;0.0;0;1;30.0;1;3;41.0;1;2;0.0;0;3;39.0;1;2;50.0;1;2;0.0;0;2;0.0;0;2;3;43.0
2081;35.03333333333333;43.0;32.83333333333334;23.5;30.0;33.0;0.0;31.3125;4;28.0;27.0;0.0;0.0;0.0;28.0;31.0;0.0;0;32.66666666666666;0;6;6;0;3;3;0;2;42.0;1;1;30.0;1;3;0.0;0;2;0.0;0;3;32.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2;35.0
2082;32.57692307692308;0.0;31.93333333333333;23.5;33.0;34.0;0.0;32.875;5;27.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34.0;1;1;1;0;1;1;0;2;34.0;2;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2083;30.43589743589743;0.0;31.53333333333333;30.5;33.0;33.0;0.0;31.46875;5;31.0;32.0;0.0;31.0;0.0;0.0;29.0;0.0;0;33.85714285714285;0;7;7;0;4;4;0;2;31.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;33.0;1;2;0.0;0;2;31.0;1;2;39.0;1;2;0;0.0
2086;32.66666666666666;46.0;35.33333333333334;27.0;30.0;30.0;0.0;37.0;6;30.0;38.0;0.0;36.0;0.0;0.0;0.0;40.0;0;31.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;31.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;48.0
2087;29.23076923076923;0.0;27.46666666666667;30.0;17.66666666666667;30.0;0.0;38.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;39.0;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;44.0;1;2;34.0;1;2;0.0;0;2;0;0.0
2088;32.4;40.0;33.06666666666667;32.0;31.0;33.0;0.0;34.0625;6;35.0;30.0;0.0;42.0;0.0;0.0;0.0;0.0;0;35.33333333333334;0;6;6;0;3;3;0;2;0.0;0;1;0.0;0;3;33.0;1;2;0.0;0;3;38.0;1;2;0.0;0;2;35.0;1;2;0.0;0;2;2;33.0
2090;37.5;45.0;39.73333333333333;38.0;40.0;41.0;0.0;40.75;6;32.0;46.0;37.0;36.0;32.0;38.0;31.0;44.0;0;37.63636363636363;0;11;11;0;5;5;0;2;0.0;0;1;34.0;1;3;38.0;1;2;0.0;0;3;0.0;0;2;35.0;1;2;43.0;1;2;40.0;1;2;0;0.0
2091;34.03333333333333;46.0;31.43333333333333;30.0;25.5;37.0;0.0;29.875;4;19.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0;29.7;1;10;5;5;5;3;2;1;31.0;1;1;20.0;1;3;27.0;2;2;0.0;0;3;0.0;0;2;39.0;1;2;37.0;1;2;0.0;0;2;1;29.66666666666667
2093;33.26666666666667;42.0;35.44117647058823;30.5;26.0;33.0;47.0;35.46666666666667;6;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0;31.83333333333333;1;6;6;0;3;3;0;2;31.0;1;1;30.0;2;3;35.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;2;37.0
2097;36.2;43.0;35.56666666666667;35.0;35.0;33.0;0.0;37.0625;6;36.0;42.0;36.0;32.0;30.0;0.0;30.0;45.0;0;36.0;0;9;9;0;4;4;0;2;0.0;0;1;34.0;1;3;31.0;1;2;0.0;0;3;41.0;1;2;0.0;0;2;39.0;1;2;0.0;0;2;0;0.0
2099;32.42307692307692;0.0;37.63333333333333;39.0;32.0;37.0;0.0;39.0;5;35.0;41.0;0.0;31.0;26.0;0.0;25.0;38.0;0;32.83333333333334;1;6;4;2;3;2;1;2;46.0;1;1;31.0;1;3;29.0;2;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;44.0
2101;32.53333333333333;39.0;33.64705882352941;25.33333333333333;31.0;32.0;40.0;37.3;4;34.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0;28.57142857142857;1;7;4;3;3;2;1;1;0.0;0;1;22.0;2;3;0.0;0;2;0.0;0;3;34.0;1;2;0.0;0;2;33.0;1;2;0.0;0;2;0;0.0
2102;32.83333333333334;42.0;33.7;30.5;24.0;36.0;0.0;32.53125;4;24.0;36.0;0.0;0.0;0.0;0.0;0.0;33.0;0;34.0;0;9;9;0;4;4;0;2;0.0;0;1;32.0;1;3;31.0;1;2;0.0;0;3;0.0;0;2;41.0;1;2;33.0;1;2;0.0;0;2;0;0.0
2104;33.84615384615385;0.0;35.66666666666666;31.0;30.0;37.0;0.0;37.125;6;33.0;41.0;39.0;32.5;29.5;0.0;30.0;31.0;0;35.45454545454545;0;11;11;0;5;5;0;2;46.0;1;1;30.0;1;3;30.0;1;2;36.0;1;3;0.0;0;2;43.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2105;37.92307692307692;0.0;34.16666666666666;32.5;29.0;31.0;0.0;34.1875;6;36.0;32.0;35.0;0.0;36.0;0.0;28.0;42.0;0;36.125;1;8;8;0;4;4;0;2;47.0;1;1;30.0;2;3;32.0;1;2;0.0;0;3;0.0;0;2;44.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2108;37.23076923076923;0.0;32.93333333333333;41.0;11.0;27.0;0.0;38.57142857142857;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;27.75;0;4;1;3;2;1;1;1;42.0;1;1;23.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;42.0
2109;32.46153846153846;0.0;36.4;42.0;29.0;37.0;0.0;37.21875;5;36.0;41.0;0.0;34.0;0.0;29.0;0.0;46.0;0;36.55555555555556;0;9;9;0;4;4;0;2;0.0;0;1;31.0;1;3;32.0;1;2;0.0;0;3;0.0;0;2;48.0;1;2;38.0;1;2;0.0;0;2;0;0.0
2110;37.8;47.0;39.94117647058823;45.0;37.0;34.0;49.0;36.3125;6;32.0;42.0;0.0;36.0;30.0;37.0;33.0;40.0;0;37.66666666666666;0;15;15;0;7;7;0;2;47.0;1;1;39.0;1;3;37.0;1;2;31.0;1;3;41.0;1;2;41.0;1;2;35.0;1;2;0.0;0;2;0;0.0
2116;33.26666666666667;47.0;34.8;34.0;28.0;34.0;0.0;37.90625;5;38.0;44.0;0.0;39.0;0.0;31.0;0.0;41.0;0;33.4;0;10;10;0;5;5;0;2;45.0;1;1;31.0;1;3;30.0;1;2;0.0;0;3;34.0;1;2;0.0;0;2;34.0;1;2;0.0;0;2;0;0.0
2117;39.73333333333333;50.0;35.38235294117647;34.0;21.5;32.0;42.0;38.86666666666667;6;36.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0;36.0;0;10;10;0;5;5;0;2;46.0;1;1;30.0;1;3;30.0;1;2;0.0;0;3;0.0;0;2;47.0;1;2;35.0;1;2;0.0;0;2;0;0.0
2118;32.61538461538461;0.0;31.73333333333333;35.5;24.5;33.0;0.0;35.1875;5;38.0;39.0;0.0;33.0;0.0;0.0;0.0;43.0;0;35.42857142857143;0;7;7;0;3;3;0;2;0.0;0;1;30.0;1;3;30.0;1;2;0.0;0;3;0.0;0;2;49.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2119;32.69230769230769;0.0;29.06666666666667;30.0;15.66666666666667;32.0;0.0;37.57142857142857;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;44.0;0;3;3;0;2;2;0;2;40.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;46.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2120;38.38461538461539;0.0;36.5;41.0;29.5;32.0;0.0;38.875;5;48.0;45.0;0.0;39.0;0.0;0.0;0.0;0.0;0;35.6;0;10;10;0;5;5;0;2;36.0;1;1;30.0;1;3;33.0;1;2;0.0;0;3;0.0;0;2;46.0;1;2;36.0;1;2;0.0;0;2;2;38.66666666666666
2121;39.30769230769231;0.0;36.93333333333333;37.0;32.0;32.0;0.0;37.6875;6;32.0;44.0;35.0;40.0;24.0;0.0;34.0;36.0;0;30.1;1;10;7;3;4;3;1;2;0.0;0;1;31.0;2;3;34.0;1;2;26.0;1;3;0.0;0;2;0.0;0;2;31.0;1;2;0.0;0;2;0;0.0
2125;35.66666666666666;35.0;30.0;25.5;24.0;32.0;0.0;34.23076923076923;5;0.0;33.0;0.0;0.0;0.0;36.0;0.0;0.0;0;29.83333333333333;1;9;7;2;4;3;1;1;0.0;0;1;33.0;1;3;33.0;1;2;0.0;0;3;0.0;0;2;14.75;2;2;37.0;1;2;0.0;0;2;0;0.0
2126;31.5;0.0;35.96666666666667;37.0;28.5;39.0;0.0;37.125;6;34.0;39.0;36.0;39.0;26.0;0.0;0.0;43.0;0;33.28571428571428;1;7;7;0;3;3;0;2;0.0;0;1;33.0;2;3;30.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;37.0;1;2;0.0;0;2;0;0.0
2127;37.36666666666667;41.0;37.5;32.5;31.0;35.0;50.0;37.625;6;35.0;34.0;43.0;29.5;0.0;0.0;31.0;44.0;0;36.85714285714285;0;7;7;0;3;3;0;2;0.0;0;1;34.0;1;3;31.0;1;2;0.0;0;3;0.0;0;2;47.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2128;35.06666666666667;38.0;27.06666666666667;18.33333333333333;25.5;33.0;0.0;35.5;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2129;37.83333333333334;43.0;33.9;29.5;27.5;37.0;0.0;34.875;6;35.0;33.0;36.0;30.0;0.0;0.0;0.0;42.0;0;36.22222222222222;0;9;9;0;5;5;0;2;32.0;1;1;0.0;0;3;32.0;1;2;0.0;0;3;42.0;1;2;40.0;1;2;33.0;1;2;0.0;0;2;0;0.0
2131;31.73333333333333;42.0;32.4;35.0;26.0;32.0;0.0;34.125;5;27.0;37.0;0.0;0.0;0.0;0.0;0.0;30.0;0;31.6;0;5;5;0;2;2;0;2;0.0;0;1;32.0;1;3;31.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2132;38.53333333333333;41.0;35.64705882352941;33.0;30.0;35.0;41.0;39.875;6;35.0;46.0;34.0;38.0;29.5;41.0;31.0;36.0;0;37.58333333333334;0;12;12;0;5;5;0;2;0.0;0;1;35.0;1;3;43.0;1;2;34.0;1;3;35.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2134;37.23076923076923;0.0;31.66666666666667;27.0;25.66666666666667;34.0;0.0;31.5625;5;13.0;33.0;0.0;0.0;0.0;0.0;13.5;0.0;0;28.85714285714286;1;7;4;3;3;2;1;1;0.0;0;1;16.0;2;3;0.0;0;2;0.0;0;3;0.0;0;2;37.0;1;2;40.0;1;2;0.0;0;2;0;0.0
2135;31.53333333333333;34.0;29.03333333333333;25.5;19.66666666666667;30.0;0.0;30.78571428571428;3;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0;37.0;0;5;5;0;3;3;0;2;47.0;1;1;0.0;0;3;31.0;1;2;0.0;0;3;38.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2137;28.76923076923077;0.0;30.53333333333333;32.0;30.0;30.0;0.0;31.64285714285714;4;30.0;37.0;0.0;36.0;0.0;0.0;0.0;0.0;0;29.0;1;3;0;3;1;0;1;1;0.0;0;1;29.0;2;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2138;33.76923076923077;0.0;32.03333333333333;27.0;23.5;29.0;0.0;36.59375;5;35.0;43.0;0.0;30.0;0.0;0.0;30.0;45.0;0;35.4;0;10;10;0;5;5;0;2;31.0;1;1;33.0;1;3;31.0;1;2;0.0;0;3;42.0;1;2;39.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2139;34.69230769230769;0.0;35.43333333333333;28.5;30.0;38.0;0.0;35.15625;4;27.0;40.0;35.0;0.0;0.0;0.0;0.0;39.0;0;32.71428571428572;0;7;4;3;3;2;1;2;0.0;0;1;27.0;1;3;31.0;1;2;0.0;0;3;0.0;0;2;0.0;0;2;43.0;1;2;0.0;0;2;0;0.0
2140;36.66666666666666;46.0;33.86666666666667;30.0;30.0;34.0;0.0;32.21875;6;33.0;30.0;0.0;31.0;0.0;0.0;23.0;30.0;0;35.5;1;10;10;0;5;5;0;2;30.0;1;1;31.0;2;3;31.0;1;2;0.0;0;3;41.0;1;2;44.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2141;36.86666666666667;48.0;36.73529411764706;31.0;23.5;35.0;49.0;37.40625;5;36.0;46.0;0.0;30.0;0.0;0.0;23.0;41.0;0;35.0;0;5;5;0;3;3;0;2;37.0;1;1;0.0;0;3;30.0;1;2;0.0;0;3;0.0;0;2;39.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2144;29.88461538461538;0.0;33.86666666666667;37.0;30.0;31.0;0.0;35.25;5;29.0;35.0;35.0;0.0;30.0;0.0;0.0;39.0;0;33.25;0;8;8;0;4;4;0;2;0.0;0;1;0.0;0;3;33.0;1;2;0.0;0;3;32.0;1;2;35.0;1;2;33.0;1;2;0.0;0;2;2;37.0
2145;32.0;0.0;33.76666666666667;31.0;30.0;30.0;0.0;34.875;5;35.0;38.0;0.0;33.0;0.0;0.0;24.5;39.0;0;31.1;1;5;2;3;2;1;1;2;0.0;0;1;28.5;2;3;0.0;0;2;0.0;0;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2146;28.84615384615385;0.0;29.86666666666667;37.0;19.0;27.0;0.0;30.42857142857143;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;28.61111111111111;1;9;6;3;5;3;2;1;27.5;2;1;0.0;0;3;19.0;1;2;0.0;0;3;36.0;1;2;30.0;1;2;30.0;1;2;0.0;0;2;0;0.0
2156;36.86666666666667;46.0;36.20588235294117;34.0;36.0;35.0;49.0;32.09375;6;32.0;30.0;0.0;23.5;25.0;0.0;30.0;41.0;0;30.21428571428572;1;7;4;3;3;2;1;2;0.0;0;1;28.5;2;3;30.0;1;2;0.0;0;3;0.0;0;2;33.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2160;32.06666666666667;39.0;33.85294117647059;46.0;30.0;23.0;35.0;34.6;4;39.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0;0;33.4;0;5;5;0;2;2;0;2;0.0;0;1;31.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;37.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2172;28.84615384615385;0.0;31.63333333333333;25.5;26.33333333333333;34.0;0.0;34.57142857142857;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;38.88888888888889;0;9;9;0;5;5;0;2;38.0;1;1;0.0;0;3;31.0;1;2;0.0;0;3;42.0;1;2;49.0;1;2;34.0;1;2;0.0;0;2;2;31.0
2173;32.93333333333333;45.0;33.36666666666667;24.5;35.0;30.0;0.0;37.875;3;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0;37.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;37.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2176;40.61538461538461;0.0;36.53333333333333;39.0;37.0;31.0;0.0;34.6875;6;36.0;39.0;30.0;32.0;33.0;0.0;28.0;30.0;0;38.1;1;10;7;3;5;4;1;2;47.0;1;1;28.0;2;3;33.0;1;2;0.0;0;3;42.0;1;2;50.0;1;2;0.0;0;2;0.0;0;2;2;37.0
2177;40.86666666666667;48.0;38.55882352941177;34.0;32.5;32.5;50.0;40.11111111111111;7;36.0;43.0;0.0;40.0;34.0;0.0;32.0;44.0;0;38.0;0;5;5;0;3;3;0;2;34.0;1;1;0.0;0;3;37.0;1;2;0.0;0;3;0.0;0;2;41.0;1;2;0.0;0;2;0.0;0;2;4;47.0
2178;40.93333333333333;47.0;37.58823529411764;30.0;29.0;30.0;50.0;40.77777777777778;7;34.0;47.0;0.0;44.0;32.0;0.0;32.0;45.0;0;38.0;0;5;5;0;3;3;0;2;34.0;1;1;0.0;0;3;37.0;1;2;0.0;0;3;0.0;0;2;41.0;1;2;0.0;0;2;0.0;0;2;4;50.0
2179;39.07692307692308;0.0;30.83333333333333;22.66666666666667;22.5;32.0;0.0;34.85714285714285;2;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0;17.0;0;3;0;3;1;0;1;1;0.0;0;1;17.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
2180;40.46153846153846;0.0;34.66666666666666;31.0;33.0;31.0;0.0;37.5625;6;31.0;47.0;34.0;24.5;24.0;38.0;24.5;36.0;0;39.41666666666666;0;12;12;0;6;6;0;2;46.0;1;1;37.0;1;3;38.0;1;2;0.0;0;3;41.0;1;2;47.0;1;2;32.0;1;2;0.0;0;2;2;40.0
2182;39.13333333333333;43.0;34.46666666666667;28.0;27.33333333333333;28.0;0.0;34.125;4;26.0;36.0;0.0;0.0;0.0;0.0;18.0;0.0;0;29.66666666666667;1;6;3;3;3;2;1;1;33.0;1;1;23.66666666666667;3;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;37.0;1;2;0.0;0;2;0;0.0
2183;38.4;33.0;31.5;30.0;28.5;34.0;0.0;30.3125;5;19.0;34.0;33.0;30.0;0.0;0.0;30.0;0.0;0;31.28571428571428;1;7;4;3;3;2;1;2;0.0;0;1;27.0;2;3;36.0;1;2;0.0;0;3;0.0;0;2;33.0;1;2;0.0;0;2;0.0;0;2;0;0.0
2184;44.2;50.0;35.5;27.66666666666667;32.5;32.0;38.0;41.875;6;43.0;45.0;40.0;30.0;26.0;0.0;26.0;46.0;0;40.0;0;3;3;0;2;2;0;2;36.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;42.0;1;2;0.0;0;2;0.0;0;2;3;45.0
2185;41.0;0.0;35.8;32.0;28.0;32.0;0.0;37.0;5;0.0;37.0;0.0;0.0;0.0;0.0;23.5;0.0;0;32.35714285714285;1;7;4;3;3;2;1;2;0.0;0;1;27.5;2;3;0.0;0;2;0.0;0;3;0.0;0;2;38.0;1;2;34.0;1;2;0.0;0;2;0;0.0
2186;40.46666666666667;49.0;39.73333333333333;35.0;38.0;31.0;0.0;43.1875;6;44.0;40.0;39.0;31.0;31.0;0.0;31.0;38.0;0;39.63636363636363;0;11;11;0;5;5;0;2;37.0;1;1;40.0;1;3;38.0;1;2;39.0;1;3;0.0;0;2;0.0;0;2;43.0;1;2;0.0;0;2;2;37.0
