NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_DOS;VECES_ECUA;NCP_TRES;NOTA_ECUA;VECES_MPI;PROMEDIO_TRES;VECES_CIR_TRES;VECES_ELD;NOTA_CIR_DOS;NAP_TRES;NAC_TRES;NAA_TRES;NOTA_TERMO;NOTA_EL_UNO;NOTA_MULTI;VECES_GEE;NCA_TRES;CAR_TRES;NCP_DOS;NCC_TRES;NCA_DOS;EPA_TRES;VECES_TERMO;NOTA_FIS_TRES;NOTA_FIS_DOS;CREDITOS_CIR_TRES;CREDITOS_EL_DOS;CREDITOS_ELD;CREDITOS_PYE;CREDITOS_MPI;CREDITOS_ME;CREDITOS_GEE;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
39;37;43;40;36;1;1;33;33;1;35.5;2;0.0;36;1;35.833333333333336;2;2;35;0;6;6;35;36;42;2;18.0;4;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;37.64705882352941
0;36;0;21;0;0;0;0;0;1;33.875;2;12.0;25;1;22.333333333333332;0;0;1;4;6;2;30;18;27;0;6.0;3;0.0;18.0;16.0;1;1;33;33;2;3;3;2;2;3;2;1.0;28.5
39;36;37;32;40;1;1;30;30;2;34.6875;1;0.0;30;2;34.833333333333336;2;1;35;0;6;6;45;35;34;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.529411764705884
42;36;0;25;21;0;2;0;0;2;34.25;3;9.0;29;1;30.833333333333332;0;2;20;3;6;3;33;44;22;0;9.0;3;0.0;18.0;16.0;1;1;37;37;2;3;3;2;2;3;2;2.0;31.1
0;36;20;0;0;1;0;0;0;0;34.8125;1;0.0;40;1;34.5;0;0;0;0;4;4;30;0;33;0;12.0;1;3.0;12.0;13.0;2;1;35;35;2;3;3;2;2;3;2;1.0;26.4
41;39;36;33;42;1;2;30;30;2;34.3125;1;0.0;30;1;31.166666666666668;2;1;32;0;6;6;32;33;30;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.529411764705884
0;0;0;20;0;0;0;0;0;3;34.1875;1;9.0;30;0;17.333333333333332;0;0;3;3;6;3;2;9;30;0;9.0;2;0.0;18.0;16.0;1;1;30;30;2;3;3;2;2;3;2;1.0;20.0
37;38;33;31;34;2;1;30;32;2;36.75;1;0.0;30;1;34.333333333333336;2;1;32;0;6;6;37;47;30;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;33.76470588235294
31;32;32;32;42;2;1;32;37;1;34.0;1;0.0;30;1;31.166666666666668;3;1;31;0;6;6;30;32;30;1;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.1764705882353
40;31;41;30;44;1;1;30;41;1;35.9375;1;0.0;32;1;33.833333333333336;1;1;30;0;6;6;43;32;30;1;18.0;2;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;2.0;37.588235294117645
41;41;36;38;43;1;2;34;50;1;38.4375;2;0.0;33;1;36.5;1;1;30;0;6;6;46;40;32;1;18.0;1;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;3.0;40.35294117647059
37;31;33;36;44;1;1;31;34;1;36.6875;3;0.0;37;1;33.5;2;1;30;0;6;6;43;30;30;1;18.0;4;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;35.64705882352941
40;42;39;40;36;1;2;32;37;1;36.3125;1;0.0;35;2;36.166666666666664;1;1;38;0;6;6;34;37;32;1;18.0;2;0.0;18.0;16.0;2;1;41;41;2;3;3;2;2;3;2;2.0;38.05882352941177
41;42;37;33;45;1;2;33;47;1;39.6875;1;0.0;36;1;39.166666666666664;1;1;36;0;6;6;44;44;30;1;18.0;0;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;39.94117647058823
35;41;30;34;37;1;1;36;34;1;35.125;2;0.0;33;1;35.666666666666664;1;1;31;0;6;6;39;46;30;1;18.0;3;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.05882352941177
30;47;35;32;37;1;1;39;30;2;37.5;1;0.0;30;2;31.166666666666668;1;2;30;0;6;6;32;32;33;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.411764705882355
35;35;30;32;41;1;1;30;30;2;35.0;1;0.0;36;1;35.5;1;1;30;0;6;6;44;34;36;1;18.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;33.64705882352941
36;32;36;35;30;1;1;32;30;2;35.5;1;0.0;30;1;34.333333333333336;2;3;34;0;6;6;33;48;31;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;33.1764705882353
41;33;38;35;33;1;2;37;30;1;37.5;1;0.0;30;2;33.833333333333336;2;1;34;0;6;6;35;34;31;2;18.0;2;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;35.64705882352941
0;38;0;0;0;0;0;0;0;0;36.5625;2;0.0;30;1;35.0;0;0;0;0;5;5;35;33;34;0;15.0;3;0.0;15.0;16.0;2;2;43;43;2;3;3;2;2;3;2;2.0;38.0
47;35;39;43;37;1;2;35;33;1;36.8125;1;0.0;30;1;33.333333333333336;3;1;32;0;6;6;35;35;31;1;18.0;2;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;38.88235294117647
39;32;31;34;36;1;1;35;31;2;34.5625;1;0.0;38;1;34.666666666666664;1;2;30;0;6;6;33;33;36;1;18.0;2;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;2.0;34.23529411764706
0;35;0;0;0;0;0;0;0;0;20.615384615384617;0;0.0;0;1;37.0;0;0;0;0;1;1;0;0;0;0;3.0;0;8.0;3.0;5.0;2;0;37;37;2;3;3;2;2;3;2;2.0;35.0
0;17;0;0;0;0;0;0;0;0;26.923076923076923;0;3.0;0;1;18.0;0;0;0;1;2;1;3;0;0;0;3.0;0;3.0;6.0;10.0;1;1;33;33;2;3;3;2;2;3;2;1.0;17.0
42;39;40;33;39;1;2;30;31;1;34.875;2;0.0;35;1;36.0;2;1;36;0;6;6;35;31;43;1;18.0;4;0.0;18.0;16.0;2;2;36;36;2;3;3;2;2;3;2;2.0;37.0
40;34;37;43;39;1;1;38;48;1;37.5;1;0.0;37;1;41.166666666666664;1;1;44;0;6;6;43;43;41;1;18.0;1;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;39.64705882352941
40;35;39;30;42;1;1;32;30;1;39.4375;1;0.0;34;1;35.0;2;1;37;0;6;6;30;35;34;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;36.294117647058826
40;35;39;33;36;1;1;48;32;2;36.9375;2;0.0;33;1;36.333333333333336;2;1;36;0;6;6;47;33;39;1;18.0;4;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.705882352941174
0;35;0;0;0;0;0;0;0;0;32.0625;0;3.0;0;1;23.5;0;0;0;1;2;1;11;0;0;0;3.0;1;7.0;6.0;9.0;1;2;36;36;2;3;3;2;2;3;2;2.0;35.0
30;33;30;35;30;1;1;0;0;1;34.25;2;3.0;36;1;33.666666666666664;0;1;27;1;6;5;42;34;33;0;15.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;31.23076923076923
39;32;37;39;41;1;1;38;37;1;38.125;2;0.0;44;1;36.666666666666664;1;1;30;0;6;6;33;33;39;2;18.0;1;0.0;18.0;16.0;2;1;41;41;2;3;3;2;2;3;2;2.0;37.8235294117647
47;39;36;30;44;2;2;30;30;3;36.25;1;0.0;30;1;31.333333333333332;1;1;32;0;6;6;30;30;34;1;18.0;1;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;37.588235294117645
33;35;42;42;41;1;1;33;30;1;39.875;2;0.0;38;1;38.666666666666664;1;1;38;0;6;6;37;44;40;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;36.94117647058823
35;31;32;38;42;1;1;30;30;1;38.125;1;0.0;39;1;36.0;1;1;32;0;6;6;37;37;40;2;18.0;0;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;34.411764705882355
37;0;30;42;48;1;1;36;30;2;34.4375;1;0.0;35;0;37.333333333333336;2;1;30;0;6;6;40;47;37;1;18.0;3;0.0;18.0;16.0;2;2;35;35;2;3;3;2;2;3;2;2.0;37.4
36;33;35;37;41;1;1;30;30;1;36.0625;1;0.0;30;2;33.833333333333336;2;1;30;0;6;6;37;45;30;1;18.0;1;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;35.05882352941177
39;12;38;30;33;1;1;0;0;3;36.1875;1;3.0;31;1;30.5;0;1;23;1;6;5;30;36;30;0;15.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;31.846153846153847
42;40;37;32;48;1;1;40;47;1;40.125;1;0.0;37;1;40.666666666666664;1;1;41;0;6;6;46;49;37;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;3.0;41.11764705882353
38;43;46;42;45;1;1;41;36;1;37.875;1;0.0;43;1;41.333333333333336;1;1;30;0;6;6;47;50;44;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;3.0;41.8235294117647
37;35;37;38;45;1;1;36;42;2;35.875;1;0.0;36;1;36.5;1;1;34;0;6;6;41;40;34;1;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;38.76470588235294
34;41;41;37;30;2;1;37;44;2;37.0;2;0.0;31;1;33.666666666666664;2;1;30;0;6;6;39;38;34;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.23529411764706
35;37;31;38;28;1;1;39;7;2;36.6875;1;0.0;31;1;32.5;1;3;30;0;6;6;37;30;33;1;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;30.823529411764707
35;39;37;30;32;1;2;33;31;3;35.8125;1;0.0;35;1;34.166666666666664;1;1;30;0;6;6;39;37;34;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.0
33;31;32;31;40;2;1;38;30;2;36.9375;1;0.0;34;2;32.833333333333336;1;2;33;0;6;6;40;30;30;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;33.8235294117647
40;0;0;26;9;0;1;0;0;2;36.6875;1;0.0;31;0;35.6;0;1;30;0;5;5;0;45;34;0;15.0;3;0.0;15.0;16.0;2;0;38;38;2;3;3;2;2;3;2;1.0;24.875
0;0;0;3;0;0;0;0;0;1;30.692307692307693;1;6.0;20;0;27.25;0;0;0;2;4;2;29;0;30;0;6.0;2;3.0;12.0;10.0;1;2;30;30;2;3;3;2;2;3;2;1.0;3.0
38;37;36;30;31;1;1;42;30;1;35.25;1;0.0;43;1;35.5;1;1;30;0;6;6;39;31;40;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.88235294117647
37;33;37;31;46;1;1;34;33;1;37.25;1;0.0;33;2;33.333333333333336;2;1;31;0;6;6;38;34;33;1;18.0;2;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;36.588235294117645
47;37;33;39;48;2;1;33;31;2;37.125;1;0.0;31;1;34.5;1;1;31;0;6;6;37;38;40;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;39.05882352941177
31;30;38;32;47;2;1;42;34;2;36.5625;1;0.0;41;1;36.166666666666664;2;1;33;0;6;6;39;34;40;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.705882352941174
0;0;0;25;0;0;0;0;0;3;37.3125;2;12.0;31;0;21.0;0;0;12;4;6;2;21;10;22;0;6.0;4;0.0;18.0;16.0;1;2;30;30;2;3;3;2;2;3;2;1.0;25.0
30;32;34;33;38;1;1;42;30;1;35.25;2;0.0;32;1;32.666666666666664;1;3;40;0;6;6;31;33;30;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.11764705882353
39;33;35;39;37;1;1;40;34;1;33.25;1;0.0;39;1;34.5;2;1;37;0;6;6;34;30;31;1;18.0;1;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;2.0;36.76470588235294
40;34;41;35;30;1;1;42;30;1;34.6875;1;0.0;32;1;33.0;1;1;30;0;6;6;41;30;35;1;18.0;0;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.1764705882353
43;38;33;33;41;1;1;31;38;1;36.5625;1;0.0;30;1;35.333333333333336;1;1;33;0;6;6;45;36;33;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.11764705882353
41;35;36;40;41;1;2;36;41;1;37.3125;1;0.0;40;1;39.0;1;1;38;0;6;6;42;38;36;1;18.0;1;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;38.705882352941174
39;45;32;43;48;1;1;35;36;1;38.875;1;0.0;37;1;36.833333333333336;1;1;33;0;6;6;41;46;30;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;39.705882352941174
30;2;5;15;43;2;1;0;0;3;35.3125;2;3.0;35;2;32.666666666666664;0;1;24;1;6;5;39;32;35;0;15.0;3;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;1.0;20.615384615384617
36;32;42;33;39;1;1;39;35;1;37.8125;2;0.0;40;1;39.833333333333336;1;1;35;0;6;6;33;45;47;1;18.0;3;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;37.0
35;0;30;38;23;1;2;31;31;3;35.25;1;0.0;31;0;32.166666666666664;2;1;33;0;6;6;30;30;39;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;30.933333333333334
39;39;44;42;45;1;1;30;36;1;37.5;1;0.0;36;1;36.5;1;1;37;0;6;6;43;36;33;1;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;39.88235294117647
30;32;32;37;41;1;1;31;43;2;33.9375;1;0.0;30;2;33.0;3;2;35;0;6;6;42;30;30;1;18.0;4;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;35.0
39;42;38;30;45;1;2;30;45;1;36.75;1;0.0;32;1;34.5;1;1;34;0;6;6;37;39;30;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;38.8235294117647
39;30;38;32;40;1;1;31;30;2;36.0;2;0.0;42;1;37.666666666666664;2;1;33;0;6;6;34;43;35;2;18.0;1;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;35.11764705882353
42;40;32;32;30;1;1;30;34;1;34.5;2;0.0;34;2;33.833333333333336;1;2;38;0;6;6;34;36;30;1;18.0;5;0.0;18.0;16.0;2;2;31;31;2;3;3;2;2;3;2;2.0;34.35294117647059
0;0;0;40;0;0;0;0;0;1;33.1875;2;6.0;27;0;26.333333333333332;0;0;0;2;3;1;0;0;30;0;3.0;3;6.0;9.0;10.0;1;0;22;22;2;3;3;2;2;3;2;2.0;40.0
39;30;32;41;39;2;1;30;38;1;37.3125;1;0.0;30;1;33.833333333333336;1;1;30;0;6;6;41;35;35;1;18.0;2;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;35.76470588235294
36;31;33;38;39;2;1;42;36;1;37.375;1;0.0;35;1;33.166666666666664;1;1;40;0;6;6;34;30;30;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.35294117647059
36;30;36;36;40;1;1;39;31;1;35.625;2;0.0;37;1;35.666666666666664;3;1;38;0;6;6;34;44;31;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.76470588235294
40;40;30;37;44;1;1;35;30;1;36.0625;1;0.0;34;1;34.0;1;1;34;0;6;6;36;36;34;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.8235294117647
35;0;0;30;36;0;1;42;0;1;35.0;1;3.0;37;0;30.666666666666668;0;1;31;1;6;5;30;30;25;1;15.0;3;0.0;18.0;16.0;2;2;31;31;2;3;3;2;2;3;2;2.0;35.7
43;40;39;39;46;1;1;46;32;1;37.8125;2;0.0;45;1;40.666666666666664;1;1;47;0;6;6;38;45;36;1;18.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;3.0;41.05882352941177
0;15;0;35;0;0;0;0;0;3;36.75;2;3.0;30;1;29.5;0;0;24;1;6;5;30;32;31;0;15.0;4;0.0;18.0;16.0;1;2;30;30;2;3;3;2;2;3;2;1.0;25.0
0;39;0;25;0;0;0;0;0;1;34.5;2;3.0;32;1;31.75;0;0;0;1;4;3;42;0;21;0;9.0;2;3.0;12.0;13.0;2;1;32;32;2;3;3;2;2;3;2;2.0;32.0
37;36;35;34;33;1;1;32;30;1;36.8125;3;0.0;31;1;34.833333333333336;1;1;30;0;6;6;36;48;30;1;18.0;2;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.05882352941177
38;41;39;36;39;1;1;46;32;1;38.25;1;0.0;37;1;37.5;2;1;40;0;6;6;37;44;32;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;38.705882352941174
36;36;34;36;35;1;1;43;32;2;39.4375;1;0.0;37;2;35.5;2;1;40;0;6;6;38;31;31;1;18.0;1;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;2.0;35.8235294117647
39;30;35;38;38;2;1;33;30;1;38.9375;2;0.0;31;1;38.166666666666664;1;1;41;0;6;6;33;45;47;1;18.0;2;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;35.1764705882353
39;40;36;32;43;1;1;30;30;1;35.0625;1;0.0;37;1;33.5;2;1;35;0;6;6;33;31;33;1;18.0;0;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;36.35294117647059
40;30;34;37;30;1;1;30;33;2;34.0625;1;0.0;31;3;35.833333333333336;3;1;37;0;6;6;31;48;36;1;18.0;3;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;33.64705882352941
39;33;33;30;44;1;1;31;30;1;36.25;1;0.0;34;1;37.333333333333336;1;1;38;0;6;6;34;44;39;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.05882352941177
39;36;30;36;30;1;1;39;30;1;37.4375;1;0.0;34;2;34.833333333333336;1;2;37;0;6;6;34;35;36;1;18.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;34.05882352941177
41;36;39;38;46;1;1;47;31;1;38.375;1;0.0;35;1;36.666666666666664;1;1;31;0;6;6;38;34;43;1;18.0;0;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;3.0;40.11764705882353
36;35;34;35;40;1;1;32;42;1;36.6875;1;0.0;37;1;36.833333333333336;2;1;34;0;6;6;44;32;41;1;18.0;1;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;36.35294117647059
34;0;0;0;29;0;1;0;0;0;36.5;1;6.0;43;0;32.333333333333336;0;2;25;2;6;4;28;33;35;0;12.0;2;0.0;18.0;16.0;2;3;30;30;2;3;3;2;2;3;2;2.0;31.5
37;42;37;31;44;1;1;34;30;1;36.0;1;0.0;46;1;38.833333333333336;1;1;33;0;6;6;46;34;43;1;18.0;1;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;36.94117647058823
37;40;42;33;37;1;1;35;34;1;41.0;1;0.0;38;1;37.333333333333336;1;1;36;0;6;6;37;33;39;1;18.0;1;0.0;18.0;16.0;2;1;41;41;2;3;3;2;2;3;2;2.0;37.1764705882353
48;39;37;42;48;1;1;36;35;2;41.25;1;0.0;35;1;37.166666666666664;1;1;32;0;6;6;48;32;36;1;18.0;0;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;3.0;41.35294117647059
41;30;30;32;41;1;1;31;31;1;35.1875;2;0.0;43;2;36.166666666666664;1;2;34;0;6;6;34;42;33;1;18.0;3;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;34.35294117647059
37;37;37;35;31;1;2;37;31;3;36.5;3;0.0;31;1;34.666666666666664;2;1;35;0;6;6;30;35;37;1;18.0;4;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;35.0
33;30;44;35;38;1;1;35;30;1;36.75;1;0.0;40;1;37.0;1;1;32;0;6;6;38;46;36;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.588235294117645
39;30;38;35;36;1;1;34;30;1;33.3125;1;0.0;36;1;34.333333333333336;2;1;36;0;6;6;37;30;32;1;18.0;3;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.11764705882353
34;35;42;32;32;1;1;42;30;2;34.6875;1;0.0;31;1;33.833333333333336;1;1;30;0;6;6;34;33;44;1;18.0;4;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;35.411764705882355
0;0;0;0;31;0;0;0;0;0;37.6875;1;6.0;30;0;31.4;0;1;21;2;5;3;0;46;27;0;9.0;2;0.0;15.0;16.0;2;0;33;33;2;3;3;2;2;3;2;2.0;31.0
36;37;33;36;30;1;1;45;30;1;37.8125;1;0.0;32;1;34.5;1;2;38;0;6;6;35;35;32;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.88235294117647
39;38;35;36;44;2;1;32;32;1;38.6875;1;0.0;34;1;37.166666666666664;1;1;38;0;6;6;37;37;39;1;18.0;1;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;2.0;37.05882352941177
39;32;35;31;30;2;1;30;31;1;38.75;1;0.0;31;1;31.666666666666668;2;2;32;0;6;6;30;30;32;2;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;32.94117647058823
34;37;40;33;34;1;1;32;30;2;35.0;1;0.0;32;1;33.0;2;1;31;0;6;6;32;33;36;3;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.588235294117645
31;35;30;32;40;1;1;45;42;1;36.0625;1;0.0;37;1;38.5;1;1;40;0;6;6;47;38;39;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.94117647058823
47;33;31;42;48;1;1;36;35;1;37.0625;1;0.0;44;1;39.0;1;1;36;0;6;6;44;39;40;1;18.0;0;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;39.411764705882355
36;38;35;33;40;2;1;32;30;1;37.5;1;0.0;32;1;36.166666666666664;2;1;35;0;6;6;39;45;33;2;18.0;2;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;35.23529411764706
37;31;38;37;32;2;1;31;36;1;34.5;1;0.0;35;1;35.5;2;1;33;0;6;6;35;46;30;2;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.76470588235294
34;32;37;42;30;1;1;34;31;1;35.25;1;0.0;30;1;37.166666666666664;1;1;41;0;6;6;39;38;41;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.1764705882353
0;22;32;40;0;1;0;0;0;2;35.875;1;6.0;30;1;29.166666666666668;0;0;23;2;6;4;32;27;30;0;12.0;4;0.0;18.0;16.0;1;1;33;33;2;3;3;2;2;3;2;2.0;31.428571428571427
0;0;0;22;0;0;0;0;0;1;28.692307692307693;1;3.0;31;0;30.5;0;0;0;1;4;3;34;0;26;0;9.0;1;3.0;12.0;10.0;2;1;31;31;2;3;3;2;2;3;2;1.0;22.0
38;31;40;34;41;1;1;38;30;1;35.0625;1;0.0;38;1;33.666666666666664;1;1;31;0;6;6;42;30;31;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.64705882352941
0;0;2;24;0;2;0;8;0;3;35.0625;1;3.0;38;0;31.333333333333332;0;0;30;1;6;5;38;21;31;1;15.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;1.0;10.0
38;0;0;0;26;0;1;0;0;0;35.3125;0;3.0;0;0;32.8;0;2;27;1;5;4;30;31;43;0;12.0;4;0.0;15.0;16.0;2;2;33;33;2;3;3;2;2;3;2;2.0;32.0
47;44;40;31;47;1;1;32;40;1;35.75;1;0.0;43;1;39.833333333333336;1;1;36;0;6;6;45;36;45;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;3.0;40.94117647058823
42;41;42;44;44;1;1;31;48;1;40.3125;1;0.0;39;1;39.333333333333336;1;1;33;0;6;6;43;43;44;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;3.0;41.88235294117647
0;0;0;30;0;0;0;0;0;1;36.15384615384615;3;6.0;24;0;29.0;0;0;20;2;5;3;37;0;34;0;9.0;5;0.0;15.0;13.0;1;2;30;30;2;3;3;2;2;3;2;1.0;30.0
43;30;36;39;32;1;1;30;32;1;36.75;1;0.0;36;1;36.166666666666664;2;2;32;0;6;6;31;38;45;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.0
40;45;43;36;38;1;1;33;41;1;34.5625;1;0.0;35;1;35.5;2;1;30;0;6;6;36;43;39;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;39.588235294117645
37;35;36;33;30;1;1;33;30;2;34.875;3;0.0;41;2;38.833333333333336;1;2;31;0;6;6;43;32;48;1;18.0;1;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;2.0;33.588235294117645
36;36;34;40;42;2;1;32;37;3;39.125;1;0.0;40;1;36.833333333333336;2;1;30;0;6;6;48;33;38;1;18.0;0;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;36.8235294117647
38;46;39;37;33;1;1;40;41;1;39.375;1;0.0;33;1;36.333333333333336;1;1;31;0;6;6;41;32;45;1;18.0;0;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;2.0;38.705882352941174
30;37;37;39;40;1;1;38;30;2;35.75;2;0.0;35;1;33.5;2;2;30;0;6;6;30;36;40;1;18.0;6;0.0;18.0;16.0;2;2;30;30;2;3;3;2;2;3;2;2.0;35.8235294117647
38;38;44;36;48;1;1;35;37;1;36.4375;1;0.0;35;1;33.166666666666664;1;1;33;0;6;6;39;30;31;1;18.0;0;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;3.0;40.11764705882353
36;40;36;33;38;1;1;33;30;1;34.375;1;0.0;37;1;34.5;1;1;36;0;6;6;38;31;30;1;18.0;3;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.411764705882355
38;34;37;36;44;1;1;50;30;1;38.8125;1;0.0;35;1;33.5;1;1;40;0;6;6;33;31;30;1;18.0;1;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;38.64705882352941
