LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
13;482.66;63.9;46.55;57.44;59.25;8;35.57777777777778;1;15;11;4;7;6;1;2;4;5;26.66666666666667;3;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;33.1875
16;456.61;74.44;56.8;47.7;35.47;16;32.51111111111111;1;15;11;4;7;6;1;2;4;5;26.66666666666667;3;40.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;33.0;1;2;2;35.5
15;461.59;65.16;49.32;55.99;62.69;15;31.64444444444445;1;15;11;4;7;6;1;2;4;5;21.66666666666667;3;30.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;39.0;1;2;2;30.03125
18;466.38;79.16;56.8;59.44;60.23;4;33.63636363636363;1;11;11;0;5;5;0;2;4;1;30.0;2;0.0;0;2;35.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;1;25.0
11;422.69;42.69;49.04;50.05;0.0;11;20.57692307692308;4;13;1;12;6;1;5;1;4;1;15.0;4;0.0;0;2;22.5;2;3;35.0;2;1;15.0;1;2;25.0;2;1;25.0;1;2;1;19.28571428571428
5;448.84;67.05;56.8;47.7;55.3;5;33.5;2;15;11;4;7;6;1;2;4;5;25.0;3;35.0;1;2;32.5;2;3;35.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;32.6875
1;439.21;60.82;56.78;54.46;52.09;1;33.66666666666666;2;15;11;4;7;6;1;2;4;5;25.0;2;30.0;1;2;30.0;2;3;40.0;1;1;40.0;1;2;45.0;1;1;45.0;1;2;2;36.375
8;455.76;60.82;49.33;62.33;47.79;8;31.26666666666667;1;15;11;4;7;6;1;2;4;5;22.5;2;40.0;1;2;30.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;37.0;1;2;2;32.28125
17;459.02;58.01;54.33;60.27;44.34;11;31.0;1;15;11;4;7;6;1;2;4;5;22.5;2;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;31.0625
6;422.24;70.42;56.78;60.27;35.47;8;19.44444444444444;2;9;2;7;4;2;2;1;4;10;15.0;2;0.0;0;2;15.0;2;3;30.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;15.0
0;458.92;67.05;56.8;55.49;50.37;20;38.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;45.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;32.71875
11;463.82;65.16;56.51;60.25;40.88;8;27.30769230769231;1;13;7;6;6;4;2;1;4;10;22.5;2;0.0;0;2;30.0;1;3;35.0;1;1;20.0;1;2;40.0;1;1;30.0;1;2;2;35.0
14;451.6;70.42;54.33;50.63;50.37;16;31.81818181818182;0;11;5;6;5;3;2;2;4;1;25.0;1;0.0;0;2;40.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;25.0;1;2;2;35.0
4;499.64;69.18;61.99;60.0;88.67;4;33.38461538461539;1;13;11;2;6;5;1;2;4;1;32.0;3;0.0;0;2;35.0;1;3;40.0;1;1;25.0;1;2;35.0;1;1;38.0;1;2;1;24.59333333333333
0;478.82;63.73;52.53;53.85;65.86;8;15.0;0;11;0;11;5;0;5;1;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;15.0
20;436.2;74.44;56.8;57.44;43.48;20;32.33333333333334;2;15;12;3;7;6;1;2;4;1;30.0;2;40.0;1;2;25.0;2;3;40.0;1;1;30.0;1;2;40.0;1;1;35.0;1;2;2;31.25
20;479.92;63.9;59.29;63.75;45.2;20;38.0;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;45.0;1;1;45.0;1;2;2;36.875
7;380.41;47.41;52.53;50.09;49.65;8;33.83333333333334;2;15;8;7;7;5;2;2;4;5;25.0;2;40.0;1;2;27.5;2;3;40.0;1;1;35.0;1;2;45.0;1;1;45.0;1;2;2;31.375
18;495.04;60.48;65.89;65.51;69.4;10;33.66666666666666;1;15;11;4;7;6;1;2;4;5;25.0;2;35.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;35.0;1;2;2;31.375
14;454.07;79.12;59.23;52.56;56.28;18;39.33333333333334;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;39.25
8;476.22;70.42;51.86;56.37;55.3;8;44.0;0;15;15;0;7;7;0;2;4;5;45.0;1;45.0;1;2;45.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;40.0;1;2;2;38.4375
10;462.44;72.34;57.26;55.8;65.86;10;32.33333333333334;1;15;11;4;7;6;1;2;4;5;22.5;2;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;50.0;1;2;1;29.5
14;460.43;70.5;54.31;51.64;46.92;7;32.8;1;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;30.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;41.0;1;2;1;29.171875
6;472.15;66.94;56.78;52.56;44.34;5;37.66666666666666;1;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;45.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;40.0;1;2;2;35.9375
0;407.42;61.4;68.07;40.23;49.65;13;35.33333333333334;0;15;15;0;7;7;0;2;4;1;35.0;1;40.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;32.5
20;468.97;69.34;73.76;55.79;53.32;20;30.66666666666667;1;15;11;4;7;6;1;2;4;1;21.25;4;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;1;27.39285714285714
20;488.84;66.5;58.23;60.01;76.45;20;38.33333333333334;0;15;15;0;7;7;0;2;4;5;35.0;1;30.0;1;2;40.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;40.0;1;2;2;38.65625
12;449.86;67.05;59.29;49.7;59.25;15;33.77777777777778;1;15;11;4;7;6;1;2;4;5;21.66666666666667;3;40.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;45.0;1;2;2;34.0625
10;481.57;58.15;63.43;70.86;49.6;7;34.86666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;34.0;1;2;2;32.59375
2;478.11;58.01;54.33;62.33;60.23;8;34.66666666666666;0;15;15;0;7;7;0;2;4;1;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;35.0;1;2;2;32.14285714285715
2;444.1;70.5;54.31;53.57;46.06;8;29.03846153846154;2;13;6;7;6;4;2;1;4;1;20.0;2;0.0;0;2;22.5;2;3;40.0;1;1;40.0;1;2;40.0;1;1;35.0;1;2;1;22.5
20;507.92;63.87;63.02;57.84;69.48;20;37.86666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;35.0;1;3;30.0;1;1;45.0;1;2;45.0;1;1;49.0;1;2;2;34.46875
11;485.34;67.05;51.8;63.75;54.31;12;24.23076923076923;0;13;4;9;6;3;3;1;4;10;15.0;1;0.0;0;2;25.0;1;3;35.0;1;1;15.0;1;2;35.0;1;1;40.0;1;2;1;30.0
20;460.43;74.44;54.31;47.7;57.27;11;38.33333333333334;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;36.3125
14;467.93;63.9;59.29;49.7;44.34;6;38.33333333333334;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;38.8125
8;437.7;63.78;56.78;46.57;44.34;7;15.45454545454546;0;11;0;11;5;0;5;1;4;1;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;20.0;1;1;15.0;1;2;1;15.0
20;440.03;69.34;53.45;50.07;54.57;20;33.4;1;15;11;4;7;6;1;2;4;5;25.0;2;40.0;1;2;30.0;1;3;40.0;1;1;30.0;1;2;35.0;1;1;48.0;1;2;2;32.6875
20;424.11;36.42;55.85;57.84;53.32;20;45.0;0;2;2;0;1;1;0;2;4;1;0.0;0;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;1;45.0;1;2;3;45.0
10;458.64;70.23;47.62;57.49;61.22;10;35.92307692307692;0;13;13;0;6;6;0;2;4;1;30.0;1;45.0;1;2;30.0;1;3;45.0;1;1;41.0;1;2;40.0;1;1;0.0;0;2;1;29.16666666666667
7;463.62;74.12;52.72;65.04;50.37;7;42.0;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;45.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;45.0;1;2;3;43.23529411764706
20;430.81;67.05;56.8;61.53;46.06;10;35.86666666666667;1;15;11;4;7;6;1;2;4;1;27.5;2;50.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;44.0;1;2;1;27.52941176470588
20;436.48;64.09;58.4;56.75;47.79;20;35.8;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;30.0;1;3;45.0;1;1;35.0;1;2;40.0;1;1;41.0;1;2;2;37.35294117647059
20;456.57;66.83;52.72;57.49;46.92;10;37.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;40.0;1;2;2;34.94117647058823
8;455.96;61.22;60.81;59.08;59.9;8;35.73333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;30.0;1;3;35.0;1;1;40.0;1;2;35.0;1;1;43.0;1;2;2;31.88235294117647
20;446.11;74.12;57.57;53.11;50.37;20;29.09090909090909;1;11;7;4;5;4;1;1;4;1;17.5;2;40.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;24.16666666666667
20;466.21;64.09;60.81;56.75;57.27;20;36.92307692307692;0;13;13;0;6;6;0;2;4;1;35.0;1;45.0;1;2;35.0;1;3;45.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;28.53333333333333
20;489.35;70.23;60.0;57.49;59.9;11;40.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;40.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;50.0;1;2;2;36.73529411764706
1;451.46;67.19;53.57;56.75;52.09;4;33.01282051282051;2;13;6;7;6;4;2;2;4;1;26.66666666666667;3;45.0;1;2;27.5;2;3;40.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;1;27.79666666666667
13;431.95;70.24;56.61;55.22;42.99;8;31.81818181818182;0;11;11;0;5;5;0;2;4;1;30.0;1;35.0;1;2;30.0;1;3;30.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;22.98333333333333
13;498.15;62.84;58.68;57.36;55.64;11;39.0;0;15;15;0;7;7;0;2;4;5;30.0;1;50.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;45.0;1;2;2;33.23529411764706
16;436.79;79.3;42.78;54.55;41.6;16;39.66666666666666;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;45.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;50.0;1;2;2;38.47058823529412
1;439.2;70.42;51.86;56.37;48.65;1;39.0;0;15;15;0;7;7;0;2;4;1;30.0;1;45.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;50.0;1;2;2;36.91176470588236
20;446.59;58.5;56.0;52.41;50.37;7;37.07692307692308;0;13;13;0;6;6;0;2;4;1;30.0;1;45.0;1;2;35.0;1;3;40.0;1;1;41.0;1;2;45.0;1;1;0.0;0;2;2;32.33333333333334
20;435.26;63.78;56.78;42.0;52.09;20;36.6;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;42.0;1;2;2;31.67647058823529
17;486.18;85.29;53.57;54.55;54.64;10;35.0;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;31.97058823529412
4;466.44;70.23;57.57;62.31;48.65;4;34.33333333333334;2;15;11;4;7;6;1;2;4;5;25.0;2;35.0;1;2;30.0;2;3;45.0;1;1;40.0;1;2;30.0;1;1;50.0;1;2;2;37.1764705882353
8;498.25;85.29;68.44;56.75;71.12;20;41.13333333333333;0;15;15;0;7;7;0;2;4;5;45.0;1;40.0;1;2;35.0;1;3;45.0;1;1;45.0;1;2;35.0;1;1;41.0;1;2;3;40.1764705882353
4;472.99;70.23;65.0;48.87;51.23;8;34.73333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;43.0;1;2;2;39.76470588235294
20;423.59;66.96;48.49;54.55;40.5;20;25.0;0;11;3;8;5;2;3;1;4;1;20.0;1;35.0;1;2;20.0;1;3;40.0;1;1;0.0;0;2;25.0;1;1;0.0;0;2;0;0.0
9;484.38;74.12;57.57;62.31;59.9;9;30.03333333333333;2;15;8;7;7;5;2;2;4;1;27.5;2;30.0;1;2;27.5;2;3;35.0;1;1;30.0;1;2;35.0;1;1;34.0;1;2;2;31.29411764705882
20;435.45;70.62;48.49;52.41;44.34;9;29.59444444444444;2;15;6;9;7;4;3;1;4;5;26.66666666666667;3;35.0;1;2;23.75;4;3;40.0;1;1;46.0;1;2;30.0;1;1;17.0;1;2;2;30.41176470588235
9;471.3;78.81;52.72;53.11;48.65;9;31.59090909090909;1;11;8;3;5;4;1;2;4;1;30.0;1;35.0;1;2;27.5;2;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;28.46153846153846
10;476.11;67.19;56.0;52.41;50.37;10;34.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;30.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;50.0;1;2;2;32.41176470588236
6;478.59;67.19;65.79;54.55;53.32;18;31.36363636363636;0;11;11;0;5;5;0;2;4;10;30.0;1;30.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;26.83333333333333
20;434.18;58.18;56.8;53.57;37.38;20;20.0;3;11;3;8;5;2;3;1;4;1;15.0;2;30.0;1;2;15.0;2;3;35.0;1;1;0.0;0;2;20.0;2;1;0.0;0;2;0;0.0
20;439.02;67.19;53.57;46.13;46.06;8;20.0;3;15;4;11;7;3;4;1;4;1;20.0;4;35.0;1;2;20.0;4;3;30.0;1;1;5.0;2;2;30.0;1;1;10.0;1;2;2;32.66666666666666
10;480.26;74.32;60.81;56.75;49.51;10;21.81818181818182;2;11;4;7;5;3;2;1;4;1;17.5;2;30.0;1;2;15.0;2;3;35.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;15.0
20;453.18;74.12;55.16;46.74;49.51;10;25.0;2;11;4;7;5;3;2;1;4;1;20.0;4;30.0;1;2;25.0;2;3;30.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;27.14285714285714
20;433.63;66.83;55.16;53.11;71.12;20;36.8;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;39.23529411764706
8;463.07;63.86;58.4;61.56;52.09;8;33.93333333333333;2;15;11;4;7;6;1;2;4;5;27.5;2;35.0;1;2;35.0;2;3;45.0;1;1;35.0;1;2;35.0;1;1;37.0;1;2;2;37.41176470588236
9;432.05;70.23;55.16;53.11;62.69;9;24.77692307692308;3;13;4;9;6;3;3;1;4;1;22.4;5;35.0;1;2;27.5;2;3;45.0;1;1;0.0;2;2;35.0;1;1;0.0;0;2;1;18.09333333333333
11;455.38;74.12;47.62;50.99;58.59;1;32.72727272727273;0;11;7;4;5;4;1;2;4;1;20.0;1;40.0;1;2;40.0;1;3;45.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;0;0.0
2;450.18;66.83;55.16;46.74;71.12;11;35.53333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;44.0;1;2;2;37.64705882352941
20;443.36;64.09;53.57;59.08;52.09;20;36.66666666666666;1;15;15;0;7;7;0;2;4;5;30.0;2;40.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;35.8235294117647
1;442.89;74.12;55.16;55.27;61.22;10;15.0;0;11;0;11;5;0;5;1;4;1;15.0;1;15.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
11;476.19;78.81;55.16;65.04;43.48;11;20.45454545454545;0;11;2;9;5;2;3;1;4;1;15.0;1;25.0;1;2;15.0;1;3;35.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;0;0.0
8;474.27;70.62;48.49;59.08;57.27;8;37.0;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;40.0;1;1;50.0;1;2;2;35.58823529411764
7;443.91;63.08;56.61;57.49;52.11;7;34.54545454545455;0;11;11;0;5;5;0;2;4;13;35.0;1;35.0;1;2;30.0;1;3;45.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;2;32.5
8;465.73;85.29;56.0;50.31;55.95;8;36.86666666666667;2;15;15;0;7;7;0;2;4;2;32.5;2;40.0;1;2;30.0;2;3;40.0;1;1;40.0;1;2;35.0;1;1;49.0;1;2;2;33.05882352941177
20;416.96;79.06;51.08;50.31;47.79;14;36.66666666666666;0;15;15;0;7;7;0;2;4;5;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;40.0;1;2;2;38.1764705882353
14;455.66;70.23;57.57;55.27;59.9;10;33.46666666666667;2;15;12;3;7;6;1;2;4;5;30.0;2;35.0;1;2;26.66666666666667;3;3;35.0;1;1;35.0;1;2;35.0;1;1;46.0;1;2;2;31.97058823529412
16;447.51;74.12;50.22;59.82;45.2;16;16.81868131868132;3;13;2;11;6;2;4;1;4;1;11.28571428571429;7;13.0;6;2;22.5;2;3;45.0;1;1;0.0;1;2;35.0;1;1;0.0;0;2;1;17.375
20;488.16;79.3;58.4;54.55;66.91;20;35.06666666666667;1;15;11;4;7;6;1;2;4;2;27.5;2;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;43.0;1;2;2;31.41176470588235
2;462.14;70.38;56.0;59.08;52.09;12;36.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;50.0;1;2;2;31.52941176470588
20;469.1;74.12;50.22;57.49;71.12;20;36.0;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;30.0;1;3;45.0;1;1;35.0;1;2;35.0;1;1;35.0;1;2;2;33.6764705882353
8;486.67;59.02;60.61;62.36;81.05;9;21.36363636363636;0;11;2;9;5;1;4;1;4;1;15.0;1;50.0;1;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
20;461.99;59.02;58.23;62.36;76.45;1;34.0;0;15;15;0;7;7;0;2;4;11;30.0;1;45.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;30.0;1;2;2;33.14705882352941
10;451.26;66.83;50.22;53.11;57.27;9;27.0;1;11;7;4;5;4;1;1;4;10;13.0;5;40.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;11.875
20;474.88;85.53;48.49;59.08;50.37;20;34.46666666666667;0;15;15;0;7;7;0;2;4;10;35.0;1;35.0;1;2;30.0;1;3;45.0;1;1;34.0;1;2;40.0;1;1;32.0;1;2;2;31.33333333333333
14;446.44;58.3;56.0;54.55;71.12;18;34.46666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;45.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;36.0;1;2;2;33.58823529411764
6;450.03;64.09;48.49;52.41;62.69;20;17.27272727272727;0;11;1;10;5;1;4;1;4;1;15.0;1;15.0;1;2;15.0;1;3;40.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;0;0.0
16;487.77;84.99;55.16;57.49;51.23;18;39.73333333333333;0;15;15;0;7;7;0;2;4;5;35.0;1;45.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;48.0;1;2;2;36.91176470588236
8;466.26;73.57;48.33;48.79;72.32;8;37.0;0;13;13;0;6;6;0;2;4;10;35.0;1;45.0;1;2;30.0;1;3;45.0;1;1;38.0;1;2;40.0;1;1;0.0;0;2;2;33.16666666666666
7;479.54;84.99;60.0;62.31;50.37;16;33.8;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;30.0;1;3;45.0;1;1;38.0;1;2;40.0;1;1;33.0;1;2;2;37.29411764705883
8;466.16;66.83;52.72;59.82;58.59;8;40.8;0;15;15;0;7;7;0;2;4;5;40.0;1;45.0;1;2;40.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;36.0;1;2;2;38.88235294117647
20;455.54;70.23;57.57;62.31;46.92;20;43.33333333333334;0;15;15;0;7;7;0;2;4;5;40.0;1;45.0;1;2;40.0;1;3;45.0;1;1;50.0;1;2;45.0;1;1;45.0;1;2;3;42.05882352941177
14;367.65;52.06;52.53;50.09;37.51;19;34.4;1;15;12;3;7;6;1;2;4;1;30.0;1;45.0;1;2;25.0;2;3;45.0;1;1;36.0;1;2;40.0;1;1;37.0;1;2;1;29.32333333333333
17;485.92;59.02;55.85;60.01;73.83;10;35.46666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;41.0;1;2;2;35.64705882352941
7;456.4;74.12;60.0;53.11;46.06;7;32.4;2;15;8;7;7;5;2;2;4;5;25.0;2;35.0;1;2;28.33333333333333;3;3;45.0;1;1;30.0;1;2;40.0;1;1;43.0;1;2;2;32.35294117647059
10;382.79;56.43;42.13;37.89;47.17;11;19.21818181818182;2;11;4;7;5;3;2;1;4;10;9.6;5;30.0;1;2;11.0;5;3;45.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;1.5
10;462.63;82.69;67.99;51.06;31.94;11;33.07692307692308;1;13;13;0;6;6;0;2;4;1;30.0;2;35.0;1;2;30.0;1;3;45.0;1;1;35.0;1;2;35.0;1;1;0.0;0;2;1;25.01666666666667
6;472.84;67.13;55.56;55.09;49.63;11;17.72727272727273;0;11;2;9;5;2;3;1;4;1;15.0;1;15.0;1;2;15.0;1;3;30.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;0;0.0
20;486.26;66.83;65.0;55.27;58.59;20;24.09090909090909;0;11;4;7;5;3;2;1;4;1;15.0;1;35.0;1;2;20.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;0;0.0
20;446.94;70.26;55.56;47.0;54.9;20;37.13333333333333;1;15;11;4;7;6;1;2;4;5;25.0;2;35.0;1;2;35.0;1;3;50.0;1;1;50.0;1;2;40.0;1;1;46.0;1;2;2;39.35294117647059
20;492.1;70.11;42.59;56.82;58.06;20;37.13333333333333;0;15;15;0;7;7;0;2;4;5;30.0;1;40.0;1;2;30.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;46.0;1;2;2;38.23529411764706
10;501.5;111.15;60.81;59.08;54.64;10;17.72727272727273;0;11;1;10;5;1;4;1;4;1;15.0;1;15.0;1;2;15.0;1;3;35.0;1;1;0.0;0;2;25.0;1;1;0.0;0;2;0;0.0
15;474.14;63.08;56.61;69.28;60.24;20;31.15384615384615;1;13;9;4;6;5;1;2;4;1;25.0;2;30.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;30.0;1;1;0.0;0;2;2;31.26666666666667
1;451.41;89.15;60.41;53.07;83.41;1;34.46666666666667;0;15;15;0;7;7;0;2;4;5;30.0;1;35.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;35.0;1;1;41.0;1;2;2;34.35294117647059
7;378.62;44.96;47.54;44.41;40.89;20;22.6969696969697;3;11;2;9;5;2;3;1;4;1;21.66666666666667;3;15.5;2;2;14.0;4;3;50.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;14.0
20;479.09;63.78;51.86;54.46;47.79;10;35.38461538461539;2;13;9;4;6;5;1;2;4;3;27.5;2;40.0;1;2;30.0;2;3;45.0;1;1;45.0;1;2;45.0;1;1;0.0;0;2;2;33.0
16;452.77;59.16;61.12;61.64;45.87;11;21.59090909090909;5;11;0;11;5;0;5;1;4;1;22.5;2;22.5;2;2;18.33333333333333;3;3;22.5;2;1;0.0;0;2;25.0;2;1;0.0;0;2;0;0.0
20;467.26;70.62;53.57;52.41;51.23;7;37.46666666666667;0;15;15;0;7;7;0;2;4;1;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;46.0;1;2;1;29.47058823529412
18;451.64;64.09;53.57;54.55;45.2;18;32.27272727272727;1;11;7;4;5;4;1;2;4;1;15.0;2;45.0;1;2;40.0;1;3;45.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;18.63636363636364
13;456.94;70.62;48.49;59.08;79.55;10;23.18181818181818;2;11;5;6;5;3;2;1;4;1;15.0;2;20.0;2;2;30.0;1;3;30.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;0;0.0
14;455.89;63.76;57.57;62.31;47.79;14;25.45454545454545;0;11;4;7;5;3;2;1;4;1;15.0;1;40.0;1;2;25.0;1;3;30.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;0;0.0
10;491.69;60.48;71.22;55.53;69.4;10;35.66666666666666;0;15;15;0;7;7;0;2;4;1;35.0;1;35.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;30.0;1;2;2;33.58823529411764
20;465.94;59.86;58.08;57.69;55.95;7;37.33333333333334;0;15;15;0;7;7;0;2;4;5;30.0;1;30.0;1;2;35.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;50.0;1;2;2;37.3235294117647
14;447.49;68.11;66.75;49.56;74.73;10;34.73333333333333;0;15;15;0;7;7;0;2;4;10;30.0;1;40.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;30.0;1;1;43.0;1;2;2;35.64705882352941
10;452.9;65.19;55.56;53.65;44.92;11;35.26666666666667;0;15;15;0;7;7;0;2;4;5;35.0;1;30.0;1;2;30.0;1;3;40.0;1;1;37.0;1;2;35.0;1;1;45.0;1;2;2;37.3235294117647
