NOTA_GEOGEO;NOTA_TOP;NCA_CUATRO;NOTA_SUELOS;NOTA_POO;NOTA_PRII;NOTA_FOTO;EPA_CUATRO;LITERATURA_ICFES;NOTA_PROGB;NOTA_PROB;NOTA_ECUA;NOTA_CFJC;NOTA_FIS_UNO;NCC_CUATRO;NOTA_L_UNO;NAA_CUATRO;NAC_CUATRO;NCP_CUATRO;NOTA_CCON;IDIOMA_ICFES;VECES_FIS_TRES;VECES_GEOGEO;VECES_PROB;NOTA_HIST;VECES_GH&F;VECES_L_UNO;VECES_PRII;NOTA_FIS_DOS;VECES_SUELOS;NOTA_GH&F;NOTA_FIS_TRES;NOTA_EYB;NOTA_DIF;NCA_TRES;NAP_CUATRO;VECES_CCON;CAR_CUATRO;CREDITOS_L_UNO;CREDITOS_CCON;CREDITOS_PROB;CREDITOS_PRII;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;CREDITOS_GH&F;CREDITOS_GEOGEO;CREDITOS_FIS_TRES;RENDIMIENTO_CINCO;PROMEDIO_CINCO
33;38;17.0;32;38;40;42;2;50.0;42;47;35;33;32;17.0;46;7;7;0.0;47;43.0;1;1;1;43;1;1;1;40;1;47;39;30;36;18.0;0;1;0;2;1;2;3;35.11764705882353;37.333333333333336;36.166666666666664;41.76470588235294;3;3;3;2.0;39.833333333333336
45;32;17.0;35;35;36;41;2;58.0;33;31;41;36;38;17.0;45;7;7;0.0;42;74.0;1;2;1;32;1;1;1;30;1;34;38;41;30;18.0;0;1;1;2;1;2;3;36.23529411764706;31.333333333333332;35.22222222222222;38.411764705882355;3;3;3;2.0;37.6
30;37;17.0;34;39;43;42;2;63.0;36;37;30;43;36;17.0;41;7;7;0.0;33;71.0;1;1;1;41;1;1;1;39;1;31;35;42;30;18.0;0;1;0;2;1;2;3;36.35294117647059;34.8;36.888888888888886;35.64705882352941;3;3;3;2.0;36.388888888888886
40;36;17.0;44;40;47;47;2;62.0;30;42;36;32;30;17.0;49;7;7;0.0;41;60.0;1;1;1;43;1;1;1;40;1;49;38;30;33;18.0;0;1;0;2;1;2;3;34.588235294117645;36.93333333333333;39.666666666666664;43.8235294117647;3;3;3;2.0;38.05555555555556
32;37;17.0;33;40;38;42;2;57.0;36;42;36;39;35;17.0;39;7;7;0.0;40;57.0;1;1;1;41;1;1;1;31;1;46;41;47;30;18.0;0;2;1;2;1;2;3;37.470588235294116;35.333333333333336;35.666666666666664;39.588235294117645;3;3;3;2.0;35.27777777777778
30;35;17.0;36;34;44;45;2;54.0;41;34;40;36;30;17.0;44;7;7;0.0;36;48.0;1;2;1;40;1;1;1;34;1;49;32;33;42;18.0;0;1;1;2;1;2;3;34.411764705882355;37.8;38.333333333333336;38.64705882352941;3;3;3;2.0;36.111111111111114
37;34;15.0;37;32;35;41;2;48.0;35;37;34;39;42;15.0;0;6;6;0.0;35;68.0;1;1;1;40;1;0;2;38;1;40;32;43;35;18.0;0;1;1;2;1;2;3;38.94117647058823;39.733333333333334;36.888888888888886;36.06666666666667;3;3;3;2.0;37.94444444444444
37;33;14.0;41;33;32;31;2;67.0;37;41;32;40;41;14.0;39;6;6;0.0;47;50.0;0;1;1;36;1;1;2;18;1;34;0;36;30;15.0;0;1;1;2;1;2;3;34.411764705882355;34.46666666666667;31.333333333333332;36.857142857142854;3;3;3;2.0;33.22222222222222
43;41;17.0;43;38;38;45;2;65.0;31;44;43;32;37;17.0;46;7;7;0.0;37;60.0;1;1;1;39;1;1;1;34;1;37;38;33;38;18.0;0;1;0;2;1;2;3;35.8235294117647;36.93333333333333;38.77777777777778;40.294117647058826;3;3;3;2.0;38.55555555555556
37;31;12.0;37;32;34;36;2;63.0;35;31;36;40;43;12.0;0;5;5;0.0;36;69.0;0;1;1;39;1;0;1;30;1;30;0;41;33;18.0;0;1;0;2;1;2;3;36.588235294117645;34.53333333333333;33.72222222222222;33.416666666666664;3;3;3;2.0;34.0
38;36;17.0;38;43;40;35;2;65.0;31;32;37;44;40;17.0;43;7;7;0.0;47;58.0;1;1;1;45;1;1;1;36;1;45;39;45;42;18.0;0;1;0;2;1;2;3;36.88235294117647;38.6;39.166666666666664;40.1764705882353;3;3;3;2.0;37.22222222222222
33;49;17.0;37;37;33;41;2;68.0;37;36;40;47;35;17.0;50;7;7;0.0;40;78.0;1;1;1;39;1;1;1;47;1;46;40;45;42;18.0;0;1;0;2;1;2;3;38.8235294117647;40.53333333333333;40.166666666666664;39.294117647058826;3;3;3;2.0;36.27777777777778
37;30;17.0;39;38;35;45;2;70.0;37;32;31;43;36;17.0;30;7;7;0.0;37;48.0;2;1;1;45;1;1;1;38;1;39;30;41;34;18.0;0;1;1;2;1;2;3;35.88235294117647;36.86666666666667;37.72222222222222;34.35294117647059;3;3;3;2.0;38.27777777777778
38;33;15.0;33;40;35;40;2;61.0;32;37;41;31;40;15.0;0;6;6;0.0;48;69.0;1;1;1;39;1;0;1;40;1;34;35;45;33;18.0;0;1;0;2;1;2;3;35.470588235294116;36.8;38.166666666666664;36.53333333333333;3;3;3;2.0;37.22222222222222
40;31;17.0;33;48;34;45;2;54.0;35;38;34;35;34;17.0;45;7;7;0.0;36;65.0;1;1;2;39;1;1;1;40;1;45;39;48;30;18.0;0;1;1;2;1;2;3;34.23529411764706;35.2;38.111111111111114;39.76470588235294;3;3;3;2.0;35.5
36;36;5.0;9;38;5;43;1;83.0;45;40;41;0;31;8.0;0;2;3;3.0;0;85.0;0;1;1;30;0;0;1;12;1;0;0;49;46;11.0;1;0;0;2;1;2;3;39.11764705882353;39.8;29.444444444444443;25.375;3;3;3;2.0;32.0
35;31;17.0;30;31;30;36;2;75.0;40;33;35;33;43;17.0;47;7;7;0.0;35;85.0;1;1;1;42;1;1;1;36;1;36;38;33;39;18.0;0;1;0;2;1;2;3;38.294117647058826;41.06666666666667;33.5;36.0;3;3;3;2.0;36.94444444444444
30;37;17.0;35;36;30;42;2;67.0;30;35;48;35;30;17.0;41;7;7;0.0;44;80.0;1;1;1;35;1;1;1;30;1;36;32;44;35;18.0;0;1;0;2;1;2;3;33.23529411764706;36.333333333333336;36.611111111111114;34.11764705882353;3;3;3;2.0;38.92307692307692
30;30;14.0;34;39;31;42;2;64.0;44;35;34;35;32;14.0;47;6;6;0.0;35;65.0;0;2;2;47;1;1;1;30;1;38;0;40;33;18.0;0;1;2;2;1;2;3;35.588235294117645;36.86666666666667;35.27777777777778;35.42857142857143;3;3;3;2.0;35.90909090909091
0;30;9.0;30;30;31;31;2;67.0;32;20;0;27;31;11.0;40;4;5;2.0;43;67.0;0;0;1;30;2;1;1;0;1;34;0;35;33;8.0;1;1;1;2;1;2;3;31.470588235294116;31.666666666666668;29.416666666666668;32.54545454545455;3;3;3;2.0;32.0
35;30;17.0;30;41;30;30;2;59.0;43;33;48;40;34;17.0;37;7;7;0.0;46;57.0;1;2;1;46;1;1;1;33;1;38;35;37;30;18.0;0;1;1;2;1;2;3;36.11764705882353;36.333333333333336;36.22222222222222;35.294117647058826;3;3;3;2.0;37.53333333333333
40;33;12.0;35;37;36;42;2;69.0;31;33;45;36;30;12.0;0;5;5;0.0;37;52.0;0;3;1;45;1;0;2;16;1;35;0;42;34;15.0;0;1;2;2;1;2;3;33.1764705882353;39.4;34.5;36.333333333333336;3;3;3;2.0;39.72727272727273
31;33;12.0;32;47;32;39;2;67.0;31;33;31;34;40;12.0;0;5;5;0.0;48;90.0;0;2;3;41;1;0;2;35;1;35;0;41;34;18.0;0;1;3;2;1;2;3;35.0;37.666666666666664;35.388888888888886;34.0;3;3;3;2.0;31.2
40;31;17.0;37;47;35;35;2;76.0;38;42;41;42;32;17.0;43;7;7;0.0;40;62.0;1;1;1;49;1;1;1;43;1;42;41;41;32;18.0;0;1;0;2;1;2;3;35.529411764705884;40.666666666666664;39.72222222222222;40.23529411764706;3;3;3;2.0;36.666666666666664
34;30;17.0;33;40;30;42;2;64.0;37;35;41;40;38;17.0;42;7;7;0.0;35;55.0;1;1;1;36;1;1;1;35;1;37;36;32;34;18.0;0;1;0;2;1;2;3;35.705882352941174;38.0;37.22222222222222;35.294117647058826;3;3;3;2.0;35.388888888888886
30;35;12.0;33;39;30;42;2;65.0;38;33;42;44;30;12.0;0;5;5;0.0;48;62.0;0;1;1;47;1;0;1;39;1;43;0;44;30;18.0;0;1;0;2;1;2;3;39.23529411764706;40.4;37.611111111111114;35.25;3;3;3;2.0;38.5
36;38;17.0;31;50;44;44;2;56.0;44;38;43;34;33;17.0;39;7;7;0.0;37;55.0;1;1;1;35;1;1;1;35;1;39;36;42;32;18.0;0;1;0;2;1;2;3;38.8235294117647;40.06666666666667;38.611111111111114;38.588235294117645;3;3;3;2.0;38.27777777777778
30;35;15.0;37;39;30;44;2;65.0;38;36;46;41;34;15.0;0;6;6;0.0;48;61.0;1;1;1;34;1;0;1;40;1;44;40;39;37;18.0;0;1;0;2;1;2;3;38.294117647058826;38.06666666666667;40.666666666666664;36.8;3;3;3;2.0;37.166666666666664
30;30;12.0;30;30;34;31;2;61.0;33;26;31;45;33;14.0;49;5;6;2.0;35;53.0;0;1;2;31;1;1;1;30;1;35;0;40;35;18.0;1;1;1;2;1;2;3;35.588235294117645;33.13333333333333;31.444444444444443;34.42857142857143;3;3;3;2.0;33.81818181818182
33;34;15.0;40;42;40;39;2;60.0;44;30;32;42;33;15.0;0;6;6;0.0;46;81.0;1;1;1;39;1;0;2;34;1;40;30;36;39;18.0;0;2;2;2;1;2;3;37.411764705882355;39.666666666666664;37.333333333333336;35.666666666666664;3;3;3;2.0;37.55555555555556
35;30;17.0;31;40;38;37;2;61.0;44;30;35;36;33;17.0;38;7;7;0.0;37;55.0;1;2;2;38;1;1;1;39;1;38;38;41;33;18.0;0;1;2;2;1;2;3;37.11764705882353;37.86666666666667;36.111111111111114;36.470588235294116;3;3;3;2.0;37.22222222222222
35;39;17.0;33;39;30;42;2;67.0;36;34;36;40;31;17.0;41;7;7;0.0;48;54.0;1;1;1;34;1;1;1;36;1;41;37;44;42;18.0;0;1;0;2;1;2;3;36.411764705882355;37.4;36.888888888888886;36.88235294117647;3;3;3;2.0;37.46666666666667
30;36;17.0;36;37;38;40;2;53.0;32;39;42;35;30;17.0;36;7;7;0.0;48;58.0;2;1;1;43;1;1;1;42;1;36;36;39;33;18.0;0;1;1;2;1;2;3;33.705882352941174;40.666666666666664;37.72222222222222;36.35294117647059;3;3;3;3.0;40.22222222222222
39;33;17.0;34;37;31;40;2;65.0;42;36;41;40;40;17.0;43;7;7;0.0;47;61.0;1;1;1;34;1;1;1;30;1;42;37;36;30;18.0;0;1;0;2;1;2;3;39.0;33.93333333333333;35.5;38.35294117647059;3;3;3;2.0;37.5
30;33;17.0;30;38;30;42;2;67.0;34;30;35;41;32;17.0;49;7;7;0.0;48;93.0;1;2;2;35;1;1;1;31;1;37;33;42;35;18.0;0;1;2;2;1;2;3;34.94117647058823;35.333333333333336;34.27777777777778;35.05882352941177;3;3;3;2.0;35.93333333333333
41;30;17.0;33;33;34;42;2;60.0;41;33;30;38;33;17.0;43;7;7;0.0;36;85.0;1;1;1;35;1;1;1;35;1;31;42;39;31;18.0;0;1;0;2;1;2;3;34.76470588235294;34.4;33.611111111111114;37.1764705882353;3;3;3;2.0;35.05555555555556
31;34;17.0;39;34;45;35;2;61.0;38;35;40;33;33;17.0;50;7;7;0.0;33;67.0;1;1;1;43;1;1;1;30;1;42;31;40;39;18.0;0;1;0;2;1;2;3;36.64705882352941;38.06666666666667;34.72222222222222;38.23529411764706;3;3;3;2.0;31.666666666666668
42;37;17.0;38;50;36;45;2;59.0;41;39;43;41;32;17.0;48;7;7;0.0;40;55.0;1;1;1;50;1;1;1;44;1;42;41;42;41;18.0;0;1;0;2;1;2;3;39.35294117647059;43.86666666666667;43.44444444444444;41.0;3;3;3;2.0;38.94444444444444
30;30;17.0;36;32;33;39;2;64.0;37;30;32;32;33;17.0;39;7;7;0.0;34;54.0;1;1;3;41;1;1;1;30;1;37;35;33;31;18.0;0;1;1;2;1;2;3;34.411764705882355;36.2;33.94444444444444;33.94117647058823;3;3;3;2.0;33.07692307692308
36;35;17.0;34;35;34;35;2;65.0;42;34;37;34;34;17.0;42;7;7;0.0;37;60.0;1;1;1;48;1;1;1;30;1;40;36;37;40;18.0;0;1;0;2;1;2;3;35.05882352941177;42.06666666666667;34.27777777777778;36.88235294117647;3;3;3;2.0;37.611111111111114
30;30;14.0;33;32;45;42;2;61.0;37;35;38;33;32;14.0;42;6;6;0.0;39;57.0;0;1;1;35;1;1;1;33;1;39;0;39;35;18.0;0;1;0;2;1;2;3;35.470588235294116;34.6;35.666666666666664;38.214285714285715;3;3;3;2.0;36.125
38;31;17.0;35;47;38;41;2;67.0;36;36;30;36;30;17.0;48;7;7;0.0;38;80.0;1;1;2;37;1;1;1;35;1;34;42;38;30;18.0;0;1;1;2;1;2;3;34.11764705882353;34.46666666666667;36.888888888888886;38.94117647058823;3;3;3;2.0;38.666666666666664
40;31;17.0;34;37;33;36;2;75.0;30;34;38;41;30;17.0;30;7;7;0.0;34;44.0;1;1;2;35;1;1;1;30;1;30;30;38;31;18.0;0;1;1;2;1;2;3;31.823529411764707;34.733333333333334;34.611111111111114;33.0;3;3;3;2.0;35.38461538461539
30;32;17.0;31;39;35;32;2;59.0;33;30;40;40;33;17.0;42;7;7;0.0;35;52.0;1;2;1;36;1;1;1;31;1;36;42;33;37;18.0;0;1;1;2;1;2;3;34.23529411764706;36.333333333333336;35.44444444444444;35.76470588235294;3;3;3;2.0;35.13333333333333
30;41;14.0;36;40;32;35;2;58.0;41;38;30;37;33;14.0;35;6;6;0.0;44;71.0;0;1;3;38;1;1;1;0;1;37;0;43;36;15.0;0;1;1;2;1;2;3;38.23529411764706;38.2;35.53333333333333;34.785714285714285;3;3;3;3.0;40.4
32;33;17.0;38;41;30;33;2;60.0;34;33;35;41;37;17.0;47;7;7;0.0;42;89.0;1;1;1;46;1;1;1;31;1;37;38;35;32;18.0;0;1;0;2;1;2;3;35.529411764705884;39.266666666666666;36.44444444444444;36.05882352941177;3;3;3;2.0;37.888888888888886
39;39;17.0;39;39;37;41;2;65.0;50;39;41;35;41;17.0;47;7;7;0.0;34;65.0;1;1;1;41;1;1;1;35;1;33;36;35;35;18.0;0;1;0;2;1;2;3;41.705882352941174;37.13333333333333;37.333333333333336;37.705882352941174;3;3;3;2.0;36.72222222222222
0;30;9.0;30;40;33;41;2;64.0;38;30;17;37;34;9.0;0;4;4;0.0;38;55.0;0;0;2;37;1;0;1;33;1;31;0;33;38;15.0;0;1;1;2;1;2;3;33.88235294117647;34.53333333333333;32.27777777777778;32.22222222222222;3;3;3;2.0;39.0
43;35;17.0;38;50;38;44;2;61.0;36;42;44;41;38;17.0;41;7;7;0.0;39;55.0;1;1;1;48;1;1;1;42;1;46;47;42;37;18.0;0;1;0;2;1;2;3;37.76470588235294;38.93333333333333;43.0;42.76470588235294;3;3;3;2.0;39.0
0;34;5.0;24;30;0;43;1;75.0;44;30;0;36;30;8.0;42;3;4;3.0;39;69.0;0;1;1;45;0;1;0;0;1;0;0;44;39;9.0;1;1;0;2;1;2;3;34.8235294117647;36.333333333333336;31.666666666666668;22.875;3;3;3;1.0;28.0
44;31;12.0;35;38;36;32;2;67.0;36;0;37;30;33;12.0;36;5;5;0.0;38;55.0;0;1;0;41;2;1;2;36;1;38;0;48;35;18.0;0;1;2;2;1;2;3;35.11764705882353;34.333333333333336;36.388888888888886;38.666666666666664;3;3;3;4.0;47.0
31;40;17.0;36;33;34;43;2;55.0;39;33;38;32;39;17.0;41;7;7;0.0;38;47.0;1;1;1;42;1;1;1;37;1;38;34;32;30;18.0;0;1;0;2;1;2;3;36.76470588235294;34.13333333333333;35.55555555555556;35.11764705882353;3;3;3;2.0;30.875
30;31;14.0;38;30;40;39;2;52.0;35;37;35;39;34;14.0;41;6;6;0.0;47;49.0;0;1;1;46;1;1;1;32;1;40;0;41;40;18.0;0;1;0;2;1;2;3;33.23529411764706;38.46666666666667;34.0;38.07142857142857;3;3;3;2.0;30.375
34;32;15.0;39;34;33;39;2;61.0;30;33;41;39;36;15.0;0;6;6;0.0;32;57.0;1;1;1;36;1;0;1;30;1;40;31;34;30;18.0;0;1;0;2;1;2;3;35.05882352941177;32.6;36.0;34.13333333333333;3;3;3;2.0;35.888888888888886
35;40;17.0;35;32;31;36;2;58.0;39;41;46;40;33;17.0;43;7;7;0.0;46;52.0;1;1;1;42;1;1;1;31;1;42;42;40;36;18.0;0;1;0;2;1;2;3;39.8235294117647;34.86666666666667;36.55555555555556;39.05882352941177;3;3;3;2.0;39.388888888888886
38;32;17.0;40;39;46;43;2;62.0;38;44;35;38;36;17.0;49;7;7;0.0;40;57.0;1;1;1;45;1;1;1;34;1;42;38;50;44;18.0;0;1;0;2;1;2;3;37.470588235294116;39.2;37.22222222222222;42.23529411764706;3;3;3;2.0;37.27777777777778
30;32;12.0;33;38;30;30;2;55.0;37;30;17;40;34;12.0;0;5;5;0.0;30;43.0;0;2;1;42;1;0;1;36;2;34;0;41;30;15.0;0;1;1;2;1;2;3;35.529411764705884;34.666666666666664;31.22222222222222;31.0;3;3;3;2.0;34.0
35;32;17.0;38;42;40;38;2;70.0;40;32;30;41;36;17.0;46;7;7;0.0;44;58.0;1;1;1;40;1;1;1;31;1;34;38;37;30;18.0;0;1;0;2;1;2;3;36.8235294117647;38.06666666666667;35.333333333333336;37.705882352941174;3;3;3;2.0;36.888888888888886
35;38;17.0;40;33;45;36;2;54.0;40;36;44;39;36;17.0;43;7;7;0.0;43;71.0;1;1;1;42;1;1;1;40;1;43;42;41;31;18.0;0;1;0;2;1;2;3;37.8235294117647;35.4;37.666666666666664;40.94117647058823;3;3;3;2.0;37.94444444444444
35;35;17.0;36;43;30;40;2;69.0;46;34;40;30;37;17.0;45;7;7;0.0;35;69.0;1;2;2;45;1;1;1;36;1;33;30;36;33;18.0;0;1;2;2;1;2;3;38.11764705882353;34.93333333333333;36.94444444444444;33.94117647058823;3;3;3;1.0;29.72222222222222
38;36;17.0;39;47;40;43;2;58.0;30;37;43;38;40;17.0;41;7;7;0.0;33;56.0;2;1;1;41;1;1;1;31;1;39;40;32;34;18.0;0;1;1;2;1;2;3;34.8235294117647;37.0;39.55555555555556;38.8235294117647;3;3;3;2.0;33.666666666666664
32;30;15.0;35;43;36;32;2;74.0;43;30;34;35;42;15.0;0;6;6;0.0;38;58.0;1;1;1;32;1;0;1;40;1;36;30;31;30;18.0;0;1;0;2;1;2;3;37.35294117647059;33.86666666666667;36.166666666666664;33.333333333333336;3;3;3;2.0;32.0
0;40;3.0;32;0;0;33;1;61.0;41;0;0;34;33;6.0;37;2;3;3.0;32;68.0;0;1;0;39;0;3;0;33;2;0;0;35;49;12.0;1;3;2;2;1;2;3;35.529411764705884;42.06666666666667;26.866666666666667;17.666666666666668;3;3;3;2.0;31.0
30;38;14.0;37;37;30;32;2;63.0;34;33;32;44;32;14.0;48;6;6;0.0;39;80.0;0;1;1;42;1;1;1;32;1;40;0;50;34;18.0;0;1;0;2;1;2;3;37.11764705882353;38.13333333333333;34.0;35.785714285714285;3;3;3;2.0;34.625
40;33;14.0;40;30;45;46;2;71.0;37;39;35;42;39;14.0;45;6;6;0.0;35;42.0;0;1;1;40;1;1;1;31;1;38;0;43;33;18.0;0;1;0;2;1;2;3;37.0;36.0;35.111111111111114;40.857142857142854;3;3;3;2.0;33.375
39;35;17.0;40;39;34;48;2;62.0;48;42;41;41;38;17.0;48;7;7;0.0;43;80.0;1;1;1;42;1;1;1;40;1;44;41;44;40;18.0;0;1;0;2;1;2;3;41.35294117647059;39.6;41.111111111111114;41.0;3;3;3;2.0;39.44444444444444
31;34;17.0;43;48;31;41;2;65.0;37;48;41;36;39;17.0;50;7;7;0.0;39;80.0;1;1;3;40;1;1;1;37;1;39;35;34;36;18.0;0;1;1;2;1;2;3;34.1764705882353;36.6;40.55555555555556;37.8235294117647;3;3;3;2.0;37.06666666666667
31;31;14.0;43;32;40;41;2;57.0;30;35;42;41;30;17.0;41;6;7;3.0;46;43.0;1;1;1;40;1;1;1;30;1;34;27;40;37;18.0;1;1;0;2;1;2;3;33.294117647058826;36.0;36.833333333333336;34.94117647058823;3;3;3;2.0;34.5
39;35;15.0;37;42;31;44;2;56.0;38;37;42;35;44;15.0;0;6;6;0.0;37;72.0;1;1;1;43;1;0;1;37;1;41;34;37;38;18.0;0;1;0;2;1;2;3;39.64705882352941;40.86666666666667;39.0;36.4;3;3;3;2.0;34.72222222222222
38;34;8.0;35;35;0;35;2;59.0;30;30;0;30;30;8.0;45;4;4;0.0;46;57.0;0;1;1;38;0;1;0;0;1;0;0;41;32;12.0;0;2;1;2;1;2;3;33.76470588235294;34.266666666666666;33.333333333333336;38.75;3;3;3;1.0;30.0
0;32;7.0;30;50;34;30;2;68.0;37;0;0;30;30;7.0;0;3;3;0.0;34;50.0;0;0;0;41;1;0;1;0;1;34;0;39;35;9.0;0;1;0;2;1;2;3;33.35294117647059;35.8;36.666666666666664;34.0;3;3;3;1.0;29.75
36;31;10.0;36;30;34;31;2;53.0;33;20;25;38;37;12.0;0;4;5;2.0;35;53.0;0;1;2;42;2;0;1;30;1;34;0;50;38;15.0;1;1;2;2;1;2;3;35.529411764705884;35.06666666666667;30.72222222222222;32.25;3;3;3;1.0;27.6
30;32;15.0;38;35;30;36;2;59.0;39;32;40;35;42;15.0;0;6;6;0.0;44;41.0;2;3;1;41;1;0;1;31;1;41;36;37;35;18.0;0;1;2;2;1;2;3;36.11764705882353;35.666666666666664;34.94444444444444;34.6;3;3;3;2.0;34.8
0;30;9.0;40;30;37;40;1;69.0;30;10;0;33;31;14.0;31;4;6;5.0;38;58.0;0;1;1;40;1;1;1;0;1;38;0;38;40;12.0;2;1;0;2;1;2;3;34.11764705882353;36.8;34.416666666666664;24.642857142857142;3;3;3;1.0;29.0
31;32;17.0;39;31;37;40;2;69.0;41;37;34;41;43;17.0;43;7;7;0.0;35;70.0;2;1;1;43;1;1;1;30;1;39;31;35;30;18.0;0;1;1;2;1;2;3;35.705882352941174;34.0;35.388888888888886;35.8235294117647;3;3;3;2.0;36.0625
33;30;17.0;32;42;39;43;2;64.0;46;30;31;37;33;17.0;41;7;7;0.0;40;66.0;1;2;1;42;1;1;1;38;1;41;31;38;34;18.0;0;1;1;2;1;2;3;36.588235294117645;36.666666666666664;36.166666666666664;36.11764705882353;3;3;3;2.0;36.0
30;31;14.0;30;41;30;41;2;55.0;36;34;0;38;30;14.0;49;6;6;0.0;41;54.0;0;1;3;42;1;1;1;30;1;40;0;47;30;15.0;0;1;1;2;1;2;3;33.23529411764706;34.0;34.8;36.214285714285715;3;3;3;2.0;38.27272727272727
35;36;17.0;38;41;46;46;2;63.0;38;37;39;35;42;17.0;49;7;7;0.0;47;48.0;1;1;1;42;1;1;1;41;1;43;39;50;46;18.0;0;1;0;2;1;2;3;40.294117647058826;42.4;39.888888888888886;41.64705882352941;3;3;3;2.0;35.55555555555556
39;42;17.0;43;43;46;42;2;52.0;36;31;44;35;44;17.0;49;7;7;0.0;47;58.0;1;1;1;42;1;1;1;37;1;44;38;45;46;18.0;0;1;0;2;1;2;3;41.294117647058826;43.06666666666667;40.611111111111114;41.64705882352941;3;3;3;2.0;36.27777777777778
30;35;14.0;30;31;39;37;2;58.0;35;30;30;40;31;14.0;40;6;6;0.0;48;43.0;0;2;2;38;1;1;1;0;1;31;0;30;30;15.0;0;1;2;2;1;2;3;34.411764705882355;32.46666666666667;34.0;34.857142857142854;3;3;3;2.0;32.18181818181818
31;30;17.0;42;36;30;43;2;62.0;30;33;35;39;31;17.0;46;7;7;0.0;35;59.0;1;1;1;40;1;1;1;35;1;37;38;42;33;18.0;0;1;0;2;1;2;3;33.35294117647059;35.333333333333336;36.611111111111114;35.35294117647059;3;3;3;2.0;32.5
41;32;12.0;41;35;30;34;2;59.0;36;31;34;35;31;12.0;0;5;5;0.0;36;72.0;0;2;1;38;1;0;1;30;1;34;0;39;30;18.0;0;1;1;2;1;2;3;32.8235294117647;32.93333333333333;34.05555555555556;34.416666666666664;3;3;3;2.0;32.6875
31;31;12.0;35;33;33;30;2;65.0;31;0;0;35;38;12.0;41;5;5;0.0;47;58.0;0;3;0;42;2;1;1;20;1;30;0;47;32;9.0;0;1;2;2;1;2;3;33.94117647058823;35.8;27.133333333333333;34.25;3;3;3;1.0;20.625
30;32;12.0;39;45;42;39;2;59.0;38;30;32;31;30;12.0;0;5;5;0.0;43;53.0;0;2;1;41;1;0;1;0;1;37;0;42;41;15.0;0;1;1;2;1;2;3;37.411764705882355;37.6;36.666666666666664;35.833333333333336;3;3;3;2.0;33.84615384615385
30;30;12.0;30;35;30;30;2;64.0;32;44;25;35;34;12.0;0;5;5;0.0;41;53.0;0;2;1;41;1;0;1;34;1;38;0;33;30;15.0;0;1;1;2;1;2;3;33.35294117647059;33.8;31.11111111111111;35.25;3;3;3;2.0;33.375
31;39;17.0;30;42;31;40;2;55.0;40;43;30;37;34;17.0;40;7;7;0.0;35;58.0;1;1;1;41;1;1;1;34;1;40;38;39;30;18.0;0;1;0;2;1;2;3;37.411764705882355;34.0;35.666666666666664;36.529411764705884;3;3;3;2.0;36.0
30;39;12.0;39;33;31;33;2;50.0;40;33;35;41;30;12.0;0;5;5;0.0;37;52.0;0;1;1;34;1;0;1;30;1;36;0;33;33;18.0;0;2;1;2;1;2;3;35.294117647058826;33.53333333333333;34.27777777777778;32.833333333333336;3;3;3;2.0;32.0
30;31;14.0;30;36;30;39;2;60.0;36;30;32;37;30;14.0;39;6;6;0.0;35;51.0;0;3;2;48;1;1;1;32;1;35;0;41;31;18.0;0;1;2;2;1;2;3;34.64705882352941;39.2;33.05555555555556;32.714285714285715;3;3;3;2.0;36.84615384615385
37;39;17.0;36;37;33;43;2;49.0;40;30;35;34;35;17.0;39;7;7;0.0;48;55.0;1;1;2;41;1;1;1;36;1;42;35;48;34;18.0;0;1;1;2;1;2;3;39.0;36.733333333333334;35.833333333333336;36.88235294117647;3;3;3;2.0;32.6
31;39;17.0;34;33;37;43;2;62.0;45;37;36;40;48;17.0;40;7;7;0.0;40;64.0;1;1;1;44;1;1;1;35;1;39;42;46;43;18.0;0;1;0;2;1;2;3;43.529411764705884;43.4;36.0;37.705882352941174;3;3;3;2.0;39.77777777777778
32;37;17.0;37;35;38;40;2;57.0;45;37;33;45;43;17.0;36;7;7;0.0;40;50.0;1;1;1;44;1;1;1;40;1;37;42;48;42;18.0;0;1;0;2;1;2;3;42.1764705882353;40.86666666666667;36.111111111111114;37.23529411764706;3;3;3;2.0;38.611111111111114
0;35;7.0;33;35;34;42;2;75.0;34;0;0;37;40;7.0;0;3;3;0.0;43;73.0;0;0;0;39;1;0;1;0;1;34;0;44;37;12.0;0;1;0;2;1;2;3;35.88235294117647;37.46666666666667;35.333333333333336;35.285714285714285;3;3;3;3.0;42.2
39;49;15.0;38;37;38;41;2;60.0;46;38;43;36;32;15.0;0;6;6;0.0;42;58.0;1;1;1;30;1;0;1;42;1;35;36;45;38;18.0;0;1;0;2;1;2;3;41.294117647058826;38.0;38.72222222222222;37.46666666666667;3;3;3;2.0;35.166666666666664
32;33;12.0;39;42;32;41;2;65.0;38;30;39;41;35;12.0;0;5;5;0.0;45;74.0;0;1;1;38;1;0;1;31;1;37;0;41;35;18.0;0;1;0;2;1;2;3;36.94117647058823;41.53333333333333;37.666666666666664;34.0;3;3;3;2.0;32.785714285714285
