CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;ANO_INGRESO;FILOSOFIA_ICFES;APT_VERB_ICFES;FISICA_ICFES;MUNICIPIO;GENERO;APT_MAT_ICFES;LOCALIDAD;DEPARTAMENTO;SOCIALES_ICFES;ESTRATO;CALENDARIO;TIPO_COLEGIO;DISTANCIA;INSCRIPCION;CORTE_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
72.36;59.9;6;56.34;56.77;423.09;59.95;2011;59.47;59.95;55.49;0;0;72.36;7;0;0;2;0;0;5;10;3;2.0;31.857142857142858
87.14;42.76;4;54.18;63.62;416.31;56.37;2011;54.37;56.37;46.41;0;0;87.14;10;0;0;2;0;0;3;10;3;2.0;34.214285714285715
73.85;49.66;18;53.82;59.53;403.2;58.25;2011;46.43;58.25;59.37;20;0;73.85;4;5;0;3;1;2;3;10;3;2.0;30.5
73.85;56.82;20;57.8;54.03;404.57;50.31;2011;51.03;50.31;61.79;65;1;73.85;20;15;0;1;1;1;6;10;3;2.0;33.785714285714285
79.59;49.66;11;55.21;53.65;389.81;52.4;2011;39.78;52.4;59.57;0;0;79.59;10;0;0;2;0;0;5;10;3;1.0;21.125
69.03;70.18;20;56.48;63.77;414.97;58.05;2011;49.2;58.05;55.73;0;0;69.03;1;0;0;3;0;0;6;10;3;2.0;32.07692307692308
78.55;68.41;11;57.23;57.27;402.4;56.23;2011;46.43;56.23;54.74;20;0;78.55;9;5;0;3;1;2;5;10;3;2.0;33.642857142857146
78.55;88.85;11;61.52;61.2;419.93;62.45;2011;53.3;62.45;47.15;20;0;78.55;20;5;0;2;1;2;5;10;3;2.0;34.42857142857143
73.85;65.57;18;53.82;57.63;415.11;60.29;2011;55.62;60.29;52.14;20;0;73.85;8;5;0;2;1;2;6;10;3;2.0;34.142857142857146
69.96;69.93;10;51.88;54.03;404.5;58.25;2011;53.3;58.25;59.37;20;0;69.96;7;5;0;4;1;2;3;10;3;2.0;38.714285714285715
62.56;55.95;10;53.46;55.74;409.52;65.07;2011;48.58;65.07;58.78;0;0;62.56;8;0;0;3;0;0;3;10;3;1.0;9.545454545454545
66.56;60.44;7;59.32;53.65;416.19;54.28;2011;63.11;54.28;59.57;20;0;66.56;4;5;0;2;1;1;5;10;3;2.0;35.714285714285715
69.96;44.93;18;59.32;68.57;419.3;54.28;2011;60.48;54.28;54.74;20;0;69.96;20;5;0;2;1;1;3;10;3;1.0;29.928571428571427
69.96;54.45;20;57.23;59.17;400.54;56.23;2011;46.43;56.23;59.57;192;0;69.96;6;15;0;2;1;1;6;10;3;2.0;34.97619047714286
71.12;59.9;18;59.74;57.67;416.95;54.57;2011;56.17;54.57;53.74;0;0;71.12;10;0;0;2;0;0;5;10;3;2.0;32.714285714285715
66.56;61.66;20;59.89;63.72;405.15;54.28;2011;41.63;54.28;59.37;227;0;66.56;6;15;0;2;1;1;6;10;3;2.0;38.42857142857143
