NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
43;44;0;0;1;0;0;0;3.0;1;0;0;0;22.5;45;45;0;45.0;0;0;0;2;0;3.0;45;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.333333333333336
0;24;0;0;1;0;0;0;3.0;0;0;0;0;46.0;46;0;0;39.333333333333336;0;0;0;2;0;3.0;48;0;0;0;2;35;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;24.0
0;41;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;35.0;0;0;0;1;0;1.0;35;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
44;0;0;0;0;0;0;0;4.0;1;0;0;0;24.0;48;47;0;46.5;0;0;0;2;0;4.0;0;1;0;0;2;46;2;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;44.0
0;44;0;0;1;0;0;0;1.0;0;0;0;0;17.0;34;0;0;38.0;0;0;0;1;0;1.0;38;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
42;0;0;0;0;0;0;0;5.0;1;0;0;0;44.0;44;44;0;44.4;0;0;0;3;0;5.0;42;1;0;0;2;46;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;42;0;0;1;0;0;0;3.0;0;0;0;0;20.0;40;0;0;46.333333333333336;0;0;0;2;0;3.0;45;0;0;0;2;47;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;47;0;0;1;0;0;0;3.0;0;0;0;0;24.5;49;0;0;48.0;0;0;0;2;0;3.0;48;0;1;48;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;4.0;47.0
0;12;0;0;1;0;0;0;3.0;0;0;0;0;8.5;17;0;0;24.666666666666668;0;0;0;1;0;2.0;0;0;0;0;1;37;2;0;1.0;1;0;0;2;3;2;2;1;2;1;2;3;1;1.0;12.0
0;44;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;48.0;0;0;0;1;0;1.0;48;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
0;46;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;43.333333333333336;0;0;0;2;0;3.0;48;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;46.0
0;40;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;48.0;0;0;0;1;0;1.0;48;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;34;0;0;1;0;0;0;3.0;0;0;0;0;23.0;46;0;0;38.666666666666664;0;0;0;2;0;3.0;48;0;0;0;2;34;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;34.0
0;12;0;0;2;0;0;0;3.0;0;0;0;0;0.0;0;0;0;42.0;0;0;0;2;0;3.0;48;0;0;0;2;39;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;12.0
40;31;0;0;1;0;0;0;5.0;1;0;0;0;42.0;42;37;0;39.4;0;0;0;3;0;5.0;47;1;0;0;2;38;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
39;42;0;0;1;0;0;0;3.0;1;0;0;0;19.5;39;38;0;39.666666666666664;0;0;0;2;0;3.0;43;1;0;0;2;0;2;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;32;0;0;1;0;0;0;5.0;0;0;0;0;33.0;33;40;0;41.2;0;0;0;3;0;5.0;38;1;0;0;2;44;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;32.0
0;43;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;47.0;0;0;0;1;0;1.0;47;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
0;34;0;0;1;0;0;0;5.0;0;0;0;0;22.0;44;46;0;44.8;0;0;0;3;0;5.0;48;1;0;0;2;42;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;34.0
42;0;0;0;0;0;0;0;4.0;1;0;0;0;20.0;40;41;0;40.0;0;0;0;2;0;4.0;0;1;0;0;2;39;2;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;3.0;42.0
0;37;0;0;1;0;0;0;2.0;0;0;1;0;22.5;45;0;0;30.0;0;0;0;1;0;2.0;0;0;0;0;2;30;1;0;0.0;2;0;0;2;3;2;2;0;2;0;2;3;1;2.0;37.0
0;36;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;44.666666666666664;0;0;0;2;0;3.0;48;0;0;0;2;43;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.0
0;36;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;43.333333333333336;0;0;0;2;0;3.0;48;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.0
0;43;0;0;1;0;0;0;3.0;0;0;0;0;20.0;40;0;0;44.666666666666664;0;0;0;2;0;3.0;44;0;0;0;2;45;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.0
0;35;39;0;1;0;0;0;1.0;0;0;0;1;0.0;0;0;0;48.0;0;0;0;1;0;1.0;48;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.666666666666664
0;32;44;0;1;0;0;0;3.0;0;0;0;1;0.0;0;0;0;34.666666666666664;0;0;0;2;0;3.0;34;0;0;0;2;35;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;45;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;43.666666666666664;0;0;0;2;0;3.0;45;0;0;0;2;43;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
0;38;0;0;1;0;0;0;1.0;0;0;0;0;41.0;41;0;0;48.0;0;0;0;1;0;1.0;48;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
0;38;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;39.666666666666664;0;0;0;2;0;3.0;35;0;0;0;2;42;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
0;41;0;0;1;0;0;0;5.0;0;0;1;0;0.0;0;0;0;33.0;0;0;0;2;0;3.0;45;0;3;24;2;36;3;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;3.0;41.0
0;21;0;0;1;0;0;0;3.0;0;0;0;0;40.0;40;0;0;39.333333333333336;0;0;0;2;0;3.0;34;0;0;0;2;42;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;21.0
0;46;0;0;1;0;0;0;0.0;0;0;0;0;18.5;37;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;4.0;46.0
0;45;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;48.0;0;0;0;1;0;1.0;48;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
0;40;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;46.333333333333336;0;0;0;2;0;3.0;45;0;0;0;2;47;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
0;0;0;0;0;0;0;30;5.0;0;1;0;0;0.0;0;0;0;31.6;0;0;0;2;34;5.0;0;0;0;0;2;0;2;30;0.0;0;0;1;2;3;2;2;0;2;0;2;3;1;1.0;30.0
0;44;0;0;1;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;44.0
0;40;0;0;1;0;0;0;2.0;0;0;0;0;0.0;0;0;0;41.0;0;0;0;1;0;2.0;0;0;0;0;2;41;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;40.0
0;39;0;0;1;0;0;0;5.0;0;0;0;0;23.5;47;44;0;40.8;0;0;0;3;0;5.0;42;1;0;0;2;37;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.0
0;38;0;0;1;0;0;0;2.0;0;0;0;0;22.5;45;0;0;44.0;0;0;0;1;0;2.0;0;0;0;0;2;44;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;38.0
0;40;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;40.333333333333336;0;0;0;2;0;3.0;39;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
37;0;0;0;0;0;0;0;2.0;1;0;0;0;24.5;49;45;0;45.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;37.0
0;46;0;0;1;0;0;0;2.0;0;0;0;0;0.0;0;0;0;36.0;0;0;0;1;0;2.0;0;0;0;0;2;36;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;4.0;46.0
0;38;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;31.333333333333332;0;0;0;2;0;3.0;30;0;0;0;2;32;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
0;36;0;0;1;0;0;0;3.0;0;0;0;0;15.5;31;0;0;36.333333333333336;0;0;0;2;0;3.0;37;0;0;0;2;36;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.0
0;37;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;41.0;0;0;0;2;0;3.0;39;0;0;0;2;42;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.0
0;7;0;0;2;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;1.0;7.0
0;6;0;0;2;0;0;0;2.0;0;0;0;0;0.0;0;0;0;30.0;0;0;0;1;0;2.0;0;0;0;0;2;30;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;1.0;6.0
0;38;0;0;1;0;0;0;2.0;0;0;0;0;44.0;44;43;0;43.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;38.0
35;0;0;0;0;0;0;0;0.0;1;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;35.0
0;37;0;0;1;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;37.0
0;42;0;0;1;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;42.0
0;38;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;47.0;0;0;0;1;0;1.0;47;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
