NOTA_SUELOS;NOTAS_SISC;NOTA_TOP;NOTA_GEOGEO;NOTA_POO;VECES_BD;NOTA_ME;NOTA_ECUA;CAR_CINCO;NOTA_PROGB;NOTA_FOTO;NOTA_CARTO;LITERATURA_ICFES;VECES_CARTO;NOTA_CFJC;VECES_SISC;NCA_CUATRO;NOTA_PROB;NOTA_AGEO;NOTA_BD;NOTA_PRII;NOTA_ECO_UNO;VECES_ME;VECES_EST;NAC_CINCO;NCA_CINCO;NCC_CINCO;EPA_CINCO;EPA_CUATRO;NAP_CINCO;NAA_CINCO;VECES_ECO_UNO;VECES_AGEO;NOTA_EST;NCP_CINCO;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;PROMEDIO_CINCO;CREDITOS_ECO_UNO;CREDITOS_EST;CREDITOS_BD;CREDITOS_AGEO;CREDITOS_ME;CREDITOS_SISC;CREDITOS_CARTO;RENDIMIENTO_SEIS;PROMEDIO_SEIS
40;50;34;31;43;2;34;40;1;35;43;42;58.0;1;38;1;17.0;39;31;34;33;45;1;1;7;18.0;18.0;2;2;0;7;1;1;38;0.0;34.64705882352941;37.266666666666666;39.72222222222222;35.529411764705884;39.166666666666664;2;2;3;3;2;3;3;3.0;40.266666666666666
37;38;39;43;43;1;34;34;0;34;38;39;54.0;1;33;1;15.0;43;31;30;38;41;1;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;36.11764705882353;36.86666666666667;36.22222222222222;40.13333333333333;35.333333333333336;2;2;3;3;2;3;3;2.0;33.583333333333336
30;41;37;31;38;1;33;40;0;34;41;38;49.0;1;30;1;17.0;31;46;36;30;35;1;1;7;18.0;18.0;2;2;0;7;1;1;37;0.0;34.705882352941174;36.93333333333333;34.888888888888886;33.411764705882355;38.5;2;2;3;3;2;3;3;2.0;37.5
30;36;30;30;31;1;30;34;1;30;30;35;70.0;1;40;1;13.0;30;0;34;31;0;2;0;4;11.0;11.0;2;2;0;4;0;0;0;0.0;35.8235294117647;35.2;31.72222222222222;32.38461538461539;34.09090909090909;2;2;3;3;2;3;3;1.0;30.0
33;34;32;30;44;2;34;42;2;39;37;34;56.0;1;33;1;17.0;30;42;35;30;33;1;1;7;18.0;18.0;2;2;0;7;2;1;43;0.0;36.705882352941174;33.46666666666667;38.111111111111114;33.588235294117645;36.388888888888886;2;2;3;3;2;3;3;2.0;36.375
41;38;31;40;30;1;39;33;1;30;42;41;67.0;1;36;1;14.0;37;0;35;36;40;3;0;5;13.0;13.0;2;2;0;5;1;0;0;0.0;31.529411764705884;35.666666666666664;34.833333333333336;38.0;38.46153846153846;2;2;3;3;2;3;3;2.0;38.9
37;41;40;41;39;1;41;43;0;41;42;37;54.28;1;36;1;15.0;43;45;30;44;37;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;37.88235294117647;42.13333333333333;40.166666666666664;42.733333333333334;38.5;2;2;3;3;2;3;3;3.0;41.54545454545455
31;44;31;38;44;1;0;41;0;34;45;39;55.0;1;45;1;14.0;37;33;45;37;37;0;1;6;16.0;16.0;2;2;0;6;1;1;37;0.0;33.411764705882355;39.8;37.5;39.07142857142857;39.4375;2;2;3;3;2;3;3;2.0;33.0
35;37;38;39;40;1;33;33;1;43;41;40;56.0;1;36;1;17.0;45;31;30;39;35;1;1;7;18.0;18.0;2;2;0;7;1;2;35;0.0;37.23529411764706;38.733333333333334;37.72222222222222;39.11764705882353;34.44444444444444;2;2;3;3;2;3;3;2.0;35.4
30;32;32;31;34;1;37;35;1;38;36;38;52.0;1;34;1;17.0;37;30;33;38;32;2;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;35.8235294117647;35.46666666666667;34.888888888888886;38.8235294117647;34.611111111111114;2;2;3;3;2;3;3;2.0;34.6
33;0;37;0;0;0;0;0;0;28;43;16;52.0;1;33;0;7.0;0;0;0;30;0;0;0;1;0.0;3.0;1;1;1;0;0;0;0;3.0;32.529411764705884;35.0;36.333333333333336;25.11111111111111;16.0;2;2;3;3;2;3;3;2.0;32.0
40;38;36;41;31;1;36;34;0;30;36;36;55.0;1;30;1;17.0;30;30;34;34;30;1;1;7;18.0;18.0;2;2;0;7;1;1;35;0.0;33.1764705882353;38.13333333333333;35.166666666666664;36.35294117647059;34.22222222222222;2;2;3;3;2;3;3;2.0;34.53846153846154
32;34;32;38;32;0;0;0;0;30;35;32;53.0;1;32;1;12.0;21;0;0;32;35;0;0;3;8.0;8.0;2;2;0;3;1;0;0;0.0;32.94117647058823;35.733333333333334;30.5;32.57142857142857;33.5;2;2;3;3;2;3;3;2.0;34.333333333333336
31;39;33;33;32;1;37;31;4;33;35;32;53.0;1;30;1;17.0;36;34;31;30;30;3;2;7;18.0;18.0;2;2;0;7;2;2;48;0.0;32.8235294117647;36.0;31.22222222222222;35.705882352941174;35.44444444444444;2;2;3;3;2;3;3;2.0;37.8
36;33;35;22;36;2;10;0;2;38;39;31;64.0;1;38;1;7.0;4;0;13;37;32;2;0;5;8.0;13.0;1;1;2;3;1;0;0;5.0;39.470588235294116;33.8;35.333333333333336;27.25;24.23076923076923;2;2;3;3;2;3;3;1.0;5.571428571428571
32;50;38;33;38;1;31;35;0;42;42;47;50.0;1;33;1;17.0;47;34;30;40;37;1;1;7;18.0;18.0;2;2;0;7;1;1;49;0.0;35.11764705882353;37.333333333333336;36.166666666666664;41.76470588235294;39.833333333333336;2;2;3;3;2;3;3;2.0;37.30769230769231
35;0;32;45;35;2;40;41;1;33;41;37;58.0;1;36;0;17.0;31;0;41;36;31;1;0;4;10.0;10.0;2;2;0;4;1;0;0;0.0;36.23529411764706;31.333333333333332;35.22222222222222;38.411764705882355;37.6;2;2;3;3;2;3;3;4.0;48.0
34;40;37;30;39;1;30;30;1;36;42;38;63.0;2;43;1;17.0;37;41;32;43;32;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;36.35294117647059;34.8;36.888888888888886;35.64705882352941;36.388888888888886;2;2;3;3;2;3;3;2.0;34.13333333333333
44;40;36;40;40;1;35;36;0;30;47;38;62.0;1;32;1;17.0;42;41;38;47;39;1;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;34.588235294117645;36.93333333333333;39.666666666666664;43.8235294117647;38.05555555555556;2;2;3;3;2;3;3;3.0;41.333333333333336
33;33;37;32;40;1;33;36;0;36;42;37;57.0;1;39;1;17.0;42;39;30;38;37;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;37.470588235294116;35.333333333333336;35.666666666666664;39.588235294117645;35.27777777777778;2;2;3;3;2;3;3;2.0;37.642857142857146
36;35;35;30;34;1;34;40;0;41;45;40;54.0;1;36;1;17.0;34;30;35;44;41;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;34.411764705882355;37.8;38.333333333333336;38.64705882352941;36.111111111111114;2;2;3;3;2;3;3;2.0;34.7
37;39;34;37;32;1;37;34;2;35;41;40;48.0;1;39;1;15.0;37;36;38;35;30;2;1;7;18.0;18.0;2;2;0;7;2;1;45;0.0;38.94117647058823;39.733333333333334;36.888888888888886;36.06666666666667;37.94444444444444;2;2;3;3;2;3;3;1.0;29.8
41;34;33;37;33;1;30;32;3;37;31;36;67.0;1;40;1;14.0;41;30;30;32;41;1;2;7;18.0;18.0;2;2;0;7;2;3;33;0.0;34.411764705882355;34.46666666666667;31.333333333333332;36.857142857142854;33.22222222222222;2;2;3;3;2;3;3;2.0;37.142857142857146
28;0;32;22;33;0;0;24;0;39;35;0;65.0;0;40;0;3.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;34.35294117647059;31.266666666666666;30.733333333333334;31.0;0.0;2;2;3;3;2;3;3;2.0;34.0
43;36;41;43;38;1;30;43;0;31;45;43;65.0;1;32;1;17.0;44;47;38;38;36;1;1;7;18.0;18.0;2;2;0;7;1;1;35;0.0;35.8235294117647;36.93333333333333;38.77777777777778;40.294117647058826;38.55555555555556;2;2;3;3;2;3;3;2.0;40.0
37;36;31;37;32;2;0;36;1;35;36;38;63.0;1;40;1;12.0;31;20;40;34;34;0;1;6;13.0;16.0;2;2;1;5;1;1;37;3.0;36.588235294117645;34.53333333333333;33.72222222222222;33.416666666666664;34.0;2;2;3;3;2;3;3;2.0;36.25
38;38;36;38;43;1;30;37;0;31;35;45;65.0;1;44;1;17.0;32;32;41;40;40;1;1;7;18.0;18.0;2;2;0;7;1;1;31;0.0;36.88235294117647;38.6;39.166666666666664;40.1764705882353;37.22222222222222;2;2;3;3;2;3;3;2.0;37.8
37;33;49;33;37;1;30;40;0;37;41;43;68.0;1;47;1;17.0;36;32;33;33;41;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;38.8235294117647;40.53333333333333;40.166666666666664;39.294117647058826;36.27777777777778;2;2;3;3;2;3;3;3.0;42.06666666666667
39;39;30;37;38;2;42;31;1;37;45;38;70.0;1;43;1;17.0;32;32;40;35;39;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;35.88235294117647;36.86666666666667;37.72222222222222;34.35294117647059;38.27777777777778;2;2;3;3;2;3;3;2.0;38.57142857142857
33;39;33;38;40;1;38;41;0;32;40;45;61.0;1;31;1;15.0;37;35;35;35;36;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;35.470588235294116;36.8;38.166666666666664;36.53333333333333;37.22222222222222;2;2;3;3;2;3;3;3.0;42.5
33;35;31;40;48;1;35;34;1;35;45;37;54.0;1;35;1;17.0;38;38;33;34;34;2;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;34.23529411764706;35.2;38.111111111111114;39.76470588235294;35.5;2;2;3;3;2;3;3;3.0;40.53333333333333
30;41;31;35;31;2;41;35;2;40;36;35;75.0;1;33;1;17.0;33;31;32;30;43;3;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;38.294117647058826;41.06666666666667;33.5;36.0;36.94444444444444;2;2;3;3;2;3;3;2.0;39.083333333333336
35;35;37;30;36;1;0;48;0;30;42;34;67.0;1;35;1;17.0;35;0;41;30;43;0;1;5;13.0;13.0;2;2;0;5;1;0;45;0.0;33.23529411764706;36.333333333333336;36.611111111111114;34.11764705882353;38.92307692307692;2;2;3;3;2;3;3;3.0;41.0
34;36;30;30;39;1;0;34;1;44;42;36;64.0;1;35;1;14.0;35;0;31;31;43;0;0;4;11.0;11.0;2;2;0;4;3;0;0;0.0;35.588235294117645;36.86666666666667;35.27777777777778;35.42857142857143;35.90909090909091;2;2;3;3;2;3;3;3.0;42.2
30;0;30;0;30;1;0;0;0;32;31;37;67.0;1;27;0;9.0;20;0;33;31;23;0;0;3;6.0;8.0;2;2;1;2;1;0;0;2.0;31.470588235294116;31.666666666666668;29.416666666666668;32.54545454545455;32.0;2;2;3;3;2;3;3;3.0;40.4
30;37;30;35;41;1;36;48;0;43;30;37;59.0;1;40;1;17.0;33;0;37;30;35;1;1;6;15.0;15.0;2;2;0;6;1;0;44;0.0;36.11764705882353;36.333333333333336;36.22222222222222;35.294117647058826;37.53333333333333;2;2;3;3;2;3;3;2.0;36.72727272727273
35;41;33;40;37;1;0;45;0;31;42;39;69.0;1;36;1;12.0;33;0;41;36;37;0;0;4;11.0;11.0;2;2;0;4;1;0;0;0.0;33.1764705882353;39.4;34.5;36.333333333333336;39.72727272727273;2;2;3;3;2;3;3;3.0;41.2
32;0;33;31;47;1;0;31;0;31;39;0;67.0;0;34;0;12.0;33;0;32;32;30;0;0;2;5.0;5.0;2;2;0;2;1;0;0;0.0;35.0;37.666666666666664;35.388888888888886;34.0;31.2;2;2;3;3;2;3;3;3.0;43.333333333333336
37;45;31;40;47;1;37;41;1;38;35;43;76.0;1;42;1;17.0;42;32;30;35;38;2;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;35.529411764705884;40.666666666666664;39.72222222222222;40.23529411764706;36.666666666666664;2;2;3;3;2;3;3;3.0;43.2
33;42;30;34;40;1;39;41;1;37;42;38;64.0;1;40;1;17.0;35;33;30;30;35;1;1;7;18.0;18.0;2;2;0;7;1;2;30;0.0;35.705882352941174;38.0;37.22222222222222;35.294117647058826;35.388888888888886;2;2;3;3;2;3;3;3.0;42.5
33;42;35;30;39;1;37;42;0;38;42;42;65.0;1;44;1;12.0;33;30;41;30;35;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;39.23529411764706;40.4;37.611111111111114;35.25;38.5;2;2;3;3;2;3;3;2.0;38.1
31;38;38;36;50;1;33;43;0;44;44;37;56.0;1;34;1;17.0;38;46;38;44;34;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;38.8235294117647;40.06666666666667;38.611111111111114;38.588235294117645;38.27777777777778;2;2;3;3;2;3;3;2.0;39.53846153846154
37;36;35;30;39;1;44;46;0;38;44;37;65.0;1;41;1;15.0;36;34;32;30;43;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;38.294117647058826;38.06666666666667;40.666666666666664;36.8;37.166666666666664;2;2;3;3;2;3;3;2.0;39.07692307692308
30;36;30;30;30;1;0;31;0;33;31;30;61.0;1;45;1;12.0;26;0;32;34;39;0;0;4;11.0;11.0;2;2;0;4;1;0;0;0.0;35.588235294117645;33.13333333333333;31.444444444444443;34.42857142857143;33.81818181818182;2;2;3;3;2;3;3;2.0;35.2
40;39;34;33;42;1;41;32;0;44;39;36;60.0;1;42;1;15.0;30;36;41;40;30;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;37.411764705882355;39.666666666666664;37.333333333333336;35.666666666666664;37.55555555555556;2;2;3;3;2;3;3;2.0;35.2
31;42;30;35;40;1;47;35;0;44;37;38;61.0;1;36;1;17.0;30;30;30;38;34;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;37.11764705882353;37.86666666666667;36.111111111111114;36.470588235294116;37.22222222222222;2;2;3;3;2;3;3;3.0;41.75
33;34;39;35;39;1;37;36;0;36;42;42;67.0;1;40;1;17.0;34;0;36;30;32;1;1;6;15.0;15.0;2;2;0;6;1;0;44;0.0;36.411764705882355;37.4;36.888888888888886;36.88235294117647;37.46666666666667;2;2;3;3;2;3;3;2.0;37.6
36;39;36;30;37;1;41;42;0;32;40;43;53.0;1;35;1;17.0;39;37;37;38;45;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;33.705882352941174;40.666666666666664;37.72222222222222;36.35294117647059;40.22222222222222;2;2;3;3;2;3;3;2.0;35.9
34;37;33;39;37;2;38;41;1;42;40;37;65.0;1;40;1;17.0;36;49;34;31;34;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;39.0;33.93333333333333;35.5;38.35294117647059;37.5;2;2;3;3;2;3;3;2.0;34.27272727272727
30;36;33;30;38;1;33;35;0;34;42;38;67.0;1;41;1;17.0;30;0;31;30;32;1;1;6;15.0;15.0;2;2;0;6;1;0;47;0.0;34.94117647058823;35.333333333333336;34.27777777777778;35.05882352941177;35.93333333333333;2;2;3;3;2;3;3;2.0;35.0
33;38;30;41;33;1;33;30;1;41;42;37;60.0;1;38;1;17.0;33;30;32;34;30;1;1;7;18.0;18.0;2;2;0;7;1;2;47;0.0;34.76470588235294;34.4;33.611111111111114;37.1764705882353;35.05555555555556;2;2;3;3;2;3;3;2.0;33.111111111111114
39;38;34;31;34;1;30;40;0;38;35;37;61.0;1;33;1;17.0;35;14;33;45;36;1;1;7;15.0;18.0;2;2;1;6;1;1;36;3.0;36.64705882352941;38.06666666666667;34.72222222222222;38.23529411764706;31.666666666666668;2;2;3;3;2;3;3;3.0;43.5
38;43;37;42;50;1;43;43;0;41;45;43;59.0;1;41;1;17.0;39;31;34;36;48;1;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;39.35294117647059;43.86666666666667;43.44444444444444;41.0;38.94444444444444;2;2;3;3;2;3;3;3.0;40.4
36;35;30;30;32;1;31;32;1;37;39;30;64.0;1;32;1;17.0;30;0;37;33;31;1;0;5;13.0;13.0;2;2;0;5;2;0;0;0.0;34.411764705882355;36.2;33.94444444444444;33.94117647058823;33.07692307692308;2;2;3;3;2;3;3;2.0;36.625
34;40;35;36;35;1;36;37;0;42;35;44;65.0;1;34;1;17.0;34;33;30;34;35;1;1;7;18.0;18.0;2;2;0;7;1;1;47;0.0;35.05882352941177;42.06666666666667;34.27777777777778;36.88235294117647;37.611111111111114;2;2;3;3;2;3;3;2.0;37.53846153846154
33;40;30;30;32;1;0;38;0;37;42;30;61.0;1;33;1;14.0;35;33;35;45;39;0;1;6;16.0;16.0;2;2;0;6;1;1;43;0.0;35.470588235294116;34.6;35.666666666666664;38.214285714285715;36.125;2;2;3;3;2;3;3;2.0;38.666666666666664
35;42;31;38;47;1;39;30;0;36;41;40;67.0;1;36;1;17.0;36;24;44;38;39;1;1;7;15.0;18.0;2;2;1;6;1;1;45;3.0;34.11764705882353;34.46666666666667;36.888888888888886;38.94117647058823;38.666666666666664;2;2;3;3;2;3;3;3.0;40.285714285714285
34;37;31;40;37;1;0;38;1;30;36;31;75.0;1;41;1;17.0;34;0;30;33;40;0;1;5;13.0;13.0;2;2;0;5;2;0;43;0.0;31.823529411764707;34.733333333333334;34.611111111111114;33.0;35.38461538461539;2;2;3;3;2;3;3;2.0;37.142857142857146
31;34;32;30;39;1;43;40;0;33;32;34;59.0;1;40;1;17.0;30;0;33;35;33;1;1;6;15.0;15.0;2;2;0;6;1;0;36;0.0;34.23529411764706;36.333333333333336;35.44444444444444;35.76470588235294;35.13333333333333;2;2;3;3;2;3;3;2.0;33.0
38;39;33;32;41;1;34;35;0;34;33;40;60.0;1;41;1;17.0;33;32;33;30;45;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;35.529411764705884;39.266666666666666;36.44444444444444;36.05882352941177;37.888888888888886;2;2;3;3;2;3;3;3.0;40.166666666666664
39;36;39;39;39;1;38;41;0;50;41;42;65.0;1;35;1;17.0;39;30;33;37;35;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;41.705882352941174;37.13333333333333;37.333333333333336;37.705882352941174;36.72222222222222;2;2;3;3;2;3;3;2.0;36.2
30;0;30;0;40;0;0;17;0;38;41;39;64.0;1;37;0;9.0;30;0;0;33;39;0;0;2;5.0;5.0;2;2;0;2;1;0;0;0.0;33.88235294117647;34.53333333333333;32.27777777777778;32.22222222222222;39.0;2;2;3;3;2;3;3;2.0;39.0
38;40;35;43;50;1;45;44;0;36;44;38;61.0;1;41;1;17.0;42;35;37;38;39;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;37.76470588235294;38.93333333333333;43.0;42.76470588235294;39.0;2;2;3;3;2;3;3;3.0;41.84615384615385
35;0;31;44;38;2;0;37;1;36;32;0;67.0;0;30;0;12.0;0;0;47;36;0;0;0;1;3.0;3.0;2;2;0;1;0;0;0;0.0;35.11764705882353;34.333333333333336;36.388888888888886;38.666666666666664;47.0;2;2;3;3;2;3;3;1.0;22.666666666666668
36;37;40;31;33;1;31;38;2;39;43;36;55.0;1;32;1;17.0;33;21;30;34;30;2;0;6;13.0;16.0;2;2;1;5;1;2;0;3.0;36.76470588235294;34.13333333333333;35.55555555555556;35.11764705882353;30.875;2;2;3;3;2;3;3;2.0;33.9
38;32;31;30;30;1;0;35;0;35;39;34;52.0;1;39;1;14.0;37;14;30;40;36;0;1;6;13.0;16.0;2;2;1;5;1;1;42;3.0;33.23529411764706;38.46666666666667;34.0;38.07142857142857;30.375;2;2;3;3;2;3;3;2.0;32.0
39;39;32;34;34;2;31;41;4;30;39;34;61.0;1;39;1;15.0;33;37;34;33;30;2;1;7;18.0;18.0;2;2;0;7;2;2;46;0.0;35.05882352941177;32.6;36.0;34.13333333333333;35.888888888888886;2;2;3;3;2;3;3;2.0;34.54545454545455
35;41;40;35;32;1;39;46;0;39;36;40;58.0;1;40;1;17.0;41;44;34;31;31;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;39.8235294117647;34.86666666666667;36.55555555555556;39.05882352941177;39.388888888888886;2;2;3;3;2;3;3;2.0;34.875
40;38;32;38;39;1;37;35;0;38;43;45;62.0;1;38;1;17.0;44;30;32;46;39;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;37.470588235294116;39.2;37.22222222222222;42.23529411764706;37.27777777777778;2;2;3;3;2;3;3;2.0;37.1
33;37;32;30;38;2;0;17;1;37;30;33;55.0;1;40;1;12.0;30;30;30;30;30;0;1;6;16.0;16.0;2;2;0;6;1;1;47;0.0;35.529411764705884;34.666666666666664;31.22222222222222;31.0;34.0;2;2;3;3;2;3;3;2.0;35.0
38;39;32;35;42;1;33;30;0;40;38;41;70.0;1;41;1;17.0;32;30;30;40;44;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;36.8235294117647;38.06666666666667;35.333333333333336;37.705882352941174;36.888888888888886;2;2;3;3;2;3;3;2.0;39.25
40;41;38;35;33;1;37;44;0;40;36;40;54.0;1;39;1;17.0;36;31;35;45;37;1;1;7;18.0;18.0;2;2;0;7;1;1;47;0.0;37.8235294117647;35.4;37.666666666666664;40.94117647058823;37.94444444444444;2;2;3;3;2;3;3;2.0;38.9
36;36;35;35;43;1;17;40;0;46;40;36;69.0;1;30;1;17.0;34;15;30;30;30;1;1;7;13.0;18.0;1;2;2;5;1;1;45;5.0;38.11764705882353;34.93333333333333;36.94444444444444;33.94117647058823;29.72222222222222;2;2;3;3;2;3;3;2.0;38.5
39;32;36;38;47;2;30;43;1;30;43;38;58.0;1;38;1;17.0;37;30;32;40;42;1;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;34.8235294117647;37.0;39.55555555555556;38.8235294117647;33.666666666666664;2;2;3;3;2;3;3;2.0;34.5
35;37;30;32;43;0;23;34;0;43;32;33;74.0;1;35;1;15.0;30;32;0;36;32;1;0;5;11.0;13.0;2;2;1;4;1;1;0;2.0;37.35294117647059;33.86666666666667;36.166666666666664;33.333333333333336;32.0;2;2;3;3;2;3;3;3.0;44.0
37;0;33;0;37;0;0;1;0;40;38;0;56.32;0;0;0;9.0;0;0;0;36;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;33.94117647058823;37.8;25.470588235294116;36.666666666666664;0.0;2;2;3;3;2;3;3;2.0;31.0
37;37;38;30;37;1;0;32;0;34;32;42;63.0;1;44;1;14.0;33;20;33;30;45;0;1;6;13.0;16.0;2;2;1;5;1;1;34;3.0;37.11764705882353;38.13333333333333;34.0;35.785714285714285;34.625;2;2;3;3;2;3;3;2.0;39.75
40;38;33;40;30;1;0;35;0;37;46;36;71.0;1;42;1;14.0;39;32;30;45;32;0;1;6;16.0;16.0;2;2;0;6;1;1;31;0.0;37.0;36.0;35.111111111111114;40.857142857142854;33.375;2;2;3;3;2;3;3;2.0;40.0
40;41;35;39;39;1;44;41;0;48;48;41;62.0;1;41;1;17.0;42;33;37;34;39;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;41.35294117647059;39.6;41.111111111111114;41.0;39.44444444444444;2;2;3;3;2;3;3;3.0;43.53333333333333
43;37;34;31;48;1;30;41;0;37;41;39;65.0;1;36;1;17.0;48;0;30;31;42;1;1;6;15.0;15.0;2;2;0;6;1;0;47;0.0;34.1764705882353;36.6;40.55555555555556;37.8235294117647;37.06666666666667;2;2;3;3;2;3;3;2.0;34.125
43;38;31;31;32;1;34;42;0;30;41;39;57.0;1;41;1;14.0;35;36;30;40;32;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;33.294117647058826;36.0;36.833333333333336;34.94117647058823;34.5;2;2;3;3;2;3;3;2.0;36.75
37;40;35;39;42;1;30;42;1;38;44;37;56.0;1;35;1;15.0;37;34;30;31;34;1;1;7;18.0;18.0;2;2;0;7;1;2;37;0.0;39.64705882352941;40.86666666666667;39.0;36.4;34.72222222222222;2;2;3;3;2;3;3;2.0;37.2
35;0;34;38;35;0;0;0;0;30;35;0;59.0;0;30;0;8.0;30;0;0;0;30;0;0;1;2.0;2.0;2;2;0;1;1;0;0;0.0;33.76470588235294;34.266666666666666;33.333333333333336;38.75;30.0;2;2;3;3;2;3;3;3.0;42.0
30;37;32;0;50;0;0;0;0;37;30;31;68.0;1;30;1;7.0;0;0;0;34;17;0;0;3;6.0;8.0;1;2;1;2;1;0;0;2.0;33.35294117647059;35.8;36.666666666666664;34.0;29.75;2;2;3;3;2;3;3;2.0;35.0
36;0;31;36;30;0;0;25;1;33;31;32;53.0;1;38;0;10.0;20;0;0;34;21;0;0;2;3.0;5.0;1;2;1;1;2;0;0;2.0;35.529411764705884;35.06666666666667;30.72222222222222;32.25;27.6;2;2;3;3;2;3;3;2.0;40.0
38;38;32;30;35;1;30;40;1;39;36;36;59.0;1;35;1;15.0;32;0;30;30;38;1;1;6;15.0;15.0;2;2;0;6;2;0;37;0.0;36.11764705882353;35.666666666666664;34.94444444444444;34.6;34.8;2;2;3;3;2;3;3;2.0;32.5
40;36;30;0;30;3;0;0;2;30;40;31;69.0;1;33;1;9.0;10;0;24;37;23;0;0;4;6.0;11.0;1;1;2;2;2;0;0;5.0;34.11764705882353;36.8;34.416666666666664;24.642857142857142;29.0;2;2;3;3;2;3;3;1.0;28.428571428571427
39;38;32;31;31;1;0;34;0;41;40;39;69.0;1;41;1;17.0;37;30;30;37;42;0;1;6;16.0;16.0;2;2;0;6;1;1;41;0.0;35.705882352941174;34.0;35.388888888888886;35.8235294117647;36.0625;2;2;3;3;2;3;3;2.0;36.75
32;41;30;33;42;2;30;31;1;46;43;38;64.0;1;37;1;17.0;30;39;26;39;43;1;1;7;15.0;18.0;2;2;1;6;1;1;35;3.0;36.588235294117645;36.666666666666664;36.166666666666664;36.11764705882353;36.0;2;2;3;3;2;3;3;3.0;41.333333333333336
30;33;31;30;41;1;0;0;1;36;41;39;55.0;1;38;1;14.0;34;0;43;30;38;0;0;4;11.0;11.0;2;2;0;4;2;0;0;0.0;33.23529411764706;34.0;34.8;36.214285714285715;38.27272727272727;2;2;3;3;2;3;3;2.0;32.5
38;40;36;35;41;1;38;39;0;38;46;37;63.0;1;35;1;17.0;37;35;32;46;33;1;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;40.294117647058826;42.4;39.888888888888886;41.64705882352941;35.55555555555556;2;2;3;3;2;3;3;2.0;38.46666666666667
43;40;42;39;43;1;38;44;0;36;42;42;52.0;1;35;1;17.0;31;35;34;46;32;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;41.294117647058826;43.06666666666667;40.611111111111114;41.64705882352941;36.27777777777778;2;2;3;3;2;3;3;2.0;37.06666666666667
30;39;35;30;31;1;0;30;2;35;37;33;58.0;2;40;1;14.0;30;0;30;39;24;0;0;4;9.0;11.0;2;2;1;3;2;0;0;2.0;34.411764705882355;32.46666666666667;34.0;34.857142857142854;32.18181818181818;2;2;3;3;2;3;3;2.0;34.75
42;42;30;31;36;1;30;35;0;30;43;35;62.0;1;39;1;17.0;33;22;32;30;40;1;1;7;13.0;18.0;2;2;2;5;1;1;26;5.0;33.35294117647059;35.333333333333336;36.611111111111114;35.35294117647059;32.5;2;2;3;3;2;3;3;2.0;34.875
41;37;32;41;35;2;0;34;3;36;34;30;59.0;1;35;1;12.0;31;21;39;30;36;0;2;6;13.0;16.0;2;2;1;5;1;2;35;3.0;32.8235294117647;32.93333333333333;34.05555555555556;34.416666666666664;32.6875;2;2;3;3;2;3;3;2.0;38.2
39;37;32;30;45;1;0;32;0;38;39;35;59.0;1;31;1;12.0;30;0;30;42;34;0;1;5;13.0;13.0;2;2;0;5;1;0;33;0.0;37.411764705882355;37.6;36.666666666666664;35.833333333333336;33.84615384615385;2;2;3;3;2;3;3;2.0;30.25
