CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_TRES;NOTA_PROB;NOTA_CIENCIAS_COMP_UNO;NOTA_MOD_PROG_DOS;NOTA_ARQ_COMP;NOTA_INV_OP_UNO;NOTA_FISICA_TRES;VECES_INV_OP_UNO;VECES_PROB;VECES_MOD_PROG_DOS;VECES_FISICA_TRES;NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;PROMEDIO_CINCO;NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;VECES_F_ING_SOF;VECES_REDES_COM_DOS;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NCP_SEIS;NOTA_GI_DOS;PROMEDIO_SEIS;NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
53.95;72.32;6;61.56;62.42;477.24;65.96;35.47222222222222;30.0;45.0;35.0;8;2;40.0;27.5;40.0;2;9;18.0;15.0;1;39.0;1;2;43.0;1;31.710526315789473;35.0;40.0;32.5;29.0;39.0;2;45;1;5;1;10.0;2;38.0;8;40.0;44.0;47.0;35.0;48.0;50;1;1;18.0;6;46.0;7;36.47222222222222;34.0;33.0;49.0;43.0;37.0;37.0;1;1;1;1;30.0;29.5;40.0;40.0;41.0;45;1;1;37.0;1;1;2;1;1;0;39.78947368421053;39.0;50;50.0;37.0;41;1;34.0;36;1;1;1;1;3.0;45.0;37.583333333333336;45.0;46.0;37.0;46.0;46.0;1;1;1;0;1;42.25;3.0
67.01;45.94;6;44.68;47.38;426.06;54.54;36.75;30.0;45.0;40.0;9;1;40.0;32.5;40.0;2;9;18.0;18.0;1;40.0;0;1;39.0;1;34.5;30.0;39.0;41.0;26.0;44.0;1;41;1;6;1;13.0;2;27.5;8;40.0;40.0;40.0;39.0;44.0;50;1;1;18.0;5;33.0;7;35.02777777777778;37.0;41.0;44.0;40.0;30.0;34.0;1;1;1;1;30.0;33.0;50.0;49.0;48.0;43;1;1;40.0;1;1;1;1;1;0;38.31578947368421;38.0;50;38.0;34.0;40;1;47.0;44;1;1;1;1;0.0;50.0;41.72222222222222;49.0;42.0;40.0;46.0;44.0;1;1;1;1;1;43.0;3.0
67.13;39.05;6;57.16;52.83;454.46;52.45;27.444444445333332;21.66666667;30.0;35.0;4;3;30.0;20.0;25.0;3;7;15.0;7.0;1;0.0;3;3;0.0;0;23.400000002000002;19.0;0.0;0.0;0.0;0.0;0;0;0;1;2;2.0;0;0.0;2;0.0;0.0;0.0;0.0;0.0;0;0;0;2.0;0;0.0;1;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;47.0;4.0
73.57;44.71;8;58.93;59.89;461.09;46.1;33.388888888888886;30.0;40.0;30.0;9;0;35.0;30.0;35.0;1;9;18.0;18.0;1;32.0;0;1;47.0;1;34.63157894736842;30.0;40.0;43.0;40.0;42.0;1;45;1;6;1;13.0;1;30.0;8;38.0;41.0;39.0;34.0;47.0;50;1;1;18.0;7;42.0;7;38.5;27.66666667;34.0;42.0;37.0;39.0;32.0;1;3;1;2;34.0;40.0;38.0;40.0;39.0;50;1;1;37.0;1;1;1;1;1;2;36.21052631631579;33.0;50;24.5;31.0;43;2;37.0;45;1;1;1;1;0.0;50.0;40.166666666666664;39.0;44.0;38.0;44.0;43.0;1;1;1;1;1;37.75;2.0
67.01;50.86;1;50.78;64.33;433.58;48.26;31.470588235294116;30.0;45.0;40.0;6;2;30.0;30.0;25.0;1;8;17.0;14.0;1;20.0;2;2;0.0;1;28.781250000625;28.5;40.0;0.0;0.0;0.0;0;40;1;3;2;8.0;1;0.0;6;39.0;0.0;7.5;12.5;0.0;0;0;0;10.0;2;0.0;4;25.7;0.0;0.0;0.0;5.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;1;5.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
61.26;83.41;12;64.97;56.05;466.96;60.56;35.72222222222222;30.0;45.0;35.0;9;0;40.0;35.0;30.0;1;9;18.0;18.0;1;36.0;0;1;41.0;1;37.10526315736842;30.0;39.0;30.5;35.0;38.0;2;37;1;6;1;13.0;1;30.0;8;35.0;37.0;37.0;31.0;41.0;37;1;1;18.0;7;38.0;7;34.083333333333336;46.0;31.5;41.0;45.0;29.5;41.0;2;1;1;1;46.0;35.0;47.0;38.0;42.0;45;1;1;40.0;1;1;1;1;1;2;39.0;36.0;50;38.0;34.0;30;1;38.0;43;1;1;1;1;0.0;45.0;41.333333333333336;43.0;41.0;45.0;30.0;45.0;1;1;1;1;1;36.5;2.0
82.45;43.48;3;56.82;57.93;476.22;63.4;33.23529411764706;30.0;50.0;40.0;7;0;35.0;35.0;30.0;1;8;17.0;15.0;1;15.0;1;1;0.0;1;29.249999999285713;30.0;15.5;7.0;0.0;0.0;1;25;2;3;1;8.0;0;0.0;5;40.0;0.0;0.0;0.0;0.0;0;0;0;10.0;1;0.0;4;17.75;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
58.94;77.14;8;53.07;58.28;465.49;52.45;34.166666666666664;25.0;40.0;35.0;8;2;40.0;30.0;45.0;2;9;18.0;14.0;1;38.0;1;2;39.0;1;32.86842105368421;35.0;30.0;30.0;22.5;39.0;1;40;1;5;1;10.0;2;33.0;8;40.0;37.0;37.0;31.0;33.0;50;1;1;18.0;6;30.0;7;31.916666666666668;33.0;34.0;44.0;39.0;33.0;23.5;1;1;1;2;37.0;36.0;33.0;45.0;41.0;47;1;1;38.0;1;1;1;1;1;1;35.078947368421055;41.0;50;33.5;28.5;42;2;29.5;40;1;1;1;2;0.0;47.0;40.0;46.0;21.0;35.0;47.0;44.0;2;1;2;1;1;40.25;3.0
73.57;65.1;1;46.76;47.38;425.79;52.45;41.611111111111114;35.0;50.0;45.0;9;0;40.0;40.0;50.0;1;9;18.0;18.0;1;45.0;0;1;44.0;1;38.526315789473685;40.0;40.0;35.0;30.0;47.0;1;46;1;8;1;19.0;1;30.0;8;40.0;41.0;43.0;40.0;46.0;50;1;1;18.0;7;37.0;7;37.27777777777778;39.0;34.0;48.0;42.0;39.0;33.0;1;1;1;1;30.0;44.0;49.0;40.0;43.0;50;1;1;39.0;1;1;1;1;1;0;40.1578947368421;43.0;50;47.0;40.0;41;1;45.0;47;1;1;1;1;0.0;50.0;42.388888888888886;44.0;44.0;50.0;38.0;49.0;1;1;1;1;1;44.625;3.0
58.94;72.32;11;59.3;62.42;490.16;61.03;36.470588235294116;35.0;35.0;50.0;6;0;40.0;35.0;15.0;1;8;17.0;15.0;1;35.0;2;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;50;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;2.0;1;0.0;1;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;47.0;4.0
64.24;42.76;11;55.09;62.42;464.25;46.1;38.5;35.0;40.0;40.0;9;0;40.0;35.0;40.0;1;9;18.0;18.0;1;39.0;0;1;50.0;1;38.31578947368421;40.0;40.0;35.0;30.0;36.0;1;45;1;8;1;19.0;1;35.0;8;45.0;41.0;44.0;44.0;44.0;50;1;1;18.0;7;38.0;7;36.77777777777778;40.0;35.0;49.0;41.0;38.0;33.0;1;1;1;1;33.0;42.0;41.0;43.0;43.0;50;1;1;38.0;1;1;1;1;1;0;39.8421052631579;37.0;50;35.0;39.0;46;1;36.0;48;1;1;1;1;0.0;50.0;41.833333333333336;44.0;44.0;37.0;37.0;44.0;1;1;1;1;1;43.4;3.0
64.24;43.48;8;57.16;52.83;463.92;61.03;34.72222222222222;30.0;40.0;30.0;9;2;40.0;35.0;40.0;1;9;18.0;18.0;1;37.0;0;3;41.0;1;35.63157894736842;34.0;28.0;36.0;26.5;37.0;1;40;2;6;1;13.0;2;31.0;8;42.0;30.0;19.0;24.5;47.0;50;1;1;18.0;5;47.0;7;32.583333333333336;28.5;38.0;42.0;39.0;31.0;18.0;1;2;1;2;31.0;30.0;47.0;44.0;39.0;45;1;1;47.0;1;1;1;1;1;2;33.39473684210526;36.0;50;32.5;39.0;41;2;33.0;45;1;1;1;1;0.0;45.0;40.666666666666664;49.0;34.0;44.0;45.0;45.0;1;1;1;0;1;45.666666666666664;4.0
55.73;50.67;0;69.14;63.23;477.42;66.67;28.02777777777778;22.5;22.5;30.0;4;7;25.0;27.5;30.0;2;9;18.0;7.0;2;33.0;5;2;46.0;1;36.333333333333336;31.5;31.0;15.0;29.0;29.0;4;34;1;5;2;12.0;2;29.5;7;27.0;31.0;47.0;33.0;42.0;0;1;1;18.0;3;46.0;7;27.916666666666668;20.33333333;38.0;47.0;0.0;0.0;0.0;0;3;1;0;42.0;0.0;10.33333333;0.0;42.0;0;1;3;15.0;1;0;0;2;0;1;37.09090909;0.0;0;26.0;0.0;22;2;0.0;0;0;2;0;0;5.0;0.0;25.96296296222222;0.0;0.0;33.0;0.0;0.0;0;0;1;0;0;48.0;4.0
64.16;53.32;4;52.77;59.89;463.6;48.26;42.166666666666664;35.0;50.0;50.0;9;0;40.0;40.0;50.0;1;9;18.0;18.0;1;45.0;0;1;44.0;1;41.21052631578947;45.0;45.0;30.0;30.0;42.0;1;47;1;7;1;18.0;1;40.0;8;45.0;40.0;47.0;43.0;43.0;50;1;1;18.0;7;47.0;7;39.05555555555556;37.0;38.0;50.0;39.0;43.0;34.0;1;1;1;1;32.0;45.0;49.0;43.0;48.0;50;1;1;40.0;1;1;1;1;1;0;41.26315789473684;43.0;50;31.0;45.0;45;1;50.0;48;1;1;1;1;0.0;50.0;44.0;49.0;46.0;50.0;38.0;50.0;1;1;1;1;1;45.75;4.0
64.24;48.4;18;53.07;56.4;447.62;56.64;37.833333333333336;35.0;45.0;40.0;9;0;40.0;35.0;50.0;1;9;18.0;18.0;1;30.0;0;1;41.0;1;34.86842105263158;40.0;35.0;30.5;40.0;41.0;2;38;1;6;1;13.0;1;32.0;8;35.0;38.0;41.0;34.0;43.0;50;1;1;18.0;7;35.0;7;36.138888888888886;25.5;32.0;45.0;41.0;36.0;31.0;1;2;1;1;34.0;31.5;31.0;46.0;34.0;50;1;2;37.0;2;1;2;1;1;2;35.078947368421055;34.0;45;34.0;44.0;32;1;29.0;50;1;1;1;2;0.0;45.0;38.416666666666664;44.0;30.0;37.0;43.0;42.0;1;1;1;1;1;42.875;3.0
60.49;67.6;10;53.95;54.01;448.33;57.32;29.0;25.0;25.0;25.0;3;6;30.0;27.5;25.0;2;9;18.0;5.0;2;41.0;6;2;45.0;1;32.39473684157895;42.0;47.0;25.0;21.66666667;29.0;3;42;1;5;1;10.0;3;14.33333333;8;30.0;42.0;29.33333333;16.0;42.0;50;1;1;18.0;3;22.33333333;7;30.555555555555557;18.66666667;19.0;30.0;27.5;35.0;18.66666667;1;3;1;3;32.0;40.0;37.0;40.0;30.0;45;1;1;42.0;1;1;1;1;1;4;27.000000001052634;39.0;40;35.0;30.0;40;1;38.0;36;1;1;1;1;0.0;0.0;38.833333333333336;32.0;23.0;31.0;40.0;36.5;2;1;1;1;2;35.9166666675;2.0
54.03;45.94;16;48.79;54.3;443.88;63.4;28.0;15.0;45.0;30.0;6;1;35.0;30.0;30.0;1;7;15.0;11.0;1;0.0;1;2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
52.15;52.09;20;64.99;55.57;472.71;62.97;39.72222222222222;30.0;45.0;45.0;9;1;45.0;40.0;50.0;1;9;18.0;18.0;1;36.0;0;2;43.0;1;41.31578947368421;40.0;50.0;36.0;35.0;45.0;1;46;1;8;1;19.0;1;35.0;8;35.0;35.0;48.0;37.0;43.0;50;1;1;18.0;7;45.0;7;40.55555555555556;39.0;38.0;49.0;42.0;36.0;34.0;1;1;1;1;35.0;32.0;44.0;47.0;44.0;50;1;1;40.0;1;1;1;1;1;0;40.63157894736842;39.0;50;40.0;35.0;38;1;39.0;32;1;1;1;1;0.0;50.0;41.833333333333336;42.0;47.0;33.0;41.0;43.0;1;1;1;1;1;43.2;3.0
65.25;55.64;12;55.53;57.31;452.1;57.14;32.0;27.5;45.0;40.0;7;1;30.0;30.0;40.0;1;9;18.0;12.0;1;15.0;2;2;41.0;1;34.71052631578947;30.0;31.5;30.0;35.0;34.0;1;37;2;5;1;10.0;1;38.0;8;30.0;39.0;35.0;34.0;44.0;50;1;1;18.0;7;44.0;7;33.638888888888886;34.0;30.0;36.0;36.0;33.0;33.5;1;1;1;2;33.0;39.0;44.0;47.0;30.0;50;1;1;44.0;1;1;1;1;1;2;35.026315789473685;33.0;50;40.0;33.0;36;1;47.0;45;2;1;1;1;0.0;50.0;41.888888888888886;44.0;43.0;38.0;47.0;42.0;1;1;1;1;1;41.0;3.0
82.69;59.64;20;53.07;56.4;445.18;50.37;15.0;15.0;15.0;15.0;0;0;15.0;15.0;15.0;1;7;15.0;0.0;1;0.0;7;1;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
61.49;59.64;7;54.77;62.0;478.63;54.54;37.94444444444444;25.0;45.0;40.0;8;1;45.0;35.0;50.0;1;9;18.0;14.0;1;39.0;1;2;50.0;1;35.868421053157896;35.0;45.0;30.0;38.0;44.0;1;45;1;7;1;16.0;1;32.0;8;40.0;38.0;37.0;36.0;40.0;50;1;1;18.0;7;39.0;7;37.94444444444444;30.0;38.0;43.0;32.0;34.0;35.0;1;1;1;1;33.0;33.0;50.0;47.0;44.0;44;1;1;37.0;1;1;1;1;1;0;36.73684210526316;36.0;50;34.0;43.0;40;1;44.0;41;1;1;1;1;0.0;50.0;40.94444444444444;48.0;43.0;35.0;44.0;44.0;1;1;1;1;1;40.0;2.0
70.26;59.64;0;49.05;54.59;459.49;52.45;31.764705882352942;22.5;45.0;35.0;6;1;40.0;35.0;45.0;1;8;17.0;11.0;1;15.0;2;4;0.0;1;28.764705882941175;41.0;39.0;0.0;0.0;46.0;0;0;1;3;1;6.0;0;22.0;7;42.0;37.0;30.0;0.0;0.0;0;1;0;10.0;3;0.0;4;35.7;10.0;0.0;13.5;0.0;0.0;0.0;0;2;2;0;0.0;36.0;0.0;0.0;32.0;0;0;0;0.0;1;0;1;0;0;2;8.8125;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;34.4;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
67.13;72.32;16;51.06;60.27;447.77;54.54;36.55555555555556;25.0;45.0;35.0;8;1;45.0;35.0;50.0;1;9;18.0;14.0;1;37.0;1;2;44.0;1;33.894736841052634;30.0;30.0;36.0;33.0;30.0;1;47;1;5;1;12.0;1;33.0;8;35.0;46.0;30.0;34.0;40.0;50;1;1;18.0;7;30.0;7;33.888888888888886;29.5;35.0;48.0;42.0;37.0;30.0;1;2;1;1;30.0;32.0;36.0;40.0;36.0;50;2;1;39.0;2;1;1;1;1;1;37.81578947368421;39.0;50;22.0;31.0;44;2;37.0;37;1;1;1;1;0.0;50.0;38.166666666666664;42.0;43.0;40.0;43.0;43.0;1;1;1;1;1;39.0;2.0
61.49;45.94;0;63.55;56.08;470.68;54.54;33.0;25.0;45.0;30.0;6;1;35.0;35.0;40.0;1;7;15.0;11.0;1;0.0;1;2;0.0;0;26.25357142857143;25.0;17.5;0.0;14.5;0.0;0;0;2;2;2;5.0;2;4.5;5;30.0;35.0;0.0;0.0;0.0;0;1;0;11.0;0;0.0;4;14.5;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;49.0;4.0
67.13;54.9;7;53.07;54.59;458.2;52.45;35.833333333333336;27.5;45.0;40.0;7;1;45.0;35.0;50.0;1;9;18.0;12.0;1;15.0;2;2;50.0;1;36.71052631578947;35.0;45.0;35.0;33.0;39.0;1;43;1;7;1;16.0;1;39.0;8;40.0;39.0;42.0;40.0;44.0;50;1;1;18.0;7;38.0;7;38.333333333333336;35.0;34.0;44.0;36.0;37.0;34.0;1;1;1;1;37.0;36.0;48.0;44.0;44.0;50;1;1;38.0;1;1;1;1;1;0;37.578947368421055;40.0;50;48.0;35.0;42;1;49.0;44;1;1;1;1;0.0;50.0;42.333333333333336;45.0;35.0;48.0;46.0;49.0;2;1;1;1;1;43.0;3.0
67.01;74.73;20;61.16;62.0;453.69;58.8;38.0;30.0;50.0;35.0;9;0;40.0;40.0;50.0;1;9;18.0;18.0;1;38.0;0;1;43.0;1;38.63157894736842;30.0;35.0;35.0;27.66666667;41.0;1;42;1;8;1;19.0;3;40.0;8;35.0;33.0;44.0;30.0;45.0;50;1;1;18.0;6;40.0;7;35.50000000055556;32.0;40.0;39.0;43.0;37.0;30.0;1;1;1;1;35.0;41.0;47.0;45.0;41.0;50;1;1;34.0;1;1;1;1;1;0;37.89473684210526;39.0;46;28.0;42.0;43;2;45.0;47;1;1;1;1;0.0;50.0;42.0;47.0;36.5;30.0;46.0;44.0;2;1;1;1;1;42.5;3.0
38.23;49.63;8;52.77;50.85;405.78;56.64;27.04705882352941;20.2;45.0;23.0;5;3;35.0;30.0;30.0;1;8;17.0;8.0;1;15.0;3;5;0.0;1;28.852941175882354;39.0;30.0;0.0;0.0;4.0;0;30;2;4;1;9.0;0;4.5;7;32.0;37.0;37.0;17.0;0.0;50;1;0;12.0;3;31.0;5;20.791666666666668;0.0;8.0;0.0;16.5;0.0;0.0;0;0;0;0;7.0;36.0;0.0;0.0;33.0;0;2;0;0.0;1;0;1;0;0;1;17.571428571428573;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;2.0;0.0;26.857142857142858;0.0;0.0;9.0;0.0;0.0;0;0;1;0;0;45.0;3.0
70.26;53.32;16;51.06;54.59;434.22;50.47;38.22222222222222;25.0;50.0;45.0;8;1;45.0;35.0;45.0;1;9;18.0;14.0;1;43.0;1;2;37.0;1;35.526315789473685;35.0;35.0;30.0;40.0;43.0;1;44;1;6;1;15.0;1;32.0;8;35.0;43.0;46.0;33.0;50.0;50;1;1;18.0;7;31.0;7;36.388888888888886;32.0;30.0;47.0;40.0;32.0;39.0;1;1;1;1;48.0;41.0;33.0;40.0;39.0;50;1;1;40.0;1;1;1;1;1;0;37.68421052631579;37.0;45;36.0;33.0;40;1;43.0;30;1;1;1;1;0.0;50.0;41.833333333333336;46.0;44.0;49.0;38.0;44.0;1;1;1;1;1;42.0;3.0
42.39;55.84;20;53.84;55.57;436.23;54.87;37.388888888888886;22.5;45.0;45.0;8;1;40.0;35.0;50.0;1;9;18.0;14.0;1;42.0;1;2;44.0;1;39.36842105263158;35.0;35.0;31.0;30.0;43.0;2;46;1;8;1;19.0;2;26.5;8;40.0;44.0;35.0;37.0;40.0;50;1;1;18.0;6;38.0;7;34.19444444444444;34.0;29.0;49.0;35.0;38.0;31.0;1;1;1;1;33.0;37.0;30.0;40.0;37.0;50;1;2;37.0;1;1;1;1;1;1;37.31578947368421;39.0;50;47.0;33.0;38;1;36.0;42;1;1;1;1;0.0;50.0;38.44444444444444;43.0;46.0;50.0;38.0;48.0;1;1;1;1;1;41.75;3.0
67.01;54.9;10;63.55;57.93;440.11;50.37;34.666666666666664;27.5;45.0;45.0;7;1;40.0;30.0;50.0;1;9;18.0;12.0;1;15.0;2;2;44.0;1;37.63157894736842;35.0;45.0;30.0;30.0;41.0;1;37;1;8;1;19.0;1;29.0;8;39.0;37.0;40.0;34.0;40.0;50;1;1;18.0;6;30.0;7;34.888888888888886;34.0;36.0;48.0;32.0;30.0;33.0;1;1;1;1;35.0;38.0;30.0;47.0;44.0;40;1;1;37.0;1;1;1;1;1;1;36.578947368421055;32.0;50;27.5;44.0;39;2;39.0;43;1;1;1;1;0.0;50.0;39.111111111111114;45.0;43.0;34.0;46.0;44.0;1;1;1;1;1;40.75;3.0
61.53;83.41;1;61.56;60.27;452.24;56.64;39.27777777777778;30.0;50.0;45.0;9;0;40.0;35.0;50.0;1;9;18.0;18.0;1;42.0;0;1;43.0;1;37.526315789473685;42.0;40.0;30.0;30.0;45.0;1;42;1;8;1;19.0;1;35.0;8;35.0;43.0;33.0;32.0;42.0;50;1;1;18.0;7;35.0;7;36.833333333333336;31.5;40.0;43.0;39.0;41.0;32.0;1;2;1;1;30.0;50.0;45.0;38.0;45.0;50;1;1;35.0;1;1;1;1;1;1;38.973684210526315;36.0;50;47.0;40.0;42;1;44.0;37;1;1;1;1;0.0;50.0;42.166666666666664;45.0;43.0;45.0;37.0;46.0;1;1;1;1;1;35.25;2.0
56.43;72.32;8;57.16;51.1;456.63;61.07;30.9313725482353;23.33333333;40.0;32.5;6;2;40.0;30.0;50.0;1;8;17.0;11.0;1;15.0;2;3;0.0;1;32.32142857142857;42.0;16.0;34.0;0.0;0.0;1;41;1;3;1;8.0;0;0.0;5;0.0;0.0;0.0;0.0;0.0;0;0;0;10.0;3;0.0;4;31.6;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;50.0;4.0
73.57;65.1;11;50.78;45.59;421.61;52.45;39.94444444444444;30.0;45.0;45.0;9;0;40.0;40.0;50.0;1;9;18.0;18.0;1;45.0;0;1;39.0;1;35.36842105263158;34.0;35.0;30.0;29.5;46.0;1;46;1;8;1;19.0;2;29.5;8;35.0;40.0;47.0;41.0;39.0;50;1;1;18.0;5;32.0;7;34.666666666666664;35.0;32.0;49.0;44.0;33.0;32.0;1;1;1;1;44.0;31.0;45.0;42.0;40.0;50;1;1;37.0;1;1;1;1;1;0;38.36842105263158;36.0;50;40.0;36.0;41;1;33.0;41;1;1;1;1;0.0;50.0;41.0;46.0;42.0;35.0;45.0;45.0;1;1;1;1;1;40.5;3.0
53.42;62.81;20;53.71;52.46;459.6;59.11;16.470588235294116;15.0;20.0;20.0;0;0;15.0;15.0;15.0;1;8;17.0;0.0;1;15.0;8;1;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;15;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;2.0;0;0.0;1;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;42.0;3.0
53.95;54.9;7;55.09;51.1;433.66;65.94;30.63888888888889;22.5;45.0;27.5;5;4;22.5;35.0;35.0;1;9;18.0;8.0;1;40.0;4;2;44.0;1;36.23684210526316;39.0;46.0;27.0;36.0;44.0;2;44;1;8;1;19.0;1;34.0;8;30.0;37.0;36.0;36.0;44.0;50;1;1;18.0;6;35.0;7;37.94444444444444;32.0;30.0;30.0;44.0;38.0;32.0;1;2;1;1;38.0;41.0;50.0;45.0;30.0;45;1;1;38.0;1;1;1;1;1;1;34.94736842105263;40.0;50;34.0;30.0;36;1;45.0;37;1;1;1;1;0.0;50.0;41.27777777777778;47.0;41.0;33.0;42.0;42.0;1;1;1;1;1;35.25;2.0
58.94;58.06;7;63.98;62.42;462.6;48.37;37.77777777866666;26.66666667;50.0;40.0;6;1;45.0;35.0;50.0;1;7;15.0;11.0;1;0.0;1;3;0.0;0;33.25;41.0;40.0;36.0;14.33333333;0.0;1;0;1;4;1;11.0;3;20.0;5;39.0;30.0;38.0;0.0;0.0;0;1;0;14.0;3;0.0;5;29.499999999285713;0.0;0.0;21.0;45.0;0.0;0.0;0;0;2;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;1;19.125;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
