NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
2165;8;405.0;52.0;66.0;53.0;52.0;8;34.4;1;15;4;6;1;11;26.5;31.0;30.0;42.0;41.0;36.0;49.0;30.66666666666667;3;15;7;8;6;3;3;1;30.0;1;3;21.66666666666667;3;3;27.0;2;3;29.0;2;2;37.0;1;1;43.0;1;3;0.0;0;2;2;34.57142857142857
2166;8;408.0;70.0;61.0;63.0;57.0;20;30.30769230769231;2;13;4;5;1;9;25.0;30.0;30.33333333333333;39.0;37.0;30.0;0.0;23.92307692307692;3;13;4;9;5;2;3;1;19.33333333333333;3;3;19.0;1;3;23.33333333333333;3;3;0.0;0;2;36.0;1;1;30.0;2;3;0.0;0;2;2;35.0
2168;10;410.0;57.0;63.0;55.0;46.0;10;9.948717948717947;5;13;12;1;5;9;4.333333333333333;9.0;5.666666666666667;34.0;16.0;11.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;1;9.0
2170;6;382.0;60.0;66.0;54.0;43.0;19;13.33333333333333;3;13;9;3;3;9;2.0;30.0;8.0;36.0;6.666666666666667;32.0;0.0;3.214285714285714;2;7;0;7;3;0;3;1;3.0;2;3;0.0;0;3;4.5;2;3;0.0;0;2;0.0;1;1;0.0;0;3;0.0;0;2;0;0.0
2199;10;453.0;83.0;56.0;62.0;66.0;10;37.66666666666666;0;15;0;7;0;3;30.0;30.0;46.0;42.0;50.0;33.0;36.0;36.86666666666667;0;15;15;0;6;6;0;2;31.0;1;3;39.0;1;3;35.0;1;3;30.0;1;2;43.0;1;1;45.0;1;3;0.0;0;2;2;32.25
2202;9;422.0;75.0;56.0;59.0;54.0;9;40.4;0;15;0;7;0;2;42.0;36.0;46.0;42.0;36.0;36.0;39.0;36.94117647058823;2;17;14;3;7;6;1;2;31.33333333333333;3;3;28.0;2;3;38.0;1;3;31.0;1;2;42.0;1;1;46.0;1;3;47.0;1;2;2;38.84375
2203;11;419.0;63.0;70.0;67.0;57.0;8;36.06666666666667;1;15;4;6;1;2;26.0;32.0;44.0;42.0;39.0;31.0;45.0;32.11764705882353;4;17;11;6;7;5;2;2;27.5;2;3;25.0;2;3;30.5;2;3;30.0;2;2;41.0;1;1;32.0;1;3;50.0;1;2;2;33.63636363636363
2205;8;408.0;68.0;50.0;49.0;57.0;8;39.46666666666667;0;15;0;7;0;2;30.0;37.0;45.0;43.0;45.0;32.0;49.0;36.11764705882353;0;17;17;0;7;7;0;2;32.0;1;3;31.0;1;3;32.0;1;3;32.0;1;2;40.0;1;1;47.0;1;3;42.0;1;2;3;41.0
2206;4;422.0;71.0;53.0;53.0;59.0;4;36.2;0;15;2;6;1;11;39.0;38.0;43.0;39.0;37.0;33.0;18.0;33.9;2;15;9;6;6;4;2;2;26.5;2;3;29.0;2;3;35.0;1;3;32.0;1;2;35.0;1;1;46.0;1;3;0.0;0;2;2;32.59375
2216;16;428.0;65.0;74.0;59.0;39.0;7;34.34615384615385;1;13;3;5;1;11;31.0;36.0;28.5;44.0;43.0;35.0;0.0;32.73333333333333;2;15;9;6;6;4;2;2;21.33333333333333;3;3;26.0;2;3;33.0;1;3;35.0;1;2;36.0;1;1;48.0;1;3;0.0;0;2;2;38.375
2271;8;439.0;68.0;65.0;68.0;54.0;8;34.86666666666667;0;15;0;7;0;2;30.0;35.0;30.0;40.0;37.0;45.0;42.0;35.23333333333333;1;15;12;3;6;5;1;2;37.0;1;3;25.5;2;3;32.0;1;3;34.0;1;2;42.0;1;1;45.0;1;3;0.0;0;2;2;37.5
2296;16;451.0;78.0;59.0;62.0;52.0;8;18.21794871794872;6;13;13;0;6;11;15.33333333333333;15.0;17.0;23.0;22.5;26.5;0.0;27.25;3;10;4;6;4;2;2;1;18.0;3;3;0.0;0;3;29.0;2;3;0.0;0;2;38.5;2;1;31.0;1;3;0.0;0;2;0;0.0
2442;0;517.0;87.0;93.0;74.0;46.0;20;24.03846153846154;3;13;5;3;3;11;35.0;3.5;33.0;4.5;12.0;38.0;0.0;9.25;0;4;0;4;2;0;2;1;7.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;16.0;1;1;0.0;0;3;0.0;0;2;0;0.0
2446;0;436.0;75.0;62.0;59.0;74.0;10;33.86666666666667;1;15;0;7;0;11;36.0;31.0;30.0;40.0;30.0;34.0;39.0;26.33333333333333;2;15;6;9;6;3;3;1;5.0;1;3;23.66666666666667;3;3;28.0;2;3;30.0;1;2;39.0;1;1;42.0;1;3;0.0;0;2;2;37.6
2447;0;414.0;62.0;80.0;57.0;47.0;11;35.53846153846154;0;13;0;6;0;3;32.0;34.0;40.0;34.0;36.0;40.0;0.0;28.28571428571428;0;14;11;3;5;4;1;1;30.0;1;3;1.0;1;3;36.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;0.0;0;2;2;38.0
2450;0;407.0;56.0;72.0;58.0;54.0;20;33.8;2;15;6;5;2;2;29.5;29.0;35.0;40.0;33.0;38.0;41.0;31.86666666666667;2;15;9;6;6;4;2;2;25.5;2;3;36.0;1;3;25.5;2;3;32.0;1;2;42.0;1;1;37.0;1;3;0.0;0;2;2;39.57142857142857
2457;0;393.0;71.0;62.0;48.0;40.0;18;31.53846153846154;2;13;5;4;2;11;29.5;31.0;37.0;16.0;32.0;39.0;0.0;29.54166666666667;1;12;9;3;5;4;1;1;22.5;2;3;0.0;0;3;33.0;1;3;30.0;1;2;38.0;1;1;30.0;1;3;0.0;0;2;3;41.0
2508;0;377.0;62.0;62.0;53.0;46.0;8;22.23076923076923;3;13;9;3;3;11;24.5;14.5;6.0;34.0;37.0;36.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
2591;0;395.0;60.0;53.0;53.0;43.0;7;32.76923076923077;2;13;6;4;2;11;24.0;29.0;37.0;33.0;39.0;50.0;0.0;35.57142857142857;0;7;7;0;3;3;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;42.0;1;1;39.0;1;3;0.0;0;2;0;0.0
3;20;465.59;78.22;66.74;49.87;88.67;19;30.83333333333333;1;15;4;5;2;3;30.0;23.75;35.0;40.0;15.0;40.0;40.0;26.53846153846154;3;13;4;9;5;2;3;1;25.0;2;3;20.0;4;3;25.0;2;3;0.0;0;2;30.0;1;1;35.0;1;3;0.0;0;2;2;34.54545454545455
260;20;479.75;56.71;60.61;53.84;42.2;20;38.66666666666666;1;15;0;7;0;5;32.5;40.0;35.0;40.0;45.0;45.0;45.0;35.6875;1;16;16;0;6;6;0;2;40.0;1;3;40.0;1;3;30.0;1;3;30.5;2;2;0.0;0;1;40.0;1;3;30.0;1;2;2;38.73333333333333
325;20;469.07;54.43;53.45;60.01;69.48;20;33.33333333333334;1;15;4;6;1;5;27.5;35.0;30.0;40.0;35.0;40.0;40.0;35.6875;0;16;16;0;6;6;0;2;40.0;1;3;30.0;1;3;30.0;1;3;36.0;1;2;0.0;0;1;45.0;1;3;32.0;1;2;2;34.0
606;20;464.32;61.49;50.94;50.78;67.51;20;35.06666666666667;1;15;4;6;1;5;25.0;40.0;35.0;40.0;39.0;35.0;44.0;35.23529411764706;0;17;17;0;7;7;0;2;30.0;1;3;32.0;1;3;35.0;1;3;35.0;1;2;39.0;1;1;45.0;1;3;32.0;1;2;2;36.27777777777778
687;20;483.26;63.5;76.27;63.2;77.13;20;28.92307692307692;3;13;7;4;2;9;20.0;30.0;26.0;35.0;0.0;35.0;44.0;36.03333333333333;1;15;12;3;6;5;1;2;29.5;2;3;34.0;1;3;48.0;1;3;30.0;1;2;35.0;1;1;37.0;1;3;0.0;0;2;2;33.25
700;20;521.26;83.87;69.72;75.95;79.4;20;36.33333333333334;0;15;0;7;0;9;35.0;35.0;30.0;40.0;41.0;35.0;44.0;37.5;1;17;17;0;7;7;0;2;32.0;1;3;31.5;2;3;48.0;1;3;39.0;1;2;36.0;1;1;37.0;1;3;39.0;1;2;2;38.11111111111111
875;20;401.52;69.96;56.97;53.82;69.93;20;29.12820512820512;1;13;4;5;1;9;15.66666666666667;31.0;30.0;38.0;48.0;30.0;0.0;17.625;4;12;1;11;5;1;4;1;6.5;2;3;0.0;0;3;16.5;2;3;13.5;2;2;39.0;1;1;25.5;2;3;0.0;0;2;0;0.0
1199;20;436.0;69.0;75.0;63.0;55.0;2;35.26666666666667;2;15;0;7;0;5;30.0;33.5;35.0;33.0;38.0;44.0;42.0;38.70588235294117;1;17;17;0;7;7;0;2;34.0;1;3;34.0;1;3;41.0;1;3;30.5;2;2;37.0;1;1;45.0;1;3;49.0;1;2;2;37.72222222222222
1394;20;401.52;69.96;56.97;53.82;69.93;13;28.07692307692308;3;13;9;3;3;9;24.0;24.0;26.0;33.0;37.0;36.0;0.0;30.53333333333333;4;15;9;6;6;3;3;1;30.5;2;3;19.5;2;3;30.0;1;3;29.0;2;2;28.0;2;1;44.0;1;3;0.0;0;2;1;25.8
5;20;464.62;67.54;64.0;62.54;53.32;20;36.33333333333334;0;15;0;7;0;5;30.0;35.0;40.0;40.0;35.0;35.0;45.0;34.78125;1;16;16;0;6;6;0;2;35.0;1;3;32.5;2;3;35.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;37.0
14;20;511.68;58.13;56.51;55.99;71.53;20;36.15384615384615;0;13;0;6;0;1;30.0;0.0;35.0;45.0;35.0;40.0;45.0;37.5;0;12;12;0;4;4;0;2;40.0;1;3;30.0;1;3;40.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;27.5
68;20;446.14;69.99;69.69;49.87;58.45;20;36.66666666666666;0;9;0;4;0;1;40.0;0.0;30.0;40.0;0.0;40.0;0.0;45.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;0;0.0
1001;20;456.0;68.0;56.0;63.0;63.0;20;38.0;0;15;0;7;0;5;36.0;33.0;36.0;40.0;42.0;32.0;48.0;37.50980392156863;2;17;14;3;7;6;1;2;29.0;2;3;34.0;1;3;37.0;1;3;33.0;1;2;31.66666666666667;3;1;50.0;1;3;45.0;1;2;2;38.30555555555556
1662;20;425.0;65.0;56.0;55.0;80.0;20;30.69230769230769;3;13;5;4;2;9;30.0;35.0;28.5;34.0;29.5;30.5;0.0;31.43333333333333;2;15;9;6;6;4;2;2;43.0;1;3;18.0;3;3;28.5;2;3;32.0;1;2;37.0;1;1;34.0;1;3;0.0;0;2;2;34.0
1827;20;352.0;83.0;0.0;70.0;68.0;20;20.76923076923077;4;13;10;2;4;9;21.5;6.0;19.5;34.0;33.0;13.5;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0;0.0
7;6;555.13;89.86;81.3;58.09;45.98;5;23.84615384615385;1;13;6;4;2;1;15.0;15.0;30.0;35.0;30.0;35.0;0.0;30.0;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;30.0
30;10;425.89;72.55;64.0;49.87;48.43;10;35.06666666666667;1;15;4;6;1;5;25.0;40.0;30.0;40.0;45.0;40.0;43.0;36.5625;2;16;14;2;6;5;1;2;30.0;2;3;35.0;1;3;45.0;1;3;27.5;2;2;0.0;0;1;40.0;1;3;40.0;1;2;2;37.6
37;0;456.98;72.55;56.51;58.09;0.0;20;26.11111111111111;0;9;7;2;2;10;20.0;0.0;25.0;40.0;0.0;40.0;0.0;25.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;25.0;1;3;0.0;0;2;0;0.0
39;13;482.52;65.16;61.41;60.25;59.81;13;37.0;0;15;0;7;0;5;30.0;40.0;35.0;40.0;40.0;40.0;45.0;35.46875;1;16;13;3;6;5;1;2;35.0;1;3;27.5;2;3;35.0;1;3;40.0;1;2;0.0;0;1;35.0;1;3;45.0;1;2;2;36.1
50;10;408.37;53.2;56.51;53.95;48.43;10;23.71794871794872;2;13;6;4;2;1;12.0;12.66666666666667;30.0;45.0;30.0;40.0;0.0;23.6;1;6;3;3;2;1;1;1;0.0;0;3;0.0;0;3;12.2;5;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;27.5
51;14;483.34;62.82;64.0;58.09;54.57;8;32.69230769230769;1;13;2;5;1;1;32.5;0.0;35.0;40.0;40.0;40.0;15.0;32.5;0;6;6;0;2;2;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
54;18;401.54;56.19;40.38;50.92;44.86;3;29.73333333333333;2;15;4;6;1;5;19.0;35.0;30.0;30.0;30.0;40.0;40.0;33.125;1;16;13;3;6;5;1;2;20.0;3;3;30.0;1;3;40.0;1;3;39.0;1;2;0.0;0;1;40.0;1;3;31.0;1;2;1;28.5
55;21;455.49;72.55;58.93;60.25;42.2;20;35.33333333333334;1;15;4;6;1;5;25.0;45.0;35.0;35.0;40.0;40.0;40.0;38.375;0;16;16;0;6;6;0;2;40.0;1;3;35.0;1;3;45.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;32.0;1;2;2;39.0
57;14;471.02;61.68;58.17;57.59;51.96;8;39.66666666666666;0;15;0;7;0;5;35.0;40.0;40.0;40.0;40.0;45.0;45.0;40.3125;0;16;16;0;6;6;0;2;30.0;1;3;45.0;1;3;45.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;3;40.2
77;0;426.14;55.71;56.51;58.09;54.57;18;16.11111111111111;0;9;9;0;4;10;15.0;0.0;15.0;15.0;0.0;25.0;0.0;20.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;20.0;1;3;0.0;0;2;0;0.0
83;15;503.9;55.71;66.74;62.54;73.83;18;15.0;0;9;9;0;4;10;15.0;0.0;15.0;15.0;0.0;15.0;0.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
85;0;371.82;53.2;38.57;49.87;47.21;11;16.11111111111111;0;9;9;0;4;10;15.0;0.0;15.0;25.0;0.0;15.0;0.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
87;21;410.7;53.2;46.84;65.0;50.87;20;36.53333333333333;0;15;0;7;0;5;35.0;40.0;35.0;35.0;30.0;40.0;44.0;33.6875;1;16;16;0;6;6;0;2;35.0;1;3;30.0;1;3;40.0;1;3;32.0;2;2;0.0;0;1;30.0;1;3;35.0;1;2;2;37.4
88;10;490.66;72.55;54.12;55.99;62.69;4;35.55555555555555;1;15;4;6;1;1;23.33333333333333;40.0;35.0;40.0;40.0;45.0;45.0;31.96428571428572;3;14;8;6;5;3;2;2;21.66666666666667;3;3;22.5;2;3;35.0;1;3;0.0;0;2;0.0;0;1;40.0;2;3;45.0;1;2;1;25.0
96;0;485.62;69.99;69.69;70.81;52.09;20;17.22222222222222;0;9;9;0;4;10;20.0;0.0;15.0;15.0;0.0;15.0;0.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
115;20;456.33;85.28;58.93;53.95;57.13;20;32.33333333333334;2;15;6;5;2;1;27.5;27.5;35.0;40.0;30.0;35.0;40.0;26.875;4;12;3;9;4;1;3;1;22.5;2;3;22.5;2;3;27.5;2;3;0.0;0;2;0.0;0;1;35.0;2;3;0.0;0;2;2;30.83333333333333
116;20;451.49;58.13;61.41;55.99;40.88;2;19.09090909090909;3;11;9;2;3;1;15.0;0.0;15.0;40.0;15.0;35.0;0.0;26.78571428571428;2;7;4;3;3;2;1;1;0.0;0;3;0.0;0;3;12.5;6;3;0.0;0;2;45.0;1;1;35.0;6;3;0.0;0;2;1;12.5
119;20;429.47;74.44;49.23;51.64;62.69;20;16.73160173160173;4;11;11;0;5;10;15.42857142857143;0.0;22.5;11.5;15.0;13.33333333333333;0.0;27.5;1;4;1;3;2;1;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;35.0;1;1;25.0;2;3;0.0;0;2;1;21.75
120;10;459.05;70.5;49.23;57.44;46.06;10;34.73333333333333;0;15;0;7;0;5;30.0;30.0;30.0;40.0;40.0;45.0;43.0;37.05882352941177;0;17;17;0;7;7;0;2;35.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;45.0;1;1;50.0;1;3;45.0;1;2;2;37.86666666666667
122;5;460.65;79.77;46.28;59.54;42.76;5;20.03846153846154;2;13;9;3;3;13;15.0;4.0;22.5;30.0;30.0;35.0;0.0;15.66666666666667;3;9;0;9;3;0;3;1;9.0;5;3;0.0;0;3;13.0;5;3;0.0;0;2;0.0;0;1;25.0;3;3;0.0;0;2;1;16.0
127;20;461.47;74.38;56.78;44.37;42.2;20;35.06666666666667;1;15;0;7;0;5;30.0;40.0;35.0;35.0;35.0;40.0;38.0;38.52941176470588;0;17;17;0;7;7;0;2;35.0;1;3;35.0;1;3;40.0;1;3;30.0;1;2;40.0;1;1;45.0;1;3;45.0;1;2;3;40.46666666666667
128;20;445.86;66.94;51.86;48.64;60.23;8;22.22222222222222;2;9;7;2;2;10;15.0;0.0;20.0;40.0;0.0;40.0;0.0;30.0;0;7;4;3;3;2;1;2;0.0;0;3;0.0;0;3;15.0;1;3;0.0;0;2;45.0;1;1;40.0;1;3;0.0;0;2;0;0.0
130;8;443.08;62.82;61.41;60.25;38.15;11;29.77777777777778;4;15;6;5;2;1;21.66666666666667;30.0;30.0;35.0;22.5;40.0;45.0;27.61764705882353;6;17;8;9;7;4;3;1;21.66666666666667;3;3;27.5;2;3;21.66666666666667;3;3;31.0;3;2;30.0;1;1;35.0;2;3;30.0;2;2;2;32.26666666666667
133;20;450.03;60.82;51.86;52.56;66.91;3;34.73333333333333;1;15;4;6;1;5;22.5;40.0;40.0;40.0;35.0;45.0;38.0;39.0;0;16;16;0;6;6;0;2;40.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;47.0;1;2;3;41.0
134;20;454.18;66.94;61.71;58.29;40.5;9;30.2;1;15;4;6;1;5;22.5;35.0;30.0;35.0;30.0;40.0;34.0;29.96875;2;16;13;3;6;5;1;1;30.0;1;3;22.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;30.0;2;3;36.0;1;2;2;34.83333333333334
135;12;447.92;74.44;49.23;51.64;39.07;11;32.78888888888888;2;15;7;5;2;5;23.33333333333333;35.0;27.5;40.0;45.0;40.0;38.0;34.0;3;17;9;8;7;4;3;1;30.0;1;3;27.5;2;3;27.5;2;3;28.5;2;2;45.0;1;1;45.0;1;3;43.0;1;2;1;29.9
139;10;452.34;58.01;64.28;52.56;56.28;10;32.69230769230769;1;13;4;5;1;10;25.0;40.0;35.0;40.0;30.0;40.0;0.0;27.08333333333333;3;12;3;9;4;1;3;1;25.0;3;3;25.0;2;3;23.33333333333333;3;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;2;30.27272727272727
143;6;482.15;81.5;66.74;60.25;69.48;6;35.73333333333333;0;15;0;7;0;5;30.0;40.0;40.0;40.0;30.0;40.0;38.0;35.9375;0;16;16;0;6;6;0;2;40.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;2;37.6
153;20;449.16;67.05;51.8;55.49;49.51;11;20.09615384615385;3;13;9;3;3;10;12.5;0.0;13.75;30.0;15.0;40.0;35.0;17.85;4;10;3;7;4;1;3;1;12.0;5;3;0.0;0;3;15.0;4;3;0.0;0;2;7.5;2;1;30.0;4;3;0.0;0;2;1;17.5
156;20;391.53;47.67;44.26;51.92;49.65;20;28.36666666666667;3;15;9;4;3;1;20.0;26.5;22.5;35.0;35.0;40.0;40.0;28.16666666666667;2;12;9;3;4;3;1;1;17.66666666666667;3;3;30.0;1;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;3;3;0.0;0;2;1;17.11111111111111
160;20;392.26;60.49;49.32;47.79;45.98;20;19.84615384615385;3;13;9;3;3;10;12.0;0.0;15.0;30.0;15.0;35.0;35.0;20.41666666666667;2;9;3;6;3;1;2;1;11.25;4;3;0.0;0;3;15.0;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
167;10;445.77;58.01;59.23;50.63;45.2;10;31.66666666666667;3;15;4;6;1;5;22.5;32.5;30.0;30.0;45.0;40.0;35.0;34.375;2;16;10;6;6;4;2;2;30.0;1;3;27.5;2;3;27.5;2;3;40.0;1;2;0.0;0;1;45.0;1;3;40.0;1;2;2;34.0
170;1;436.11;79.12;46.7;52.56;79.55;13;31.36363636363636;0;11;3;4;1;1;30.0;0.0;20.0;35.0;0.0;40.0;45.0;35.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
172;8;490.41;85.32;64.28;62.33;46.92;8;19.54545454545455;0;11;9;1;4;10;15.0;0.0;15.0;15.0;0.0;15.0;40.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
174;10;475.14;60.49;56.51;55.99;65.86;10;35.4;1;15;4;6;1;5;22.5;40.0;40.0;45.0;35.0;40.0;43.0;36.09375;1;16;13;3;6;5;1;2;35.0;1;3;35.0;1;3;27.5;2;3;30.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2;37.26666666666667
179;9;473.58;74.38;51.86;52.56;60.23;9;35.8;0;15;0;7;0;5;30.0;35.0;35.0;40.0;40.0;40.0;41.0;35.71875;1;16;13;3;6;5;1;2;40.0;1;3;22.5;2;3;30.0;1;3;42.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;38.86666666666667
190;8;493.67;74.44;51.8;57.44;58.26;8;37.46666666666667;0;15;0;7;0;5;30.0;40.0;40.0;40.0;40.0;40.0;41.0;35.625;0;16;16;0;6;6;0;2;40.0;1;3;30.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;3;41.93333333333333
192;13;482.66;63.9;46.55;57.44;59.25;8;35.57777777777778;1;15;4;6;1;5;26.66666666666667;40.0;35.0;40.0;40.0;40.0;41.0;33.1875;0;16;16;0;6;6;0;2;35.0;1;3;30.0;1;3;30.0;1;3;31.0;1;2;0.0;0;1;30.0;1;3;47.0;1;2;2;37.6
193;16;456.61;74.44;56.8;47.7;35.47;16;32.51111111111111;1;15;4;6;1;5;26.66666666666667;40.0;30.0;35.0;35.0;40.0;33.0;35.5;0;16;16;0;6;6;0;2;40.0;1;3;35.0;1;3;30.0;1;3;34.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2;35.4
194;15;461.59;65.16;49.32;55.99;62.69;15;31.64444444444445;1;15;4;6;1;5;21.66666666666667;30.0;35.0;40.0;35.0;35.0;39.0;30.03125;2;16;10;6;6;4;2;2;22.5;2;3;35.0;1;3;23.33333333333333;3;3;39.0;1;2;0.0;0;1;30.0;1;3;35.0;1;2;2;30.5
197;18;466.38;79.16;56.8;59.44;60.23;4;33.63636363636363;1;11;0;5;0;1;30.0;0.0;35.0;35.0;35.0;40.0;0.0;25.0;2;12;6;6;4;2;2;1;15.0;3;3;15.0;2;3;35.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;1;15.0
198;11;422.69;42.69;49.04;50.05;0.0;11;20.57692307692308;4;13;12;1;5;1;15.0;0.0;22.5;35.0;15.0;25.0;25.0;19.28571428571428;2;7;0;7;3;0;3;1;0.0;0;3;0.0;0;3;15.0;2;3;0.0;0;2;15.0;1;1;25.0;2;3;0.0;0;2;1;15.0
207;5;448.84;67.05;56.8;47.7;55.3;5;33.5;2;15;4;6;1;5;25.0;35.0;32.5;35.0;40.0;40.0;40.0;32.6875;2;16;11;5;6;4;2;2;30.0;1;3;30.0;1;3;25.0;2;3;28.5;2;2;0.0;0;1;45.0;1;3;38.0;1;2;2;37.33333333333334
211;1;439.21;60.82;56.78;54.46;52.09;1;33.66666666666666;2;15;4;6;1;5;25.0;30.0;30.0;40.0;40.0;45.0;45.0;36.375;1;16;16;0;6;6;0;2;35.0;1;3;40.0;1;3;30.0;2;3;30.0;1;2;0.0;0;1;45.0;1;3;36.0;1;2;2;37.66666666666666
212;8;455.76;60.82;49.33;62.33;47.79;8;31.26666666666667;1;15;4;6;1;5;22.5;40.0;30.0;35.0;30.0;40.0;37.0;32.28125;3;16;7;9;6;3;3;1;25.0;2;3;22.5;2;3;25.0;3;3;39.0;1;2;0.0;0;1;45.0;1;3;43.0;1;2;2;38.66666666666666
213;17;459.02;58.01;54.33;60.27;44.34;11;31.0;1;15;4;6;1;5;22.5;30.0;30.0;35.0;35.0;40.0;40.0;31.0625;1;16;13;3;6;5;1;2;30.0;1;3;30.0;1;3;23.33333333333333;3;3;34.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;34.06666666666667
220;6;422.24;70.42;56.78;60.27;35.47;8;19.44444444444444;2;9;7;2;2;10;15.0;0.0;15.0;30.0;0.0;40.0;0.0;15.0;1;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;2;3;0.0;0;2;0;0.0
223;0;458.92;67.05;56.8;55.49;50.37;20;38.33333333333334;0;15;0;7;0;5;30.0;40.0;45.0;40.0;40.0;40.0;40.0;32.71875;2;16;13;3;6;5;1;2;30.0;2;3;22.5;2;3;30.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;43.0;1;2;2;36.06666666666667
225;11;463.82;65.16;56.51;60.25;40.88;8;27.30769230769231;1;13;6;4;2;10;22.5;0.0;30.0;35.0;20.0;40.0;30.0;35.0;0;6;3;3;2;1;1;2;0.0;0;3;0.0;0;3;25.0;1;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;1;15.0
