"NUMERO","ID","GENERO","TIPO_COLEGIO","LOCALIDAD_COLEGIO","CALENDARIO","MUNICIPIO","DEPARTAMENTO","PG_ICFES","CON_MAT_ICFES","APT_MAT_ICFES","FISICA_ICFES","QUIMICA_ICFES","APT_VERB_ICFES","LITERATURA_ICFES","BIOLOGIA_ICFES","SOCIALES_ICFES","FILOSOFIA_ICFES","IDIOMA_ICFES","LOCALIDAD","INSCRIPCION","ESTRATO","ANO_INGRESO","CORTE_INGRESO","ESTADO_FINAL","NOTA_DIFERENCIAL","VECES_DIFERENCIAL","CREDITOS_DIFERENCIAL","NOTA_DIBUJO","VECES_DIBUJO","CREDITOS_DIBUJO","NOTA_QUIMICA","VECES_QUIMICA","CREDITOS_QUIMICA","NOTA_CFJC","VECES_CFJC","CREDITOS_CFJC","NOTA_TEXTOS","VECES_TEXTOS","CREDITOS_TEXTOS","NOTA_SEMINARIO","VECES_SEMINARIO","CREDITOS_SEMINARIO","NOTA_EE_UNO","VECES_EE_UNO","CREDITOS_EE_UNO","NOTA_ALGEBRA","VECES_ALGEBRA","CREDITOS_ALGEBRA","NOTA_INTEGRAL","VECES_INTEGRAL","CREDITOS_INTEGRAL","NOTA_FISICA_UNO","VECES_FISICA_UNO","CREDITOS_FISICA_UNO","NOTA_MATERIALES","VECES_MATERIALES","CREDITOS_MATERIALES","NOTA_DEMOCRACIA","VECES_DEMOCRACIA","CREDITOS_DEMOCRACIA","NOTA_PBASICA","VECES_PBASICA","CREDITOS_PBASICA","NOTA_EE_DOS","VECES_EE_DOS","CREDITOS_EE_DOS","NOTA_MULTIVARIADO","VECES_MULTIVARIADO","CREDITOS_MULTIVARIADO","NOTA_ESTADISTICA_UNO","VECES_ESTADISTICA_UNO","CREDITOS_ESTADISTICA_UNO","NOTA_TERMODINAMICA","VECES_TERMODINAMICA","CREDITOS_TERMODINAMICA","NOTA_TGS","VECES_TGS","CREDITOS_TGS","NOTA_ETICA","VECES_ETICA","CREDITOS_ETICA","NOTA_PORIENTADA","VECES_PORIENTADA","CREDITOS_PORIENTADA","NOTA_EE_TRES","VECES_EE_TRES","CREDITOS_EE_TRES","NOTA_ECONOMIA_UNO","VECES_ECONOMIA_UNO","CREDITOS_ECONOMIA_UNO","NOTA_ECUACIONES","VECES_ECUACIONES","CREDITOS_ECUACIONES","NOTA_ESTADISTICA_DOS","VECES_ESTADISTICA_DOS","CREDITOS_ESTADISTICA_DOS","NOTA_FISICA_DOS","VECES_FISICA_DOS","CREDITOS_FISICA_DOS","NOTA_MECANICA","VECES_MECANICA","CREDITOS_MECANICA","NOTA_PROCESOSQ","VECES_PROCESOSQ","CREDITOS_PROCESOSQ","NOTA_EE_CUATRO","VECES_EE_CUATRO","CREDITOS_EE_CUATRO","NOTA_METODOLOGIA","VECES_METODOLOGIA","CREDITOS_METODOLOGIA","NOTA_FISICA_TRES","VECES_FISICA_TRES","CREDITOS_FISICA_TRES","NOTA_CONTABILIDAD","VECES_CONTABILIDAD","CREDITOS_CONTABILIDAD","NOTA_PROCESOSM","VECES_PROCESOSM","CREDITOS_PROCESOSM","NOTA_ADMINISTRACION","VECES_ADMINISTRACION","CREDITOS_ADMINISTRACION","NOTA_LENGUA_UNO","VECES_LENGUA_UNO","CREDITOS_LENGUA_UNO","NOTA_EI_UNO","VECES_EI_UNO","CREDITOS_EI_UNO","NOTA_EI_DOS","VECES_EI_DOS","CREDITOS_EI_DOS","NOTA_ECONOMIA_DOS","VECES_ECONOMIA_DOS","CREDITOS_ECONOMIA_DOS","NOTA_PLINEAL","VECES_PLINEAL","CREDITOS_PLINEAL","NOTA_DERECHO","VECES_DERECHO","CREDITOS_DERECHO","NOTA_IECONOMICA","VECES_IECONOMICA","CREDITOS_IECONOMICA","NOTA_DISENO","VECES_DISENO","CREDITOS_DISENO","NOTA_METODOS","VECES_METODOS","CREDITOS_METODOS","NOTA_SEGURIDAD","VECES_SEGURIDAD","CREDITOS_SEGURIDAD","NOTA_EI_TRES","VECES_EI_TRES","CREDITOS_EI_TRES","NOTA_EMPRENDIMIENTO","VECES_EMPRENDIMIENTO","CREDITOS_EMPRENDIMIENTO","NOTA_GRAFOS","VECES_GRAFOS","CREDITOS_GRAFOS","NOTA_CALIDAD_UNO","VECES_CALIDAD_UNO","CREDITOS_CALIDAD_UNO","NOTA_MERCADOTECNIA","VECES_MERCADOTECNIA","CREDITOS_MERCADOTECNIA","NOTA_ERGONOMIA","VECES_ERGONOMIA","CREDITOS_ERGONOMIA","NOTA_HOMBRE","VECES_HOMBRE","CREDITOS_HOMBRE","NOTA_EI_CUATRO","VECES_EI_CUATRO","CREDITOS_EI_CUATRO","NOTA_EI_CINCO","VECES_EI_CINCO","CREDITOS_EI_CINCO","NOTA_LOG_UNO","VECES_LOG_UNO","CREDITOS_LOG_UNO","NOTA_GOPERACIONES","VECES_GOPERACIONES","CREDITOS_GOPERACIONES","NOTA_CALIDAD_DOS","VECES_CALIDAD_DOS","CREDITOS_CALIDAD_DOS","NOTA_GAMBIENTAL","VECES_GAMBIENTAL","CREDITOS_GAMBIENTAL","NOTA_LENGUA_DOS","VECES_LENGUA_DOS","CREDITOS_LENGUA_DOS","NOTA_CONTEXTO","VECES_CONTEXTO","CREDITOS_CONTEXTO","NOTA_EI_SEIS","VECES_EI_SEIS","CREDITOS_EI_SEIS","NOTA_EI_SIETE","VECES_EI_SIETE","CREDITOS_EI_SIETE","NOTA_GRADO_UNO","VECES_GRADO_UNO","CREDITOS_GRADO_UNO","NOTA_LOG_DOS","VECES_LOG_DOS","CREDITOS_LOG_DOS","NOTA_DECISION","VECES_DECISION","CREDITOS_DECISION","NOTA_PRODUCCION","VECES_PRODUCCION","CREDITOS_PRODUCCION","NOTA_FINANZAS","VECES_FINANZAS","CREDITOS_FINANZAS","NOTA_GIT","VECES_GIT","CREDITOS_GIT","NOTA_GTH","VECES_GTH","CREDITOS_GTH","NOTA_HISTORIA","VECES_HISTORIA","CREDITOS_HISTORIA","NOTA_GRADO_DOS","VECES_GRADO_DOS","CREDITOS_GRADO_DOS","NOTA_LOG_TRES","VECES_LOG_TRES","CREDITOS_LOG_TRES","NOTA_SIMULACION","VECES_SIMULACION","CREDITOS_SIMULACION","NOTA_FORMULACION","VECES_FORMULACION","CREDITOS_FORMULACION","NOTA_GERENCIA","VECES_GERENCIA","CREDITOS_GERENCIA","NOTA_LENGUA_TRES","VECES_LENGUA_TRES","CREDITOS_LENGUA_TRES","NOTA_EI_OCHO","VECES_EI_OCHO","CREDITOS_EI_OCHO","NOTA_EI_NUEVE","VECES_EI_NUEVE","CREDITOS_EI_NUEVE"
"11","3.1779537122239E+19","MASCULINO","NO OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","473.19","53.2","53.2","64","52.34","70.06","70.06","62.54","0","55.47","49.65","PUENTE ARANDA","NORMAL","3","2008","1","EGRESADO","23.75","4","4","30","1","2","35","1","3","40","1","1","35","1","2","40","1","1","39","1","2","22.5","4","3","27.5","2","3","35","1","3","28.666666666667","3","2","0","0","0","35","1","3","38","1","2","25","2","3","30","1","3","0","0","0","30","1","2","32","1","2","35","1","3","0","0","0","30","1","2","28.5","2","3","35","1","3","30","1","3","30","1","2","35","1","3","32","1","2","35","1","1","30","1","3","32.5","2","2","31","1","3","35","1","2","0","0","0","35","1","2","30","1","2","27.5","2","2","29.5","2","3","37","1","1","21.666666666667","3","2","40","1","2","36","1","3","36","1","2","40","1","2","0","0","0","37","1","2","41","1","2","33","1","2","41","1","2","35","1","1","0","0","0","0","0","0","38","1","2","30","1","3","41","1","2","34","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1","2","28.5","2","2","37","1","3","31","1","2","40","1","2","42","1","2","0","0","0","0","0","0","36","1","3","23.333333333333","3","3","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0"
"12","3.1779537123821E+19","MASCULINO","NO OFICIAL","FUERA DE BOGOTA","A","DUITAMA","BOYACA","494.25","65.16","65.16","66.74","59.25","64.21","64.21","62.54","0","43.59","62.69","FUERA DE BOGOTA","NORMAL","2","2008","1","EGRESADO","30","1","4","30","1","2","35","1","3","40","1","1","35","1","2","40","1","1","39","1","2","27.5","2","3","35","1","3","30","1","3","30","1","2","0","0","0","40","1","3","36","1","2","30","1","3","35","1","3","0","0","0","33","1","2","40","1","2","40","1","3","45","1","2","30","1","2","40","1","3","30","1","3","30","1","3","40","1","2","25","2","3","44","1","2","25","2","1","35","1","3","30","1","2","33","1","3","35","1","2","42","1","2","0","0","0","0","0","0","30","1","2","30","2","3","50","1","1","30","1","2","40","1","2","35","1","3","42","1","2","0","0","0","0","0","0","49","1","2","37","1","2","31","1","2","40","1","2","35","1","1","0","0","0","0","0","0","28.5","2","2","32","1","3","30","1","2","33","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","31","1","2","42","1","3","23.333333333333","3","2","38","1","2","39","1","2","0","0","0","0","0","0","38","1","3","34","1","3","42","1","2","42","1","2","0","0","0","0","0","0","0","0","0"
"13","3.1779537125404E+19","MASCULINO","NO OFICIAL","USAQUEN","A","BOGOTA","BOGOTA","459.45","65.16","65.16","61.41","57.44","59.48","59.48","53.95","0","38.35","58.45","TEUSAQUILLO","NORMAL","4","2008","1","ABANDONO","15","1","4","0","0","2","15","1","3","15","1","1","0","0","2","15","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","3.1779537126986E+19","FEMENINO","OFICIAL","FUERA DE BOGOTA","A","CHIA","CUNDINAMARCA","511.68","58.13","58.13","56.51","61.18","73.82","73.82","55.99","0","55.47","71.53","FUERA DE BOGOTA","NORMAL","2","2008","1","ABANDONO","30","1","4","0","0","2","35","1","3","45","1","1","35","1","2","40","1","1","45","1","2","40","1","3","30","1","3","40","1","3","0","0","0","0","0","0","40","1","3","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","40","1","3","0","0","0","15","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","3.1779537128569E+19","FEMENINO","NO OFICIAL","FONTIBON","A","BOGOTA","BOGOTA","488.76","75.27","75.27","58.93","54.01","59.48","59.48","79.45","0","46.04","88.67","KENNEDY","NORMAL","3","2008","1","EGRESADO","35","1","4","35","1","2","40","1","3","45","1","1","45","1","2","40","1","1","32","1","2","40","1","3","30","1","3","40","1","3","45","1","2","0","0","0","35","1","3","50","1","2","40","1","3","40","1","3","0","0","0","45","1","2","43","1","2","35","1","3","42","1","2","35","1","2","50","1","3","50","1","3","40","1","3","35","1","2","45","1","3","45","1","2","40","1","1","40","1","3","45","1","2","45","1","3","45","1","2","45.5","2","2","0","0","0","0","0","0","50","1","2","35","1","3","45","1","1","40","1","2","35","1","2","50","1","3","41","1","2","0","0","0","0","0","0","40","1","2","45","1","2","45","1","2","45","1","2","40","1","1","0","0","0","0","0","0","45","1","2","44","1","3","47","1","2","45","1","2","46","1","2","0","0","0","0","0","0","0","0","0","0","0","0","39","1","2","40","1","2","40","1","3","35","1","2","39","1","2","49","1","2","0","0","0","0","0","0","39","1","3","48","1","3","31","1","2","37","1","2","0","0","0","0","0","0","0","0","0"
"16","3.1779537130151E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","PUENTE NACIONAL","SANTANDER","463.75","62.82","62.82","76.74","63.27","57.32","57.32","58.09","0","41.05","47.21","FUERA DE BOGOTA","NORMAL","2","2008","1","EGRESADO","30","1","4","50","1","2","30","1","3","40","1","1","35","1","2","45","1","1","33","1","2","30","2","3","30","1","3","30","1","3","30","1","2","0","0","0","45","1","3","34","1","2","30","2","3","35","1","3","0","0","0","45","1","2","43","1","2","45","1","3","40","1","2","30","1","2","30","1","3","30","2","3","35","1","3","40","1","2","40","1","3","45","1","2","30","1","1","35","1","3","35","1","2","40","1","3","40","1","2","40","2","2","45","1","2","36","1","2","35","1","2","30","1","3","37","1","1","30","1","2","40","1","2","40","1","3","40","1","2","43","1","2","0","0","0","40","1","2","40","1","2","32","1","2","45","1","2","40","1","1","0","0","0","0","0","0","25.666666666667","3","2","26","2","3","41","1","2","44","1","2","39","1","2","0","0","0","0","0","0","0","0","0","0","0","0","38","1","2","23","2","2","47","1","3","30","1","2","43","1","2","43","1","2","0","0","0","0","0","0","36","1","3","29.5","2","3","43","1","2","41","1","2","0","0","0","0","0","0","0","0","0"
"17","3.1779537131734E+19","MASCULINO","NO OFICIAL","NO REGISTRA","A","BOGOTA","BOGOTA","478.39","78.22","78.22","64","59.25","61.76","61.76","55.99","0","43.59","69.48","ENGATIVA","NORMAL","3","2008","1","ABANDONO","25","1","4","0","0","2","15","1","3","20","1","1","0","0","2","40","1","1","45","1","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","15","1","3","30.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"18","3.1779537133316E+19","MASCULINO","OFICIAL","FUERA DE BOGOTA","A","PITALITO","HUILA","477.27","81.5","81.5","58.93","57.44","57.32","57.32","58.09","0","48.41","69.48","FUERA DE BOGOTA","NORMAL","3","2008","1","EGRESADO","22.5","2","4","40","1","2","30","1","3","40","1","1","40","1","2","45","1","1","33","1","2","32.5","2","3","25","2","3","30","1","3","30","1","2","0","0","0","40","1","3","35","1","2","27.5","2","3","30","2","3","0","0","0","40","1","2","37","1","2","40","1","3","30","1","2","40","1","2","30","1","3","25","2","3","30","1","3","32.5","2","2","27.5","2","3","35","1","2","35","1","1","25","3","3","30","1","2","30","1","3","35","1","2","0","0","0","40","1","2","38","1","2","30","1","2","24.666666666667","3","3","35","1","1","30","1","2","40","1","2","35","1","3","38","1","2","0","0","0","0","0","0","49","1","2","35","1","2","30","1","2","41","1","2","40","1","1","0","0","0","0","0","0","34","1","2","31","2","3","31","1","2","42","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","1","2","31","1","2","42","1","3","30","1","2","38","1","2","40","1","2","0","0","0","0","0","0","31","1","3","30","2","3","37","1","2","38","1","2","0","0","0","0","0","0","0","0","0"
"19","3.1779537134899E+19","MASCULINO","OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","476.73","65.16","65.16","64","57.44","61.76","61.76","53.95","0","50.76","48.43","ENGATIVA","NORMAL","2","2008","1","ABANDONO","20","4","4","30","1","2","35","1","3","40","1","1","40","1","2","40","1","1","0","0","2","30","1","3","27.5","2","3","25","3","3","0","0","0","0","0","0","30","1","3","0","0","0","7","4","3","40","1","3","0","0","0","30","1","2","0","0","0","30","1","3","0","0","0","40","1","2","1.6666666666667","3","3","30","1","3","0","0","0","0","0","0","30","1","3","0","0","0","19","4","1","10","6","3","0","0","0","0","2","3","11.5","2","2","0","0","0","0","0","0","0","0","0","23.75","4","2","0","0","0","0","0","0","0","0","0","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","3.1779537136482E+19","MASCULINO","OFICIAL","RAFAEL URIBE","A","BOGOTA","BOGOTA","488.95","69.99","69.99","58.93","52.34","55.25","55.25","60.25","0","48.41","54.57","RAFAEL URIBE URIBE","NORMAL","2","2008","1","EGRESADO","35","1","4","40","1","2","30","1","3","40","1","1","45","1","2","40","1","1","39","1","2","30","1","3","30","1","3","35","1","3","35","1","2","0","0","0","45","1","3","46","1","2","35","1","3","45","1","3","0","0","0","45","1","2","42","1","2","45","1","3","42","1","2","40","1","2","40","1","3","50","1","3","40","1","3","35","1","2","40","1","3","45","1","2","35","1","1","30","1","3","40","1","2","35","1","3","35","1","2","0","0","0","48","1","2","0","0","0","35","1","2","30","1","3","49","1","1","40","1","2","35","1","2","35","1","3","43","1","2","0","0","0","0","0","0","40","1","2","40","1","2","42","1","2","40","1","2","40","1","1","0","0","0","0","0","0","39","1","2","40","1","3","42","1","2","46","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","2","32","1","2","40","1","3","35","1","2","45","1","2","45","1","2","0","0","0","0","0","0","37","1","3","43","1","3","0","0","0","42","1","2","0","0","0","0","0","0","0","0","0"
"21","3.1779537138064E+19","MASCULINO","NO OFICIAL","FUERA DE BOGOTA","F","FLORENCIA","CAQUETA","470.3","69.99","69.99","64","65.59","55.25","55.25","60.25","0","50.76","62.69","FUERA DE BOGOTA","NORMAL","2","2008","1","EGRESADO","27.5","2","4","30","1","2","35","1","3","40","1","1","35","1","2","40","1","1","38","1","2","32.5","2","3","40","1","3","35","1","3","30","1","2","0","0","0","35","1","3","47","1","2","30","1","3","35","1","3","0","0","0","45","1","2","42","1","2","35","1","3","41","1","2","40","1","2","35","1","3","40","1","3","35","1","3","30","1","2","35","1","3","40","1","2","40","1","1","30","1","3","30","1","2","35","1","3","35","1","2","0","0","0","40","1","2","0","0","0","30","1","2","25","2","3","36","1","1","30","2","2","45","1","2","35","1","3","31","1","2","0","0","0","0","0","0","36","2","2","40","1","2","31","1","2","40","1","2","40","1","1","0","0","0","0","0","0","23.5","2","2","40","1","3","32","1","2","39","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","1","2","36","1","2","40","1","3","30","1","2","40","1","2","40","1","2","0","0","0","0","0","0","46","1","3","45","1","3","40","1","2","38","1","2","0","0","0","0","0","0","0","0","0"
"22","3.1779537139647E+19","MASCULINO","OFICIAL","LOS MARTIRES","A","BOGOTA","BOGOTA","498.96","85.28","85.28","54.12","61.18","61.76","61.76","62.54","0","46.04","57.13","BOSA","NORMAL","3","2008","1","ABANDONO","45","1","4","45","1","2","40","1","3","35","1","1","35","1","2","40","1","1","45","1","2","45","1","3","40","1","3","40","1","3","0","0","0","0","0","0","32.5","2","3","50","1","2","40","1","3","45","1","3","0","0","0","45","1","2","0","0","0","0","0","0","0","0","0","35","1","2","35","1","3","40","1","3","0","0","0","40","1","2","40","1","3","0","0","0","40","1","1","40","1","3","30","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","1","2","35","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"23","3.1779537141229E+19","MASCULINO","NO OFICIAL","FUERA DE BOGOTA","A","FACATATIVA","CUNDINAMARCA","459.4","67.54","67.54","58.93","55.7","61.76","61.76","60.25","0","50.76","65.86","FUERA DE BOGOTA","NORMAL","3","2008","1","EGRESADO","35","1","4","30","1","2","35","1","3","40","1","1","40","1","2","35","1","1","30","1","2","35","1","3","30","1","3","45","1","3","30","1","2","0","0","0","35","1","3","18","3","2","30","1","3","40","1","3","0","0","0","40","1","2","39","1","2","35","1","3","38","1","2","30","1","2","50","1","3","40","1","3","35","1","3","30","1","2","40","1","3","33","1","2","40","1","1","40","1","3","40","1","2","35","1","3","35","1","2","0","0","0","0","0","0","0","0","0","40","1","2","30","1","3","39","1","1","35","1","2","40","1","2","35","1","3","39","1","2","0","0","0","0","0","0","35","2","2","35","1","2","35","1","2","40","1","2","40","1","1","0","0","0","0","0","0","35","1","2","44","1","3","38","1","2","46","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","1","2","31.5","2","2","46","1","3","30","1","2","40","1","2","45","1","2","0","0","0","0","0","0","43","1","3","21","2","3","42","1","2","38","1","2","0","0","0","0","0","0","0","0","0"
"24","3.1779537142812E+19","FEMENINO","NO OFICIAL","FONTIBON","A","BOGOTA","BOGOTA","476.9","62.82","62.82","58.93","55.7","59.48","59.48","55.99","0","46.04","83.41","FONTIBON","NORMAL","3","2008","1","ABANDONO","35","1","4","35","1","2","35","1","3","35","1","1","35","1","2","40","1","1","35","1","2","30","1","3","22.5","2","3","27.5","2","3","38","1","2","0","0","0","45","1","3","33","1","2","25","2","3","35","1","3","0","0","0","30","1","2","0","0","0","45","1","3","28","1","2","30","1","2","20.666666666667","3","3","30","1","3","30","1","3","35","1","2","30","1","3","0","0","0","22.5","2","1","25","2","3","40","1","2","35","1","3","40","1","2","0","0","0","0","3","2","0","0","0","30","1","2","8.3333333333333","3","3","0","0","0","35","1","2","30","2","2","35","1","3","34","1","2","0","0","0","0","0","0","0","0","0","45","1","2","9","2","2","40","1","2","35","1","1","0","0","0","0","0","0","17","2","2","0","0","0","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","3.1779537144394E+19","MASCULINO","OFICIAL","PUENTE ARANDA","A","BOGOTA","BOGOTA","469.39","60.49","60.49","64","55.7","61.76","61.76","62.54","0","53.1","48.43","CIUDAD BOLIVAR","NORMAL","2","2008","1","ABANDONO","15","1","4","0","0","2","15","1","3","15","1","1","0","0","2","15","1","1","0","0","2","0","0","3","0","0","3","0","0","3","0","0","0","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","3.1779537145977E+19","MASCULINO","OFICIAL","NO REGISTRA","A","BOLIVAR","SANTANDER","499.77","73.29","73.29","58.68","49.26","68.26","68.26","59.24","0","58.26","55.64","CIUDAD BOLIVAR","NORMAL","2","2008","1","EGRESADO","30","2","4","40","1","2","27.5","2","3","35","1","1","35","1","2","40","1","1","40","1","2","22.5","2","3","22.5","2","3","25","2","3","40","1","2","0","0","0","35","2","3","45","1","2","30","1","3","35","1","3","0","0","0","31","1","2","40","1","2","35","1","3","41","1","2","35","1","2","25","2","3","30","1","3","25","2","3","27.5","2","2","30","2","3","45","1","2","25","2","1","30","1","3","44","1","2","34","1","3","30","1","2","0","0","0","0","0","0","0","0","0","30","1","2","34","1","3","45","1","1","26.25","4","2","30","1","2","30","1","3","42","1","2","0","0","0","0","0","0","41","1","2","35","1","2","29","2","2","40","1","2","35","1","1","0","0","0","0","0","0","21","3","2","30","3","3","40","1","2","33","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","1","2","41","1","2","36","1","3","30","1","2","37","1","2","40","1","2","0","0","0","0","0","0","34","1","3","33.5","2","3","0","0","0","46","1","2","0","0","0","0","0","0","0","0","0"
"27","3.177953714756E+19","FEMENINO","NO OFICIAL","ENGATIVA","A","BOGOTA","BOGOTA","486.46","72.55","72.55","51.73","71.54","61.76","61.76","62.54","0","50.76","71.53","ENGATIVA","NORMAL","3","2008","1","EGRESADO","40","1","4","40","1","2","35","1","3","40","1","1","40","1","2","40","1","1","35","1","2","40","1","3","30","1","3","45","1","3","30","1","2","0","0","0","35","1","3","38","1","2","30","1","3","45","1","3","0","0","0","35","1","2","43","1","2","30","1","3","50","1","2","30","1","2","40","1","3","35","1","3","35","1","3","30","1","2","35","1","3","40","1","2","30","1","1","40","1","3","35","1","2","30","1","3","40","1","2","0","0","0","0","0","0","0","0","0","35","1","2","25","2","3","47","1","1","35","1","2","40","1","2","30","2","3","32","1","2","0","0","0","0","0","0","33","1","2","30","1","2","30","1","2","35","1","2","40","1","1","0","0","0","0","0","0","32","1","2","39","1","3","30","1","2","37","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","1","2","26.5","2","2","33","1","3","35","1","2","32","1","2","35","1","2","0","0","0","0","0","0","45","1","3","36","1","3","0","0","0","42","1","2","0","0","0","0","0","0","0","0","0"
"28","3.1779537149142E+19","MASCULINO","NO OFICIAL","CHAPINERO","A","BOGOTA","BOGOTA","465.84","75.27","75.27","64","65.59","59.48","59.48","55.99","0","41.05","76.45","SUBA","NORMAL","4","2008","1","EGRESADO","35","1","4","30","1","2","35","1","3","40","1","1","40","1","2","40","1","1","45","1","2","40","1","3","35","1","3","35","1","3","40","1","2","0","0","0","40","1","3","39","1","2","30","2","3","35","1","3","0","0","0","40","1","2","38","1","2","40","1","3","46","1","2","35","2","2","40","1","3","35","1","3","45","1","3","30","1","2","40","1","3","44","1","2","30","1","1","30","1","3","45","1","2","35","1","3","40","1","2","0","0","0","38","1","2","0","0","0","35","1","2","30","1","3","40","1","1","45","1","2","40","1","2","30","1","3","45","1","2","0","0","0","0","0","0","45","1","2","40","1","2","34","1","2","40","1","2","40","1","1","0","0","0","0","0","0","45","1","2","43","1","3","38","1","2","45","1","2","41","1","2","0","0","0","0","0","0","0","0","0","0","0","0","36","1","2","35","2","2","39","1","3","30","1","2","43","1","2","40","1","2","0","0","0","0","0","0","44","1","3","41","1","3","0","0","0","48","1","2","0","0","0","0","0","0","0","0","0"
